Middle layer Super Output Areas Code,Middle layer Super Output Areas,3_bedrooms
E02006414,Spelthorne 012,1244
E02006415,Spelthorne 013,1200
E02006416,Surrey Heath 001,1145
E02006417,Surrey Heath 002,1004
E02006418,Surrey Heath 003,865
E02006419,Surrey Heath 004,1486
E02006420,Surrey Heath 005,343
E02006421,Surrey Heath 006,1215
E02006422,Surrey Heath 007,924
E02006423,Surrey Heath 008,1400
E02006424,Surrey Heath 009,782
E02006425,Surrey Heath 010,1114
E02006426,Surrey Heath 011,906
E02006427,Surrey Heath 012,1140
E02006429,Tandridge 002,873
E02006430,Tandridge 003,1514
E02006431,Tandridge 004,1228
E02006432,Tandridge 005,727
E02006433,Tandridge 006,1081
E02006434,Tandridge 007,1080
E02006435,Tandridge 008,899
E02006436,Tandridge 009,1016
E02006437,Tandridge 010,1188
E02006438,Tandridge 011,1085
E02006439,Waverley 001,1106
E02006440,Waverley 002,1270
E02006441,Waverley 003,1072
E02006442,Waverley 004,494
E02006443,Waverley 005,1356
E02006444,Waverley 006,921
E02006445,Waverley 007,989
E02006446,Waverley 008,917
E02006447,Waverley 009,974
E02006448,Waverley 010,858
E02006449,Waverley 011,1104
E02006450,Waverley 012,847
E02006451,Waverley 013,1764
E02006453,Waverley 015,1161
E02006454,Waverley 016,753
E02006455,Waverley 017,880
E02006456,Woking 001,1517
E02006457,Woking 002,907
E02006458,Woking 003,894
E02006459,Woking 004,1382
E02006460,Woking 005,1363
E02006461,Woking 006,626
E02006462,Woking 007,1369
E02006463,Woking 008,1171
E02006464,Woking 009,1099
E02006465,Woking 010,591
E02006466,Woking 011,2108
E02006467,Woking 012,983
E02006534,Adur 001,1903
E02006535,Adur 002,1436
E02006536,Adur 003,1360
E02006537,Adur 004,1792
E02006538,Adur 005,1449
E02006539,Adur 006,1394
E02006540,Adur 007,1042
E02006541,Adur 008,1169
E02006542,Arun 001,1040
E02006543,Arun 002,1162
E02006544,Arun 003,1945
E02006545,Arun 004,2245
E02006546,Arun 005,1980
E02006547,Arun 006,1208
E02006548,Arun 007,1865
E02006549,Arun 008,1047
E02006550,Arun 009,1904
E02006551,Arun 010,1379
E02006552,Arun 011,794
E02006553,Arun 012,1776
E02006554,Arun 013,1159
E02006555,Arun 014,1138
E02006556,Arun 015,1922
E02006557,Arun 016,1343
E02006558,Arun 017,750
E02006559,Arun 018,1543
E02006560,Arun 019,1728
E02006561,Chichester 001,945
E02006562,Chichester 002,825
E02006563,Chichester 003,820
E02006564,Chichester 004,1381
E02006565,Chichester 005,1521
E02006566,Chichester 006,1339
E02006567,Chichester 007,1442
E02006568,Chichester 008,1770
E02006569,Chichester 009,1397
E02006570,Chichester 010,1303
E02006571,Chichester 011,1542
E02006572,Chichester 012,1846
E02006573,Chichester 013,1900
E02006574,Chichester 014,2011
E02006575,Crawley 001,1758
E02006576,Crawley 002,1475
E02006577,Crawley 003,1691
E02006578,Crawley 004,1578
E02006579,Crawley 005,1714
E02006580,Crawley 006,1611
E02006581,Crawley 007,1362
E02006582,Crawley 008,850
E02006583,Crawley 009,1792
E02006584,Crawley 010,1707
E02006585,Crawley 011,2091
E02006586,Crawley 012,1916
E02006587,Crawley 013,1347
E02006588,Horsham 001,1376
E02006589,Horsham 002,1771
E02006590,Horsham 003,1319
E02006591,Horsham 004,1300
E02006592,Horsham 005,908
E02006593,Horsham 006,1588
E02006594,Horsham 007,1822
E02006595,Horsham 008,1027
E02006596,Horsham 009,1324
E02006597,Horsham 010,1984
E02006598,Horsham 011,929
E02006599,Horsham 012,1063
E02006600,Horsham 013,1738
E02006601,Horsham 014,1419
E02006602,Horsham 015,1345
E02006603,Horsham 016,1410
E02006604,Mid Sussex 001,1874
E02006605,Mid Sussex 002,974
E02006606,Mid Sussex 003,1316
E02006607,Mid Sussex 004,1183
E02006608,Mid Sussex 005,980
E02006609,Mid Sussex 006,974
E02006610,Mid Sussex 007,1021
E02006611,Mid Sussex 008,1733
E02006612,Mid Sussex 009,1223
E02006613,Mid Sussex 010,1406
E02006614,Mid Sussex 011,1787
E02006615,Mid Sussex 012,1218
E02006616,Mid Sussex 013,1682
E02006617,Mid Sussex 014,1475
E02006618,Mid Sussex 015,1020
E02006619,Mid Sussex 016,1223
E02006620,Mid Sussex 017,1643
E02006621,Worthing 001,1245
E02006622,Worthing 002,1289
E02006623,Worthing 003,1552
E02006624,Worthing 004,1089
E02006625,Worthing 005,1667
E02006626,Worthing 006,2081
E02006627,Worthing 007,1783
E02006628,Worthing 008,1403
E02006629,Worthing 009,1363
E02006630,Worthing 010,479
E02006631,Worthing 011,721
E02006632,Worthing 012,1105
E02006633,Worthing 013,1542
E02006782,Bromley 040,1420
E02006783,Lewisham 037,1114
E02006784,Lewisham 038,1265
E02006785,Bexley 029,1382
E02006786,Greenwich 033,1193
E02006787,Bromley 041,1297
E02006788,Croydon 045,1425
E02006789,Bromley 042,889
E02006790,Tandridge 012,1198
E02006791,Ealing 040,661
E02006792,Hounslow 029,670
E02006793,Enfield 037,1015
E02006794,Haringey 037,744
E02006795,Harrow 032,1493
E02006796,Hillingdon 033,1423
E02006798,Lewisham 039,857
E02006799,Barking and Dagenham 023,1598
E02006800,Redbridge 034,1328
E02006801,Lambeth 036,705
E02006802,Southwark 034,723
E02006821,Portsmouth 026,1324
E02006822,Havant 018,1971
E02006823,Buckinghamshire 039,1038
E02006824,Buckinghamshire 036,1748
E02006825,East Cambridgeshire 011,1056
E02006826,West Suffolk 015,1696
E02006829,East Hampshire 016,1197
E02006830,Havant 019,1361
E02006831,Havant 020,1315
E02006832,Sevenoaks 016,1219
E02006833,Tonbridge and Malling 014,1852
E02006836,Sutton 025,604
E02006837,Epsom and Ewell 010,1033
E02006838,East Hampshire 017,920
E02006839,Waverley 018,935
E02006853,Tower Hamlets 032,802
E02006854,Tower Hamlets 033,396
E02006855,Canterbury 019,895
E02006856,Canterbury 020,1479
E02006857,Eastbourne 013,1802
E02006858,Eastbourne 014,946
E02006859,Thurrock 019,751
E02006873,South Cambridgeshire 020,1122
E02006874,South Cambridgeshire 021,1339
E02006877,Peterborough 022,1563
E02006878,Peterborough 023,1481
E02006879,Folkestone and Hythe 014,467
E02006880,Folkestone and Hythe 015,457
E02006882,Harrow 033,2020
E02006886,Vale of White Horse 016,1955
E02006907,Norwich 014,565
E02006908,Norwich 015,784
E02006918,Hackney 028,824
E02006921,Hackney 029,532
E02006922,Colchester 022,2742
E02006924,Redbridge 035,1142
E02006925,Redbridge 036,1336
E02006926,Thurrock 020,848
E02006927,Greenwich 034,1781
E02006928,Greenwich 035,993
E02006930,Greenwich 037,1183
E02006931,Greenwich 038,1030
E02006937,Luton 022,841
E02006938,Luton 023,176
E02006939,Reading 019,324
E02006940,Reading 020,349
E02006941,Southwark 035,309
E02006942,Southwark 036,469
E02006953,Barnet 042,584
E02006954,Barnet 043,1059
E02006955,Brent 035,317
E02006956,Brent 036,1103
E02006968,Ealing 041,649
E02006969,Ealing 042,396
E02006970,Ealing 043,768
E02006971,Ealing 044,1127
E02006972,Hounslow 030,419
E02006973,Hounslow 031,863
E02006975,Portsmouth 027,441
E02006976,Portsmouth 028,525
E02006978,Chelmsford 022,614
E02006979,Chelmsford 023,425
E02006980,Rochford 011,1139
E02006981,Rochford 012,1098
E02006987,Croydon 046,165
E02006988,Croydon 047,403
E02006991,Greenwich 039,423
E02006992,Greenwich 040,849
E02006993,Greenwich 041,692
E02006994,Greenwich 042,497
E02006995,Newham 038,892
E02006996,Newham 039,804
E02006997,Newham 040,408
E02006998,Newham 041,618
E02006999,Newham 042,931
E02007004,Thurrock 021,738
E02007005,Thurrock 022,1281
E02007008,Lewisham 040,362
E02007009,Lewisham 041,752
E02007010,Bedford 021,1388
E02007011,Bedford 022,1105
E02007012,Milton Keynes 033,678
E02007013,Milton Keynes 034,811
E02007014,Milton Keynes 035,779
E02007015,Milton Keynes 036,1112
E02007016,Milton Keynes 037,997
E02007017,Redbridge 037,1342
E02007018,Redbridge 038,888
E02007019,Redbridge 039,525
E02007020,Redbridge 040,1228
E02007021,Oxford 020,1197
E02007032,North Norfolk 015,1361
E02007033,North Norfolk 016,1154
E02007046,Ashford 015,1293
E02007047,Ashford 016,1297
E02007052,Norwich 016,617
E02007053,Norwich 017,338
E02007054,South Norfolk 016,1446
E02007055,South Norfolk 017,1591
E02007056,Colchester 023,1169
E02007057,Colchester 024,933
E02007068,Slough 015,594
E02007069,Slough 016,902
E02007074,Southampton 033,378
E02007075,Southampton 034,273
E02007076,Test Valley 016,1176
E02007077,Test Valley 017,1197
E02007078,Test Valley 018,768
E02007083,Wandsworth 038,404
E02007084,Wandsworth 039,1022
E02007085,South Cambridgeshire 022,1827
E02007086,Cambridge 015,1304
E02007087,Cambridge 014,317
E02007088,North Hertfordshire 016,1115
E02007089,North Hertfordshire 017,988
E02007090,St Albans 021,762
E02007091,Stevenage 013,1090
E02007092,Welwyn Hatfield 017,947
E02007093,East Hertfordshire 019,1206
E02007108,Hackney 030,584
E02007109,Hackney 031,832
E02007110,Hackney 032,639
E02007111,Hackney 033,499
E02007112,Tower Hamlets 034,311
E02007113,Tower Hamlets 035,430
E02007114,Tower Hamlets 036,593
E02007115,Camden 029,648
E02007116,Oxford 019,699
