Middle layer Super Output Areas Code,Middle layer Super Output Areas,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_0,total,% Higher_professional,% Lower_professional,%  Intermediate_occupations,% Small_employers,% Lower_supervisory,% Semi_routine,% Routine
E02003523,Brighton and Hove 033,1605,2345,1065,1305,277,739,489,532,418,1383,10158,15.8003544,23.085253,10.48434731,12.84701713,2.726914747,7.275054145,4.813939752
E02003524,Portsmouth 001,291,849,639,686,416,1097,1150,705,411,1872,8116,3.585510103,10.46081814,7.873336619,8.452439625,5.125677674,13.5165106,14.16954165
E02003525,Portsmouth 002,248,856,509,527,269,752,930,571,342,1434,6438,3.85212799,13.29605468,7.906182044,8.185771979,4.178316247,11.68064616,14.44547996
E02003526,Portsmouth 003,947,1418,803,597,273,562,450,364,319,1098,6831,13.86327039,20.75830771,11.75523349,8.739569609,3.996486605,8.227199532,6.587615283
E02003527,Portsmouth 004,578,1086,689,600,320,634,664,337,234,1237,6379,9.060981345,17.02461201,10.801066,9.405862988,5.01646026,9.938861891,10.40915504
E02003529,Portsmouth 006,795,1615,962,664,349,800,659,375,418,1691,8328,9.54610951,19.39241114,11.55139289,7.973102786,4.190682037,9.606147935,7.913064361
E02003530,Portsmouth 007,574,1326,839,626,403,880,788,485,357,1587,7865,7.298156389,16.85950413,10.6675143,7.959313414,5.123966942,11.18881119,10.01907184
E02003531,Portsmouth 008,650,1404,969,760,429,844,719,348,341,1256,7720,8.419689119,18.1865285,12.55181347,9.844559585,5.556994819,10.93264249,9.313471503
E02003532,Portsmouth 009,618,1319,792,734,376,841,797,491,367,1536,7871,7.851607166,16.75771821,10.06225384,9.325371617,4.777029602,10.68479228,10.12577817
E02003533,Portsmouth 010,301,714,539,517,314,714,853,423,202,1208,5785,5.203111495,12.34226448,9.317199654,8.936905791,5.427830596,12.34226448,14.74503025
E02003534,Portsmouth 011,602,1426,966,784,477,919,970,454,474,1823,8895,6.767847105,16.03147836,10.86003373,8.813940416,5.362563238,10.33164699,10.90500281
E02003535,Portsmouth 012,525,1364,973,764,509,1155,1179,557,468,2170,9664,5.432533113,14.11423841,10.0682947,7.905629139,5.266970199,11.95157285,12.19991722
E02003536,Portsmouth 013,203,622,496,633,364,960,1227,1007,576,1924,8012,2.533699451,7.763354968,6.190713929,7.900649026,4.543185222,11.98202696,15.31452821
E02003537,Portsmouth 014,839,1781,1174,938,517,1047,969,542,502,1951,10260,8.177387914,17.35867446,11.44249513,9.142300195,5.038986355,10.20467836,9.444444444
E02003538,Portsmouth 015,550,1292,830,828,532,1250,1283,741,912,2139,10357,5.310418075,12.47465482,8.01390364,7.994593029,5.136622574,12.06913199,12.38775707
E02003540,Portsmouth 017,853,1694,982,846,448,900,867,585,509,1745,9429,9.04655849,17.96585004,10.41467812,8.97231944,4.751299183,9.545020681,9.195036589
E02003541,Portsmouth 018,451,951,622,531,422,902,1027,1006,3069,1956,10937,4.12361708,8.69525464,5.687117125,4.855079089,3.858462101,8.247234159,9.390143549
E02003542,Portsmouth 019,835,1540,752,624,355,740,622,377,1564,1422,8831,9.455327822,17.43856868,8.515456913,7.066017439,4.019929793,8.379571962,7.043369947
E02003543,Portsmouth 020,734,1244,571,600,316,659,657,433,2469,1104,8787,8.353249118,14.1572778,6.49823603,6.828269034,3.596221691,7.499715489,7.476954592
E02003544,Portsmouth 021,700,1291,612,504,292,598,513,289,330,1190,6319,11.07770217,20.43044786,9.685076753,7.975945561,4.620984333,9.463522709,8.11837316
E02003545,Portsmouth 022,948,1370,532,582,271,563,489,487,854,652,6748,14.04860699,20.3023118,7.883817427,8.624777712,4.016004742,8.343212804,7.246591583
E02003546,Portsmouth 023,1019,1650,826,815,315,686,632,397,379,1206,7925,12.85804416,20.82018927,10.42271293,10.28391167,3.974763407,8.65615142,7.974763407
E02003547,Portsmouth 024,1364,1695,673,785,248,583,471,447,1137,685,8088,16.8644906,20.95697329,8.320969337,9.705736894,3.066271019,7.208209693,5.823442136
E02003548,Portsmouth 025,897,1261,530,550,204,469,411,371,668,801,6162,14.55696203,20.46413502,8.601103538,8.925673483,3.310613437,7.611165206,6.669912366
E02003549,Southampton 001,1133,1113,483,564,152,459,489,408,2599,1094,8494,13.33882741,13.10336708,5.686366847,6.639981163,1.78949847,5.403814457,5.757004945
E02003550,Southampton 002,550,1339,883,567,400,803,969,486,368,1523,7888,6.972616633,16.97515213,11.19421907,7.188133874,5.070993915,10.18002028,12.28448276
E02003551,Southampton 003,381,672,437,434,263,537,693,411,1746,914,6488,5.872379778,10.35758323,6.735511714,6.689272503,4.053637485,8.276818742,10.68125771
E02003552,Southampton 004,255,783,573,455,353,797,997,522,295,1105,6135,4.156479218,12.76283619,9.339853301,7.416462918,5.753871231,12.99103504,16.25101874
E02003553,Southampton 005,390,597,366,505,226,506,786,467,2187,1247,7277,5.359351381,8.203930191,5.029545142,6.939672942,3.105675416,6.953414869,10.80115432
E02003554,Southampton 006,838,1220,611,483,199,511,481,368,431,928,6070,13.80560132,20.09884679,10.06589786,7.957166392,3.278418451,8.4184514,7.924217463
E02003555,Southampton 007,474,1276,830,661,479,1026,1139,573,418,1827,8703,5.446397794,14.66161094,9.536941285,7.595082156,5.503849247,11.78903826,13.08744111
E02003556,Southampton 008,477,967,619,514,295,614,602,267,244,1152,5751,8.294209703,16.81446705,10.76334551,8.937576074,5.129542688,10.6764041,10.46774474
E02003557,Southampton 009,1199,1006,433,341,121,364,314,260,1919,841,6798,17.63754045,14.79847014,6.369520447,5.01618123,1.779935275,5.354516034,4.61900559
E02003558,Southampton 010,465,1172,576,534,342,726,944,493,381,1616,7249,6.414677887,16.16774728,7.945923576,7.366533315,4.717892123,10.01517451,13.02248586
E02003559,Southampton 011,1257,1618,759,590,271,501,535,330,410,1566,7837,16.03930075,20.64565523,9.684828378,7.528390966,3.45795585,6.392752329,6.826591808
E02003560,Southampton 012,225,727,572,581,419,940,1226,600,334,1843,7467,3.013258337,9.736172492,7.660372305,7.780902638,5.611356636,12.58872372,16.41890987
E02003561,Southampton 013,570,901,520,565,255,633,791,591,2122,975,7923,7.194244604,11.37195507,6.563170516,7.131137196,3.218477849,7.989397955,9.983592074
E02003562,Southampton 014,901,1543,886,756,369,729,759,413,385,1578,8319,10.83062868,18.54790239,10.65031855,9.087630725,4.435629282,8.763072485,9.123692752
E02003563,Southampton 015,614,1234,792,637,401,881,1005,502,326,1628,8020,7.655860349,15.38653367,9.875311721,7.942643392,5,10.98503741,12.53117207
E02003564,Southampton 016,535,1148,782,723,403,973,980,504,356,1682,8086,6.61637398,14.19737818,9.671036359,8.941380163,4.98392283,12.03314371,12.11971308
E02003565,Southampton 017,653,783,401,397,222,435,660,442,2066,698,6757,9.664052094,11.58798283,5.934586355,5.875388486,3.285481723,6.43776824,9.767648365
E02003566,Southampton 018,416,924,638,532,332,856,803,406,230,1265,6402,6.497969385,14.43298969,9.965635739,8.309903155,5.185879413,13.37082162,12.54295533
E02003567,Southampton 019,446,1102,750,626,384,930,1019,567,435,1807,8066,5.529382594,13.66228614,9.298289115,7.760971981,4.760724027,11.5298785,12.63327548
E02003568,Southampton 020,1231,1538,692,610,294,660,802,371,922,1146,8266,14.89233003,18.60633922,8.371642874,7.379627389,3.556738447,7.98451488,9.702395354
E02003569,Southampton 021,656,1302,685,644,365,846,1082,543,402,1291,7816,8.393039918,16.65813715,8.764073695,8.2395087,4.669907881,10.82395087,13.84339816
E02003570,Southampton 022,558,875,566,928,424,1023,1411,1296,2107,2421,11609,4.806615557,7.537255578,4.875527608,7.993797915,3.652338703,8.812128521,12.15436299
E02003571,Southampton 023,712,1031,553,396,261,609,759,398,3518,729,8966,7.941110863,11.49899621,6.167744814,4.416685255,2.9109971,6.792326567,8.465313406
E02003572,Southampton 024,608,1070,614,540,281,656,573,375,281,1184,6182,9.835004853,17.30831446,9.932060822,8.735037205,4.545454545,10.6114526,9.268845034
E02003573,Southampton 025,369,860,735,608,394,1137,1112,623,325,1711,7874,4.686309373,10.92202184,9.334518669,7.721615443,5.003810008,14.43992888,14.12242824
E02003574,Southampton 026,545,1190,909,703,462,946,910,432,278,1285,7660,7.114882507,15.53524804,11.86684073,9.177545692,6.031331593,12.34986945,11.87989556
E02003575,Southampton 027,290,673,535,515,332,911,917,469,287,1606,6535,4.437643458,10.29839327,8.18668707,7.880642693,5.080336649,13.94032135,14.03213466
E02003576,Southampton 028,516,1149,777,687,442,1034,1009,501,341,1668,8124,6.35155096,14.14327917,9.564254062,8.456425406,5.440669621,12.72772033,12.41999015
E02003578,Southampton 030,453,970,687,640,351,788,745,338,252,1112,6336,7.149621212,15.30934343,10.84280303,10.1010101,5.539772727,12.43686869,11.75820707
E02003579,Southampton 031,946,1732,1024,811,478,1023,926,562,367,1716,9585,9.869587898,18.06990089,10.68335942,8.461137194,4.98695879,10.67292645,9.660928534
E02003580,Southampton 032,253,627,477,443,346,843,860,601,248,1504,6202,4.079329249,10.10964205,7.691067398,7.142857143,5.578845534,13.59238955,13.86649468
E02003581,Isle of Wight 001,819,1410,692,871,407,944,716,354,256,1331,7800,10.5,18.07692308,8.871794872,11.16666667,5.217948718,12.1025641,9.179487179
E02003582,Isle of Wight 002,906,1690,920,999,357,913,695,328,353,1424,8585,10.55329062,19.68549796,10.71636575,11.63657542,4.158415842,10.63482819,8.095515434
E02003583,Isle of Wight 003,543,1209,841,711,438,1078,788,538,280,1281,7707,7.045543013,15.68703776,10.91215778,9.225379525,5.683145193,13.98728429,10.22447126
E02003584,Isle of Wight 004,458,1035,562,701,326,877,685,509,254,718,6125,7.47755102,16.89795918,9.175510204,11.44489796,5.32244898,14.31836735,11.18367347
E02003585,Isle of Wight 005,719,1286,780,811,330,823,505,293,202,849,6598,10.89724159,19.49075477,11.82176417,12.29160352,5.001515611,12.47347681,7.653834495
E02003586,Isle of Wight 006,601,1265,764,799,386,1005,717,546,289,1320,7692,7.813312533,16.44565783,9.932397296,10.3874155,5.018200728,13.06552262,9.321372855
E02003587,Isle of Wight 007,457,1179,756,810,470,1309,976,629,340,1647,8573,5.330689374,13.75247871,8.818383296,9.448267818,5.48232824,15.26886737,11.38457949
E02003588,Isle of Wight 008,510,1318,823,943,574,1288,1163,680,341,1626,9266,5.503993093,14.2240449,8.881933952,10.17699115,6.194690265,13.9002806,12.55126268
E02003589,Isle of Wight 009,379,1097,681,625,433,1115,893,498,299,1391,7411,5.1140197,14.80232087,9.189043314,8.433409796,5.842666307,15.04520308,12.04965592
E02003590,Isle of Wight 010,876,1504,813,1101,322,705,516,466,206,817,7326,11.95741196,20.52962053,11.0974611,15.02866503,4.395304395,9.623259623,7.043407043
E02003591,Isle of Wight 011,689,1594,994,935,506,1207,909,512,409,1661,9416,7.317332201,16.92863212,10.55649958,9.929906542,5.373831776,12.81860663,9.653780799
E02003592,Isle of Wight 012,901,1845,942,1397,536,1239,885,670,253,1026,9694,9.294408913,19.03239117,9.717350939,14.41097586,5.529193315,12.78110171,9.129358366
E02003593,Isle of Wight 013,600,1092,554,810,232,548,381,253,186,602,5258,11.41118296,20.76835299,10.5363256,15.405097,4.412324078,10.42221377,7.246101179
E02003594,Isle of Wight 014,581,1342,826,1144,542,1388,1062,749,328,1339,9301,6.246640146,14.42855607,8.880765509,12.29975271,5.827330395,14.92312655,11.41812708
E02003595,Isle of Wight 015,624,1348,912,1140,443,1085,774,496,217,984,8023,7.777639287,16.80169513,11.36731896,14.2091487,5.521625327,13.52361959,9.647264116
E02003596,Isle of Wight 016,595,1317,834,1183,461,1215,1013,677,261,1156,8712,6.829660239,15.11707989,9.573002755,13.57897153,5.291551882,13.94628099,11.62764004
E02003597,Isle of Wight 017,556,1059,574,939,283,609,428,321,170,761,5700,9.754385965,18.57894737,10.07017544,16.47368421,4.964912281,10.68421053,7.50877193
E02003598,Isle of Wight 018,616,1189,626,1170,399,912,689,499,231,941,7272,8.470847085,16.35038504,8.608360836,16.08910891,5.48679868,12.54125413,9.47469747
E02003599,Central Bedfordshire 001,551,954,670,396,295,554,626,254,247,1202,5749,9.584275526,16.59419029,11.65420073,6.888154462,5.131327187,9.636458515,10.88885023
E02003600,Central Bedfordshire 002,671,1092,733,625,332,604,619,365,236,1151,6428,10.43870566,16.98817673,11.40323584,9.723086497,5.164903547,9.39639079,9.629744866
E02003601,Central Bedfordshire 003,1139,1574,912,931,331,621,635,279,252,1483,8157,13.96346696,19.29630992,11.1805811,11.41350987,4.057864411,7.613093049,7.784724776
E02003602,Central Bedfordshire 004,888,1277,671,869,325,460,467,277,281,1049,6564,13.52833638,19.45460085,10.22242535,13.23887873,4.951249238,7.007921999,7.11456429
E02003603,Central Bedfordshire 005,1275,2042,1215,995,557,1059,1110,521,349,2191,11314,11.26922397,18.04843557,10.73890755,8.794414,4.923104119,9.360084851,9.810853809
E02003604,Central Bedfordshire 006,1401,2094,1221,845,497,1018,918,489,379,2365,11227,12.47884564,18.65146522,10.87556783,7.526498619,4.426828182,9.067426739,8.176716843
E02003605,Central Bedfordshire 007,1418,1820,940,874,378,597,656,340,1312,1959,10294,13.77501457,17.68020206,9.131532932,8.490382747,3.672041966,5.799494851,6.372644259
E02003606,Central Bedfordshire 008,1399,1834,1013,1002,379,650,616,361,413,1659,9326,15.00107227,19.66545143,10.86210594,10.74415612,4.063907356,6.969761956,6.605189792
E02003607,Central Bedfordshire 009,1590,2136,1126,1083,471,725,836,433,425,2381,11206,14.18882741,19.06121721,10.04818847,9.664465465,4.203105479,6.469748349,7.460289131
E02003608,Central Bedfordshire 010,1510,2296,1376,1270,577,1032,985,436,398,2305,12185,12.3922856,18.84283956,11.29257284,10.4226508,4.735330324,8.469429627,8.083709479
E02003609,Central Bedfordshire 011,1543,2444,1320,1007,550,870,780,421,461,2448,11844,13.02769335,20.63492063,11.14488349,8.502195204,4.643701452,7.345491388,6.585612969
E02003610,Central Bedfordshire 012,1477,1979,839,822,285,574,553,242,421,1781,8973,16.46049259,22.05505405,9.350273041,9.160815781,3.176195252,6.396968684,6.162933244
E02003611,Central Bedfordshire 013,1358,2013,1110,946,445,719,651,343,359,1944,9888,13.73381877,20.35800971,11.22572816,9.567152104,4.500404531,7.271440129,6.583737864
E02003612,Central Bedfordshire 014,1803,2409,1298,1105,469,933,720,417,417,2850,12421,14.51573947,19.39457371,10.45004428,8.896224137,3.775863457,7.511472506,5.796634732
E02003613,Central Bedfordshire 015,660,1005,619,576,299,535,534,279,226,980,5713,11.55259933,17.59145808,10.83493786,10.08226851,5.233677577,9.364607037,9.347103098
E02003614,Central Bedfordshire 016,1122,1692,961,725,354,637,561,287,319,1484,8142,13.78039794,20.78113486,11.80299681,8.904446082,4.347826087,7.823630558,6.890198968
E02003615,Central Bedfordshire 017,1698,2185,1120,1066,388,648,587,369,402,2044,10507,16.1606548,20.79566004,10.65956029,10.14561721,3.692776244,6.167317027,5.586751689
E02003616,Bedford 001,945,1264,555,669,193,360,339,166,250,929,5670,16.66666667,22.29276896,9.788359788,11.7989418,3.403880071,6.349206349,5.978835979
E02003617,Bedford 002,1508,1903,910,1029,336,576,536,359,373,1505,9035,16.69064748,21.06253459,10.07194245,11.38904261,3.718871057,6.375207526,5.932484781
E02003618,Bedford 003,1090,1705,987,821,385,695,602,336,441,1697,8759,12.44434296,19.46569243,11.26840964,9.373216121,4.395478936,7.934695742,6.8729307
E02003619,Bedford 004,1699,2260,1233,1341,461,860,764,481,479,2276,11854,14.3327147,19.06529442,10.40155222,11.31263708,3.888982622,7.254935043,6.445081829
E02003620,Bedford 005,1084,1491,958,653,324,718,686,474,336,1439,8163,13.27943158,18.26534362,11.73588142,7.999509984,3.969128997,8.795785863,8.403773123
E02003621,Bedford 006,1108,1549,947,635,329,751,675,375,357,1333,8059,13.74860405,19.22074699,11.75083757,7.879389502,4.082392356,9.318774041,8.375728999
E02003622,Bedford 007,625,1226,900,735,443,1051,1173,629,479,1949,9210,6.786102063,13.31161781,9.771986971,7.980456026,4.809989142,11.41150923,12.73615635
E02003623,Bedford 008,2309,2745,1333,974,396,693,655,440,537,2746,12828,17.99968818,21.39850327,10.39133146,7.592765825,3.086997194,5.402245089,5.106018085
E02003624,Bedford 009,766,992,555,436,224,420,536,413,711,882,5935,12.90648694,16.71440607,9.351305813,7.346251053,3.774220725,7.076663858,9.031171019
E02003625,Bedford 010,857,1437,752,705,394,826,1295,862,450,1294,8872,9.659603246,16.19702435,8.476104599,7.946348061,4.440937782,9.31018936,14.59648332
E02003626,Bedford 011,596,1084,614,446,262,486,545,284,279,1012,5608,10.62767475,19.32952924,10.94864479,7.952924394,4.67189729,8.666191155,9.718259629
E02003627,Bedford 012,1326,1805,846,858,434,880,1383,800,580,1735,10647,12.45421245,16.95313234,7.945900254,8.058608059,4.076265615,8.265239034,12.98957453
E02003628,Bedford 013,511,935,648,808,345,770,1389,1122,622,2629,9779,5.225483178,9.561304837,6.626444422,8.262603538,3.527968095,7.874015748,14.20390633
E02003629,Bedford 014,593,1237,874,827,557,1150,1657,881,554,2354,10684,5.550355672,11.57806065,8.180456758,7.740546612,5.21340322,10.76375889,15.50917259
E02003630,Bedford 015,673,1294,811,867,520,1078,2005,969,680,2474,11371,5.91856477,11.37982587,7.132178348,7.624659221,4.573036672,9.480256794,17.63257409
E02003631,Bedford 016,443,896,555,437,265,608,724,366,265,948,5507,8.044307245,16.27020156,10.07808244,7.935355003,4.812057382,11.04049392,13.14690394
E02003632,Bedford 017,420,920,623,513,315,667,891,387,272,1200,6208,6.765463918,14.81958763,10.03543814,8.263530928,5.074097938,10.74420103,14.35244845
E02003633,Bedford 018,825,1657,1063,783,507,1018,1355,553,513,2289,10563,7.81028117,15.68683139,10.06342895,7.412666856,4.799772792,9.637413614,12.82779513
E02003635,Bedford 020,1232,1968,1027,783,430,792,750,385,400,2578,10345,11.90913485,19.02368294,9.927501208,7.568873852,4.15659739,7.655872402,7.249879169
E02003636,Central Bedfordshire 018,893,1501,849,778,344,521,523,273,360,1240,7282,12.26311453,20.6124691,11.65888492,10.68387806,4.723976929,7.154627849,7.182092832
E02003637,Central Bedfordshire 019,1554,2222,1143,1244,406,725,733,437,384,1857,10705,14.51658104,20.75665577,10.67725362,11.62073797,3.792620271,6.772536198,6.847267632
E02003638,Central Bedfordshire 020,1034,1384,857,716,364,645,677,346,242,1425,7690,13.44603381,17.99739922,11.1443433,9.310793238,4.733420026,8.387516255,8.803641092
E02003639,Central Bedfordshire 021,1065,1695,938,761,458,940,1060,523,281,1864,9585,11.11111111,17.68388106,9.786124152,7.939488785,4.778299426,9.806990089,11.05894627
E02003640,Central Bedfordshire 022,890,1253,717,557,253,505,443,246,177,1004,6045,14.7229115,20.72787428,11.86104218,9.214226634,4.185277089,8.35401158,7.328370554
E02003641,Central Bedfordshire 023,803,1162,640,368,241,409,372,142,225,998,5360,14.98134328,21.67910448,11.94029851,6.865671642,4.496268657,7.630597015,6.940298507
E02003642,Central Bedfordshire 025,494,1165,782,736,511,966,1373,676,574,2329,9606,5.142619196,12.12783677,8.140745367,7.661877993,5.319591922,10.05621487,14.29315011
E02003643,Central Bedfordshire 024,1619,2517,1488,1076,633,1062,1094,451,459,3327,13726,11.79513332,18.33746175,10.8407402,7.839137403,4.611685852,7.737141192,7.97027539
E02003644,Central Bedfordshire 026,746,1555,1064,889,556,998,1115,584,447,2103,10057,7.417719002,15.46186736,10.57969573,8.839614199,5.528487621,9.923436412,11.08680521
E02003645,Central Bedfordshire 027,560,1183,811,692,367,668,722,390,304,1284,6981,8.021773385,16.94599628,11.61724681,9.912619968,5.257126486,9.568829681,10.34235783
E02003646,Central Bedfordshire 028,848,1736,1144,967,524,940,1140,531,471,2367,10668,7.949006374,16.27296588,10.72365954,9.064491939,4.911886014,8.811398575,10.68616423
E02003647,Central Bedfordshire 029,951,1768,1085,979,563,1023,1196,557,450,1934,10506,9.051970303,16.82847896,10.32743194,9.318484675,5.358842566,9.737292975,11.38397106
E02003648,Central Bedfordshire 030,367,778,550,506,281,587,672,332,265,1185,5523,6.644939345,14.08654717,9.958355966,9.161687489,5.087814594,10.62828173,12.16730038
E02003649,Central Bedfordshire 031,753,1298,850,679,309,551,532,301,277,1054,6604,11.4021805,19.65475469,12.87098728,10.28164749,4.678982435,8.343428225,8.055723804
E02003650,Central Bedfordshire 032,1013,1343,785,963,306,469,481,345,218,1071,6994,14.48384329,19.20217329,11.22390621,13.76894481,4.375178725,6.705747784,6.87732342
E02003651,Central Bedfordshire 033,857,1298,772,790,339,566,586,362,252,1173,6995,12.25160829,18.55611151,11.03645461,11.29378127,4.846318799,8.091493924,8.377412437
E02003652,Buckinghamshire 001,1548,2030,972,829,385,736,555,296,875,2330,10556,14.6646457,19.23076923,9.208033346,7.853353543,3.647214854,6.972338007,5.257673361
E02003653,Buckinghamshire 002,866,1282,657,533,301,625,522,248,501,1216,6751,12.82772923,18.98977929,9.731891572,7.895126648,4.458598726,9.25788772,7.732187824
E02003654,Buckinghamshire 003,1058,1138,598,728,203,345,316,198,229,976,5789,18.27604077,19.65797202,10.32993609,12.57557437,3.506650544,5.959578511,5.458628433
E02003655,Buckinghamshire 004,1583,2016,1017,1237,386,722,672,318,439,1970,10360,15.27992278,19.45945946,9.816602317,11.94015444,3.725868726,6.969111969,6.486486486
E02003656,Buckinghamshire 005,997,1302,734,800,243,565,410,232,220,1136,6639,15.01732189,19.61138726,11.05588191,12.05000753,3.660189788,8.510317819,6.17562886
E02003657,Buckinghamshire 006,1295,1442,674,943,252,433,436,280,280,1433,7468,17.34065345,19.30905196,9.025174076,12.62720943,3.374397429,5.798071773,5.838243171
E02003658,Buckinghamshire 007,1629,1966,963,1097,368,677,540,376,383,2011,10010,16.27372627,19.64035964,9.62037962,10.95904096,3.676323676,6.763236763,5.394605395
E02003659,Buckinghamshire 009,1438,1851,863,1073,398,683,583,331,438,2132,9790,14.68845761,18.90704801,8.815117467,10.96016343,4.065372829,6.976506639,5.95505618
E02003660,Buckinghamshire 008,1836,2252,1030,1211,339,620,642,362,464,2050,10806,16.9905608,20.84027392,9.531741625,11.206737,3.13714603,5.737553211,5.941143809
E02003661,Buckinghamshire 010,907,1099,551,783,261,387,440,234,253,975,5890,15.39898132,18.65874363,9.35483871,13.29371817,4.431239389,6.570458404,7.470288625
E02003662,Buckinghamshire 012,649,980,660,544,300,640,604,411,286,1142,6216,10.44079794,15.76576577,10.61776062,8.751608752,4.826254826,10.2960103,9.716859717
E02003663,Buckinghamshire 011,1361,2411,1309,1017,588,1157,1116,655,524,3971,14109,9.646325041,17.0883833,9.277765965,7.208165001,4.167552626,8.200439436,7.90984478
E02003664,Buckinghamshire 013,577,1219,749,631,390,803,888,563,352,1949,8121,7.105036326,15.01046669,9.223002093,7.769979067,4.802364241,9.887944834,10.93461396
E02003665,Buckinghamshire 014,582,1092,663,519,273,606,556,377,277,1238,6183,9.412906356,17.66132945,10.72295002,8.393983503,4.415332363,9.801067443,8.992398512
E02003666,Buckinghamshire 015,756,1308,708,633,345,712,834,614,316,1369,7595,9.953917051,17.22185648,9.321922317,8.334430546,4.542462146,9.374588545,10.98090849
E02003667,Buckinghamshire 016,1017,1744,1095,729,473,865,817,363,385,1902,9390,10.83067093,18.57294995,11.66134185,7.763578275,5.037273695,9.211927583,8.700745474
E02003668,Buckinghamshire 018,1163,1786,1066,786,348,718,497,351,390,1663,8768,13.26414234,20.36952555,12.15784672,8.964416058,3.968978102,8.188868613,5.668339416
E02003669,Buckinghamshire 017,401,837,602,644,359,836,1005,589,371,1772,7416,5.407227616,11.28640777,8.117583603,8.683926645,4.840884574,11.27292341,13.55177994
E02003670,Buckinghamshire 019,973,1869,1107,718,437,767,726,440,368,1755,9160,10.62227074,20.40393013,12.08515284,7.838427948,4.770742358,8.373362445,7.925764192
E02003671,Buckinghamshire 020,411,942,636,473,288,662,673,338,268,1273,5964,6.891348089,15.79476861,10.6639839,7.930918846,4.828973843,11.09993293,11.2843729
E02003672,Buckinghamshire 021,2110,2567,1306,1272,418,730,610,502,491,2453,12459,16.9355486,20.60357974,10.48238221,10.20948712,3.355004414,5.859218236,4.896059074
E02003673,Buckinghamshire 022,1760,1989,891,1000,301,606,514,337,303,1746,9447,18.63025299,21.05430295,9.431565576,10.58537102,3.186196676,6.414734836,5.440880703
E02003674,Buckinghamshire 023,1114,1140,452,690,167,310,252,174,209,1050,5558,20.043181,20.51097517,8.132421734,12.4145376,3.004677942,5.57754588,4.534005038
E02003675,Buckinghamshire 024,1610,2159,1068,813,380,578,508,337,373,1827,9653,16.67875272,22.3661038,11.06391795,8.42225215,3.936600021,5.987775821,5.262612659
E02003676,Buckinghamshire 029,1606,1721,698,1131,205,432,316,263,351,1422,8145,19.71761817,21.12952732,8.569674647,13.88581952,2.516881522,5.303867403,3.879680786
E02003677,Buckinghamshire 027,1164,1736,932,1023,390,929,827,645,501,2263,10410,11.1815562,16.67627281,8.952929875,9.827089337,3.746397695,8.924111431,7.944284342
E02003678,Buckinghamshire 028,900,1051,579,635,204,441,303,283,278,1145,5819,15.46657501,18.0615226,9.950163258,10.91252793,3.505757003,7.578621756,5.207080254
E02003679,Buckinghamshire 030,819,1320,640,729,286,616,549,367,240,1302,6868,11.92486896,19.21956902,9.318578917,10.6144438,4.164239953,8.969132207,7.993593477
E02003680,Buckinghamshire 031,1889,2031,983,1078,271,618,423,321,408,1803,9825,19.2264631,20.67175573,10.00508906,10.97201018,2.75826972,6.290076336,4.305343511
E02003681,Buckinghamshire 032,2324,2125,881,891,220,548,409,385,509,2275,10567,21.99299707,20.10977572,8.337276427,8.431910665,2.081953251,5.185956279,3.870540362
E02003682,Buckinghamshire 034,1542,1573,661,705,181,473,288,275,339,1538,7575,20.35643564,20.76567657,8.726072607,9.306930693,2.389438944,6.244224422,3.801980198
E02003683,Buckinghamshire 035,1592,1299,644,624,148,363,298,265,348,1582,7163,22.22532458,18.1348597,8.990646377,8.711433757,2.066173391,5.06770906,4.160268044
E02003685,Buckinghamshire 047,1619,1645,703,917,186,401,306,254,388,1589,8008,20.21728272,20.54195804,8.778721279,11.45104895,2.322677323,5.007492507,3.821178821
E02003686,Buckinghamshire 050,1485,1559,739,828,183,429,282,361,327,1368,7561,19.64025922,20.61896575,9.773839439,10.95093242,2.420314773,5.673852665,3.729665388
E02003687,Buckinghamshire 054,1098,1102,501,608,160,366,264,223,263,1236,5821,18.86273836,18.93145508,8.606768596,10.44494073,2.748668614,6.287579454,4.535303213
E02003688,Buckinghamshire 053,2712,2266,1047,1119,309,638,474,451,661,2557,12234,22.16772928,18.52215138,8.558116724,9.14664051,2.525747916,5.214974661,3.874448259
E02003689,Buckinghamshire 058,2184,1813,707,1023,134,344,256,482,530,1792,9265,23.572585,19.56826767,7.630868861,11.04155424,1.446303292,3.712898003,2.763086886
E02003690,Buckinghamshire 059,1086,1425,770,867,296,546,520,427,291,1245,7473,14.53231634,19.06864713,10.3037602,11.60176636,3.960926,7.30630269,6.958383514
E02003691,Buckinghamshire 063,1374,1466,679,813,182,374,302,336,301,1467,7294,18.8374006,20.09871127,9.309021113,11.14614752,2.495201536,5.127502056,4.140389361
E02003692,Buckinghamshire 064,1441,1630,867,1001,324,575,548,542,420,1541,8889,16.21104736,18.33727078,9.75362808,11.26110924,3.644954438,6.468669142,6.164922938
E02003693,Buckinghamshire 065,1471,1481,706,858,252,387,304,308,276,1174,7217,20.38243037,20.5209921,9.782458085,11.88859637,3.491755577,5.362338922,4.212276569
E02003694,Buckinghamshire 066,1032,1495,940,782,363,718,641,504,310,1659,8444,12.22169588,17.7048792,11.13216485,9.261013738,4.298910469,8.503079109,7.59118901
E02003695,Buckinghamshire 067,1564,2004,1160,1176,455,682,763,575,442,1986,10807,14.47210142,18.5435366,10.73378366,10.88183585,4.210234108,6.31072453,7.060238734
