Middle layer Super Output Areas Code,Middle layer Super Output Areas,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_0,total,% Higher_professional,% Lower_professional,%  Intermediate_occupations,% Small_employers,% Lower_supervisory,% Semi_routine,% Routine
E02005588,Norwich 005,708,1460,910,722,515,1254,1627,916,2392,2529,13033,5.432363999,11.20233254,6.982275762,5.539783626,3.951507711,9.621729456,12.48369524
E02005589,Norwich 006,700,1387,783,834,538,1290,1607,867,1766,2491,12263,5.708228003,11.31044606,6.385060752,6.800945935,4.387180951,10.51944875,13.10446057
E02005592,Norwich 009,1536,2146,666,562,235,547,445,243,1561,1243,9184,16.72473868,23.36672474,7.25174216,6.119337979,2.558797909,5.956010453,4.845383275
E02005593,Norwich 010,473,759,465,409,235,648,802,427,5359,1292,10869,4.351826295,6.983163124,4.278222468,3.762995676,2.16211243,5.961910019,7.378783697
E02005594,Norwich 011,1724,2122,956,812,348,880,943,609,1162,1385,10941,15.7572434,19.39493648,8.73777534,7.42162508,3.180696463,8.043140481,8.61895622
E02005595,Norwich 012,1657,1908,890,651,267,613,561,397,1009,1425,9378,17.66901258,20.34548944,9.490296438,6.941778631,2.847088932,6.536574963,5.982085733
E02005596,Norwich 013,678,1370,873,772,452,1237,1377,705,488,2019,9971,6.799719186,13.73984555,8.755390633,7.742453114,4.533146124,12.40597733,13.81004914
E02005598,South Norfolk 002,1829,1997,967,904,316,672,515,374,443,1939,9956,18.37083166,20.05825633,9.712736039,9.079951788,3.173965448,6.749698674,5.172760145
E02005599,South Norfolk 003,961,1427,821,592,313,597,530,306,253,1402,7202,13.34351569,19.81394057,11.39961122,8.219938906,4.346014996,8.289364066,7.359066926
E02005600,South Norfolk 004,762,1179,593,720,208,516,465,252,441,1271,6407,11.89324177,18.40174809,9.255501795,11.23770876,3.246449196,8.053691275,7.257686905
E02005601,South Norfolk 005,610,991,637,494,286,640,625,296,174,710,5463,11.16602599,18.140216,11.66025993,9.042650558,5.235218744,11.71517481,11.4406004
E02005602,South Norfolk 006,1867,2661,1380,1413,483,1043,816,405,462,2178,12708,14.69153289,20.93956563,10.85930123,11.11898017,3.80075543,8.207428392,6.42115203
E02005603,South Norfolk 007,1547,2448,1421,996,557,1162,917,426,510,2834,12818,12.06896552,19.09814324,11.08597285,7.770322983,4.345451709,9.065376814,7.154002184
E02005604,South Norfolk 008,1144,1682,927,1016,353,847,691,404,399,1386,8849,12.92801446,19.00779749,10.47575997,11.48152334,3.989151317,9.571703017,7.808791954
E02005605,South Norfolk 009,1458,2142,1191,1160,466,912,742,372,359,1886,10688,13.64146707,20.04116766,11.14333832,10.85329341,4.36002994,8.532934132,6.942365269
E02005606,South Norfolk 010,620,1082,562,855,296,582,556,231,214,841,5839,10.61825655,18.5305703,9.624935777,14.64291831,5.069361192,9.967460182,9.522178455
E02005607,South Norfolk 011,1353,2022,1155,1393,569,1150,1014,522,412,1965,11555,11.70921679,17.49891822,9.995672869,12.05538728,4.924275206,9.952401558,8.775421895
E02005608,South Norfolk 012,778,1312,767,1091,397,747,770,432,265,1068,7627,10.20060312,17.20204537,10.05637865,14.30444474,5.205192081,9.794152353,10.0957126
E02005609,South Norfolk 013,689,1211,725,951,426,837,849,409,206,1244,7547,9.129455413,16.04611104,9.606466145,12.60103352,5.644627004,11.09049954,11.24950311
E02005610,South Norfolk 014,854,1402,839,1233,427,813,778,380,264,1102,8092,10.55363322,17.32575383,10.36826495,15.23727138,5.276816609,10.04695996,9.614434009
E02005611,South Norfolk 015,910,1668,1051,1086,620,1405,1589,579,353,1659,10920,8.333333333,15.27472527,9.624542125,9.945054945,5.677655678,12.86630037,14.55128205
E02005921,Cherwell 001,1160,1417,677,830,285,506,450,215,205,1152,6897,16.81890677,20.54516456,9.815861969,12.03421778,4.132231405,7.336523126,6.524575903
E02005922,Cherwell 002,818,1362,893,649,506,957,1198,344,328,1788,8843,9.250254439,15.40201289,10.0983829,7.339138301,5.722040032,10.82211919,13.54743865
E02005923,Cherwell 003,336,669,479,389,339,785,1062,416,248,1291,6014,5.586963751,11.1240439,7.964748919,6.468240772,5.636847356,13.05287662,17.65879614
E02005924,Cherwell 004,1022,1812,1013,909,774,1540,2249,630,439,2209,12597,8.113042788,14.38437723,8.041597206,7.21600381,6.144320076,12.22513297,17.85345717
E02005925,Cherwell 005,348,834,628,621,491,1232,1553,623,407,2146,8883,3.917595407,9.388720027,7.069683665,6.990881459,5.52741191,13.86918834,17.48283238
E02005926,Cherwell 006,969,1506,977,795,445,983,1061,453,422,1412,9023,10.73922199,16.69067937,10.8278843,8.810816802,4.931840851,10.89438103,11.75883852
E02005927,Cherwell 007,625,995,634,396,310,626,621,237,234,969,5647,11.06782362,17.61997521,11.22720028,7.012573048,5.489640517,11.08553214,10.99698955
E02005928,Cherwell 008,1652,2163,1118,986,455,790,756,342,472,2373,11107,14.8735032,19.47420546,10.06572432,8.877284595,4.096515711,7.112631674,6.806518412
E02005929,Cherwell 009,1150,1425,647,994,273,493,518,246,312,1285,7343,15.66117391,19.40623723,8.811112624,13.53670162,3.717826501,6.713877162,7.054337464
E02005930,Cherwell 010,1617,1825,883,1024,388,629,599,298,327,1873,9463,17.08760435,19.2856388,9.331078939,10.82109268,4.100179647,6.646940716,6.329916517
E02005931,Cherwell 011,1672,2217,1179,1044,461,838,726,421,406,2292,11256,14.85429993,19.69616205,10.47441365,9.275053305,4.095593461,7.444918266,6.44989339
E02005932,Cherwell 012,907,1299,690,489,326,635,619,166,286,1309,6726,13.48498365,19.31311329,10.25869759,7.27029438,4.84686292,9.44097532,9.203092477
E02005933,Cherwell 013,715,1304,839,505,441,919,1023,306,277,1386,7715,9.267660402,16.90213869,10.87491899,6.545690214,5.716137395,11.91186001,13.25988334
E02005934,Cherwell 014,724,1518,910,690,536,1093,1090,391,320,1573,8845,8.185415489,17.16223855,10.28829847,7.801017524,6.059920859,12.35726399,12.32334652
E02005935,Cherwell 015,1264,1655,839,515,442,922,714,331,326,1572,8580,14.73193473,19.28904429,9.778554779,6.002331002,5.151515152,10.74592075,8.321678322
E02005936,Cherwell 016,2158,2503,1059,1284,526,939,960,493,435,2706,13063,16.51994182,19.16098905,8.106866723,9.829288831,4.026640129,7.188241598,7.349000995
E02005937,Cherwell 017,927,1248,763,541,298,631,621,336,251,926,6542,14.1699786,19.07673494,11.66309997,8.269642311,4.555181902,9.645368389,9.492509936
E02005938,Cherwell 018,701,895,635,482,298,548,591,294,228,1011,5683,12.33503431,15.74872427,11.17367588,8.481435861,5.243709308,9.642794299,10.39943692
E02005939,Cherwell 019,916,1239,726,576,364,631,616,288,273,1153,6782,13.50634031,18.26894721,10.70480684,8.493069891,5.367148334,9.304040106,9.082866411
E02005940,Oxford 001,1533,1138,389,468,162,307,327,271,398,1162,6155,24.90658002,18.48903331,6.320064988,7.60357433,2.632006499,4.987814785,5.312753859
E02005941,Oxford 002,1721,1259,355,416,108,292,247,257,845,1584,7084,24.29418408,17.77244495,5.011293055,5.872388481,1.524562394,4.121964992,3.486730661
E02005942,Oxford 003,1806,1004,274,339,71,148,113,138,1381,976,6250,28.896,16.064,4.384,5.424,1.136,2.368,1.808
E02005943,Oxford 004,1429,1128,524,449,253,437,545,320,869,1377,7331,19.49256582,15.38671395,7.147728823,6.124676033,3.451098077,5.960987587,7.434183604
E02005944,Oxford 005,860,1101,692,450,338,858,1103,601,559,1829,8391,10.24907639,13.12120129,8.246931236,5.362888809,4.028125372,10.22524133,13.14503635
E02005945,Oxford 006,2222,2017,609,507,231,486,397,430,2673,1541,11113,19.99460092,18.14991451,5.480068388,4.562224422,2.07864663,4.373256546,3.572392693
E02005946,Oxford 007,1683,1668,706,506,295,543,522,344,640,1561,8468,19.87482286,19.6976854,8.337269721,5.975436939,3.483703354,6.412376004,6.164383562
E02005947,Oxford 008,1630,824,248,268,100,246,226,277,13857,797,18473,8.823688627,4.460564066,1.342499865,1.450765983,0.541330591,1.331673253,1.223407135
E02005948,Oxford 009,1560,983,362,292,129,290,249,259,1652,842,6618,23.57207616,14.85343004,5.469930493,4.412209127,1.949229374,4.381988516,3.762466002
E02005949,Oxford 010,710,1053,486,303,237,576,600,479,1991,1186,7621,9.316362682,13.81708437,6.377115864,3.975856187,3.109828107,7.558063246,7.872982548
E02005950,Oxford 011,1705,1346,467,395,269,453,682,402,4525,889,11133,15.31482979,12.09018234,4.194736369,3.548010419,2.416240007,4.068984101,6.125931914
E02005951,Oxford 012,1295,1013,341,317,174,313,332,225,710,858,5578,23.21620653,18.16063105,6.113302259,5.683040516,3.119397634,5.611330226,5.951954105
E02005953,Oxford 014,1242,974,390,309,163,335,417,243,1108,833,6014,20.65181244,16.19554373,6.48486864,5.138011307,2.710342534,5.570335883,6.933821084
E02005954,Oxford 015,1469,1572,750,728,511,1049,1153,691,721,1838,10482,14.01450105,14.99713795,7.155123068,6.945239458,4.87502385,10.00763213,10.9998092
E02005955,Oxford 016,1029,1432,862,757,598,1232,1413,845,637,2427,11232,9.161324786,12.74928775,7.674501425,6.739672365,5.324074074,10.96866097,12.58012821
E02005956,Oxford 017,272,650,525,374,372,922,1126,563,349,1403,6556,4.148871263,9.914582062,8.007931666,5.704697987,5.67419158,14.06345333,17.17510677
E02005957,Oxford 018,452,839,579,348,342,897,957,461,426,1606,6907,6.54408571,12.14709715,8.382800058,5.038366874,4.95149848,12.98682496,13.8555089
E02005958,South Oxfordshire 001,774,1105,600,490,229,439,445,180,200,915,5377,14.39464385,20.55049284,11.15863865,9.112888228,4.258880417,8.164403943,8.275990329
E02005959,South Oxfordshire 002,1032,1058,544,701,249,398,375,230,365,942,5894,17.50933152,17.95045809,9.229725144,11.89345097,4.224635222,6.752629793,6.362402443
E02005960,South Oxfordshire 003,1343,1545,762,703,272,531,517,264,296,1656,7889,17.02370389,19.58423121,9.659018887,8.911142097,3.447838763,6.730891114,6.553428825
E02005961,South Oxfordshire 004,1203,1328,635,788,275,500,395,271,262,1080,6737,17.85661274,19.712038,9.425560338,11.69660086,4.08193558,7.421701054,5.863143833
E02005962,South Oxfordshire 005,1589,1991,1048,1209,410,719,632,307,339,1925,10169,15.62592192,19.57911299,10.30583145,11.88907464,4.03186154,7.070508408,6.214967057
E02005963,South Oxfordshire 006,1212,1378,709,828,408,690,755,402,311,1340,8033,15.08776298,17.15423877,8.826092369,10.30748164,5.079048923,8.589568032,9.398730238
E02005964,South Oxfordshire 007,1260,1516,698,861,283,449,498,271,277,1187,7300,17.26027397,20.76712329,9.561643836,11.79452055,3.876712329,6.150684932,6.821917808
E02005965,South Oxfordshire 008,980,1148,446,785,184,336,289,183,191,977,5519,17.75684001,20.80086972,8.081174126,14.22359123,3.333937307,6.088059431,5.23645588
E02005966,South Oxfordshire 009,1510,1551,834,530,350,581,664,187,295,1613,8115,18.60751694,19.11275416,10.27726433,6.531115219,4.313000616,7.159581023,8.182378312
E02005967,South Oxfordshire 010,1453,1725,940,604,418,764,920,355,290,2069,9538,15.23380164,18.08555253,9.85531558,6.332564479,4.38247012,8.010065003,9.645628014
E02005968,South Oxfordshire 011,1188,1788,856,821,312,471,424,338,281,1531,8010,14.83146067,22.32209738,10.6866417,10.24968789,3.895131086,5.880149813,5.293383271
E02005969,South Oxfordshire 012,1643,1880,871,913,390,754,686,403,371,1785,9696,16.94513201,19.38943894,8.983085809,9.416254125,4.022277228,7.77640264,7.075082508
E02005970,South Oxfordshire 013,685,898,490,370,302,559,791,282,217,920,5514,12.42292347,16.28581792,8.886470802,6.710192238,5.476967719,10.13783098,14.34530287
E02005971,South Oxfordshire 014,769,1041,667,500,355,581,747,277,242,1178,6357,12.09690105,16.37564889,10.49237062,7.865345289,5.584395155,9.139531225,11.75082586
E02005972,South Oxfordshire 015,2288,2386,1071,1072,392,733,648,335,417,2670,12012,19.04761905,19.86346986,8.916083916,8.924408924,3.263403263,6.102231102,5.394605395
E02005973,South Oxfordshire 016,1114,1160,531,651,193,433,387,301,214,925,5909,18.85259773,19.63107125,8.986292097,11.01709257,3.266204095,7.327805043,6.549331528
E02005974,South Oxfordshire 017,1380,1290,454,717,179,392,312,225,270,1059,6278,21.98152278,20.54794521,7.231602421,11.42083466,2.851226505,6.24402676,4.969735585
E02005975,South Oxfordshire 018,1719,1703,703,916,231,441,357,229,404,1531,8234,20.87685208,20.68253583,8.537770221,11.1246053,2.805440855,5.355841632,4.335681321
E02005976,South Oxfordshire 019,1419,1265,465,833,148,296,210,182,385,1139,6342,22.37464522,19.94638915,7.332071902,13.13465784,2.333648691,4.667297383,3.311258278
E02005977,South Oxfordshire 020,1132,1211,594,689,209,392,282,277,220,1152,6158,18.38259175,19.6654758,9.645988957,11.18869763,3.393959078,6.36570315,4.579408899
E02005978,Vale of White Horse 001,1704,1518,672,680,260,467,441,269,344,1243,7598,22.42695446,19.97894183,8.844432745,8.949723611,3.421953146,6.146354304,5.804158989
E02005979,Vale of White Horse 002,1990,1961,880,849,360,708,605,383,814,1725,10275,19.36739659,19.08515815,8.564476886,8.262773723,3.503649635,6.890510949,5.888077859
E02005980,Vale of White Horse 003,1752,2166,1081,933,564,741,810,488,762,2466,11763,14.89415965,18.41366998,9.189832526,7.931650089,4.794695231,6.299413415,6.88599847
E02005981,Vale of White Horse 004,1582,1792,1027,601,398,583,565,226,284,1495,8553,18.496434,20.95171285,12.00748275,7.026774231,4.65333801,6.816321758,6.605869286
E02005982,Vale of White Horse 005,1013,1174,617,374,254,443,410,207,194,1055,5741,17.64500958,20.44939906,10.74725658,6.514544504,4.424316321,7.71642571,7.141612959
E02005983,Vale of White Horse 006,1900,2196,1088,689,456,884,909,490,516,1853,10981,17.30261361,19.99817867,9.908022949,6.274474092,4.152627265,8.050268646,8.277934614
E02005984,Vale of White Horse 007,1823,1880,877,930,303,479,473,251,382,1755,9153,19.91696711,20.53971376,9.581557959,10.16060308,3.310390036,5.233256856,5.167704578
E02005985,Vale of White Horse 008,1004,1289,787,555,367,773,925,469,268,1467,7904,12.70242915,16.30819838,9.956983806,7.021761134,4.643218623,9.7798583,11.70293522
E02005986,Vale of White Horse 009,1371,1782,894,926,427,834,842,439,328,1847,9690,14.14860681,18.39009288,9.226006192,9.55624355,4.406604747,8.606811146,8.689370485
E02005987,Vale of White Horse 010,1756,1832,953,925,412,701,791,372,384,2169,10295,17.0568237,17.79504614,9.256920835,8.984944148,4.001942691,6.809130646,7.683341428
E02005988,Vale of White Horse 011,1171,1666,1083,695,471,795,770,285,301,1889,9126,12.83147052,18.25553364,11.86719264,7.615603769,5.161078238,8.711374096,8.437431514
E02005991,Vale of White Horse 014,1553,1911,1069,828,477,957,805,392,350,1725,10067,15.4266415,18.98281514,10.61885368,8.224893215,4.7382537,9.506307738,7.996423959
E02005992,Vale of White Horse 015,2660,2645,1267,1128,527,863,847,488,487,3003,13915,19.1160618,19.00826446,9.10528207,8.106360043,3.787279914,6.201940352,6.086956522
E02005993,West Oxfordshire 001,888,1325,650,800,350,743,678,307,248,1264,7253,12.24320971,18.26830277,8.961808907,11.02991865,4.825589411,10.24403695,9.34785606
E02005994,West Oxfordshire 002,937,1140,516,810,277,463,476,268,263,1120,6270,14.94417863,18.18181818,8.229665072,12.91866029,4.417862839,7.384370016,7.591706539
E02005995,West Oxfordshire 003,1027,1276,561,894,241,473,374,292,228,1006,6372,16.11738858,20.02510986,8.804143126,14.03013183,3.782172003,7.423101067,5.869428751
E02005996,West Oxfordshire 004,1720,1852,790,900,360,625,481,248,348,1608,8932,19.25660546,20.73443798,8.844603672,10.07613077,4.030452306,6.997313032,5.385132109
E02005997,West Oxfordshire 005,999,1256,557,713,221,430,408,216,206,947,5953,16.78145473,21.09860575,9.356626911,11.97715438,3.712413909,7.223248782,6.853687217
E02005998,West Oxfordshire 006,1171,1494,706,679,284,502,433,215,246,1299,7029,16.65955328,21.25480154,10.044103,9.659980083,4.04040404,7.141840945,6.160193484
E02005999,West Oxfordshire 007,899,1248,650,856,295,534,538,235,246,1047,6548,13.72938302,19.05925473,9.926695174,13.07269395,4.505192425,8.155161881,8.216249236
E02006000,West Oxfordshire 008,1639,2279,1270,1005,541,1022,922,401,499,2195,11773,13.92168521,19.35785271,10.78739489,8.53648178,4.595260341,8.68087998,7.831478807
E02006001,West Oxfordshire 009,843,1282,734,517,349,723,659,250,241,1489,7087,11.89501905,18.08945957,10.35699167,7.29504727,4.924509666,10.2017779,9.298715959
E02006002,West Oxfordshire 010,1235,1922,1094,940,576,1213,1227,490,363,1709,10769,11.46810289,17.8475253,10.15878912,8.728758473,5.348686043,11.2638128,11.39381558
E02006003,West Oxfordshire 011,823,1082,576,546,308,570,532,237,213,1043,5930,13.87858347,18.24620573,9.713322091,9.207419899,5.193929174,9.612141653,8.971332209
E02006004,West Oxfordshire 012,1146,1576,1048,899,314,466,451,240,233,963,7336,15.62159215,21.48309706,14.28571429,12.25463468,4.280261723,6.352235551,6.147764449
E02006005,West Oxfordshire 013,911,1898,1132,682,610,880,856,283,358,2422,10032,9.080940989,18.91945774,11.28389155,6.798245614,6.080542265,8.771929825,8.532695375
E02006006,West Oxfordshire 014,514,1009,606,460,374,630,612,254,171,1022,5652,9.094125973,17.85208776,10.72186837,8.13871196,6.617126681,11.14649682,10.82802548
E02006007,West Oxfordshire 015,1115,1484,687,824,306,543,529,278,247,1295,7308,15.25725233,20.30651341,9.400656814,11.27531472,4.187192118,7.430213465,7.238642583
E02006227,Babergh 001,872,1260,611,940,279,554,520,347,185,863,6431,13.55932203,19.59259835,9.500855232,14.61670036,4.338361064,8.614523402,8.08583424
E02006228,Babergh 002,620,1108,620,887,300,592,583,217,220,1014,6161,10.06330141,17.98409349,10.06330141,14.39701347,4.869339393,9.608829735,9.462749554
E02006229,Babergh 003,639,1136,669,776,288,673,615,308,203,870,6177,10.34482759,18.3908046,10.83050024,12.56273272,4.662457504,10.8952566,9.956289461
E02006230,Babergh 004,1112,2045,1135,1178,541,1129,1010,490,446,1926,11012,10.09807483,18.5706502,10.30693789,10.697421,4.912822376,10.25245187,9.171812568
E02006231,Babergh 005,1030,1656,1063,818,397,830,777,322,318,1419,8630,11.93511008,19.18887601,12.3174971,9.478563152,4.60023175,9.617612978,9.003476246
