Middle layer Super Output Areas Code,Middle layer Super Output Areas,2_bedrooms
E02004728,Fareham 002,892
E02004729,Fareham 003,689
E02004730,Fareham 004,619
E02004731,Fareham 005,682
E02004732,Fareham 006,728
E02004733,Fareham 007,715
E02004734,Fareham 008,1076
E02004735,Fareham 009,697
E02004736,Fareham 010,912
E02004737,Fareham 011,1029
E02004738,Fareham 012,893
E02004739,Fareham 013,659
E02004740,Fareham 014,608
E02004741,Gosport 001,536
E02004742,Gosport 002,680
E02004743,Gosport 003,555
E02004744,Gosport 004,1481
E02004745,Gosport 005,1365
E02004746,Gosport 006,1219
E02004747,Gosport 007,1052
E02004748,Gosport 008,2025
E02004749,Gosport 009,621
E02004750,Gosport 010,904
E02004751,Hart 001,604
E02004752,Hart 002,404
E02004753,Hart 003,668
E02004754,Hart 004,665
E02004755,Hart 005,1568
E02004756,Hart 006,830
E02004757,Hart 007,343
E02004758,Hart 008,660
E02004759,Hart 009,584
E02004760,Hart 010,837
E02004761,Hart 011,643
E02004764,Havant 003,920
E02004765,Havant 004,594
E02004766,Havant 005,680
E02004767,Havant 006,457
E02004768,Havant 007,453
E02004769,Havant 008,1028
E02004770,Havant 009,939
E02004771,Havant 010,1219
E02004772,Havant 011,918
E02004774,Havant 013,981
E02004775,Havant 014,948
E02004776,Havant 015,481
E02004777,Havant 016,960
E02004778,Havant 017,1038
E02004779,New Forest 001,1148
E02004780,New Forest 002,576
E02004781,New Forest 003,738
E02004782,New Forest 004,1080
E02004783,New Forest 005,734
E02004784,New Forest 006,443
E02004785,New Forest 007,512
E02004786,New Forest 008,942
E02004787,New Forest 009,966
E02004788,New Forest 010,442
E02004789,New Forest 011,907
E02004790,New Forest 012,1217
E02004791,New Forest 013,529
E02004792,New Forest 014,751
E02004793,New Forest 015,490
E02004794,New Forest 016,490
E02004795,New Forest 017,1047
E02004796,New Forest 018,1203
E02004797,New Forest 019,1144
E02004798,New Forest 020,751
E02004799,New Forest 021,1532
E02004800,New Forest 022,1132
E02004801,New Forest 023,871
E02004802,Rushmoor 001,793
E02004803,Rushmoor 002,770
E02004804,Rushmoor 003,421
E02004805,Rushmoor 004,722
E02004806,Rushmoor 005,650
E02004807,Rushmoor 006,1203
E02004808,Rushmoor 007,1527
E02004809,Rushmoor 008,1382
E02004810,Rushmoor 009,1100
E02004811,Rushmoor 010,898
E02004812,Rushmoor 011,480
E02004813,Rushmoor 012,752
E02004814,Test Valley 001,533
E02004815,Test Valley 002,634
E02004817,Test Valley 004,921
E02004818,Test Valley 005,822
E02004819,Test Valley 006,856
E02004820,Test Valley 007,502
E02004821,Test Valley 008,398
E02004822,Test Valley 009,568
E02004823,Test Valley 010,514
E02004824,Test Valley 011,1039
E02004825,Test Valley 012,1012
E02004826,Test Valley 013,766
E02004827,Test Valley 014,380
E02004828,Test Valley 015,486
E02004829,Winchester 001,491
E02004830,Winchester 002,609
E02004831,Winchester 003,665
E02004832,Winchester 004,902
E02004833,Winchester 005,773
E02004834,Winchester 006,1083
E02004835,Winchester 007,1494
E02004836,Winchester 008,478
E02004837,Winchester 009,647
E02004838,Winchester 010,848
E02004839,Winchester 011,535
E02004840,Winchester 012,964
E02004841,Winchester 013,1262
E02004842,Winchester 014,1185
E02004843,Broxbourne 001,356
E02004844,Broxbourne 002,732
E02004845,Broxbourne 003,1233
E02004846,Broxbourne 004,311
E02004847,Broxbourne 005,1373
E02004848,Broxbourne 006,726
E02004849,Broxbourne 007,362
E02004850,Broxbourne 008,778
E02004851,Broxbourne 009,560
E02004852,Broxbourne 010,929
E02004853,Broxbourne 011,731
E02004854,Broxbourne 012,966
E02004855,Broxbourne 013,1144
E02004856,Dacorum 001,511
E02004857,Dacorum 002,613
E02004858,Dacorum 003,384
E02004859,Dacorum 004,448
E02004860,Dacorum 005,805
E02004861,Dacorum 006,480
E02004862,Dacorum 007,443
E02004863,Dacorum 008,841
E02004864,Dacorum 009,888
E02004865,Dacorum 010,648
E02004866,Dacorum 011,689
E02004867,Dacorum 012,458
E02004868,Dacorum 013,880
E02004869,Dacorum 014,552
E02004870,Dacorum 015,1625
E02004871,Dacorum 016,409
E02004872,Dacorum 017,463
E02004873,Dacorum 018,1569
E02004874,Dacorum 019,606
E02004875,Dacorum 020,979
E02004876,Dacorum 021,639
E02004877,Dacorum 022,425
E02004878,East Hertfordshire 001,774
E02004880,East Hertfordshire 003,790
E02004881,East Hertfordshire 004,864
E02004882,East Hertfordshire 005,554
E02004883,East Hertfordshire 006,622
E02004884,East Hertfordshire 007,1626
E02004885,East Hertfordshire 008,530
E02004886,East Hertfordshire 009,538
E02004887,East Hertfordshire 010,519
E02004888,East Hertfordshire 011,767
E02004889,East Hertfordshire 012,1334
E02004890,East Hertfordshire 013,1258
E02004891,East Hertfordshire 014,1079
E02004892,East Hertfordshire 015,764
E02004893,East Hertfordshire 016,650
E02004894,East Hertfordshire 017,1686
E02004895,East Hertfordshire 018,859
E02004896,Hertsmere 001,945
E02004897,Hertsmere 002,468
E02004898,Hertsmere 003,877
E02004899,Hertsmere 004,446
E02004900,Hertsmere 005,569
E02004901,Hertsmere 006,1216
E02004902,Hertsmere 007,897
E02004903,Hertsmere 008,838
E02004904,Hertsmere 009,958
E02004905,Hertsmere 010,587
E02004906,Hertsmere 011,1167
E02004907,Hertsmere 012,1170
E02004908,Hertsmere 013,1261
E02004909,North Hertfordshire 001,549
E02004910,North Hertfordshire 002,1082
E02004911,North Hertfordshire 003,808
E02004912,North Hertfordshire 004,1303
E02004914,North Hertfordshire 006,953
E02004915,North Hertfordshire 007,519
E02004916,North Hertfordshire 008,565
E02004917,North Hertfordshire 009,411
E02004918,North Hertfordshire 010,1175
E02004919,North Hertfordshire 011,705
E02004920,North Hertfordshire 012,1435
E02004921,North Hertfordshire 013,805
E02004922,North Hertfordshire 014,860
E02004923,North Hertfordshire 015,1118
E02004924,St Albans 001,461
E02004925,St Albans 002,527
E02004926,St Albans 003,801
E02004927,St Albans 004,516
E02004928,St Albans 005,306
E02004929,St Albans 006,496
E02004930,St Albans 007,629
E02004931,St Albans 008,501
E02004932,St Albans 009,699
E02004933,St Albans 010,380
E02004934,St Albans 011,1170
E02004935,St Albans 012,1728
E02004936,St Albans 013,401
E02004937,St Albans 014,675
E02004939,St Albans 016,665
E02004940,St Albans 017,846
E02004941,St Albans 018,980
E02004942,St Albans 019,570
E02004943,St Albans 020,624
E02004944,Stevenage 001,512
E02004945,Stevenage 002,1427
E02004946,Stevenage 003,416
E02004948,Stevenage 005,552
E02004949,Stevenage 006,924
E02004950,Stevenage 007,637
E02004951,Stevenage 008,899
E02004952,Stevenage 009,571
E02004953,Stevenage 010,499
E02004954,Stevenage 011,649
E02004955,Stevenage 012,347
E02004956,Three Rivers 001,954
E02004957,Three Rivers 002,995
E02004958,Three Rivers 003,521
E02004959,Three Rivers 004,566
E02004960,Three Rivers 005,383
E02004961,Three Rivers 006,642
E02004962,Three Rivers 007,984
E02004963,Three Rivers 008,625
E02004964,Three Rivers 009,698
E02004965,Three Rivers 010,757
E02004966,Three Rivers 011,324
E02004967,Three Rivers 012,980
E02004968,Watford 001,778
E02004969,Watford 002,612
E02004970,Watford 003,920
E02004971,Watford 004,637
E02004972,Watford 005,501
E02004973,Watford 006,1130
E02004974,Watford 007,1209
E02004975,Watford 008,597
E02004976,Watford 009,1923
E02004977,Watford 010,925
E02004978,Watford 011,1397
E02004979,Watford 012,785
E02004980,Welwyn Hatfield 001,354
E02004981,Welwyn Hatfield 002,672
E02004982,Welwyn Hatfield 003,492
E02004983,Welwyn Hatfield 004,661
E02004984,Welwyn Hatfield 005,653
E02004985,Welwyn Hatfield 006,534
E02004986,Welwyn Hatfield 007,1168
E02004987,Welwyn Hatfield 008,659
E02004988,Welwyn Hatfield 009,715
E02004989,Welwyn Hatfield 010,1010
E02004990,Welwyn Hatfield 011,825
E02004991,Welwyn Hatfield 012,892
E02004992,Welwyn Hatfield 013,516
E02004994,Welwyn Hatfield 015,352
E02004995,Welwyn Hatfield 016,402
E02004996,Ashford 001,826
E02004997,Ashford 002,783
E02004998,Ashford 003,566
E02005000,Ashford 005,1583
E02005001,Ashford 006,733
E02005002,Ashford 007,1337
E02005003,Ashford 008,782
E02005004,Ashford 009,1211
E02005005,Ashford 010,931
E02005006,Ashford 011,614
E02005007,Ashford 012,1000
E02005008,Ashford 013,1093
E02005009,Ashford 014,524
E02005010,Canterbury 001,1143
E02005011,Canterbury 002,1057
E02005012,Canterbury 003,1178
E02005013,Canterbury 004,1384
E02005014,Canterbury 005,1176
E02005015,Canterbury 006,1128
E02005016,Canterbury 007,1062
E02005017,Canterbury 008,1047
E02005018,Canterbury 009,1109
E02005019,Canterbury 010,614
E02005020,Canterbury 011,944
E02005021,Canterbury 012,467
E02005022,Canterbury 013,627
E02005023,Canterbury 014,1112
E02005025,Canterbury 016,1048
E02005026,Canterbury 017,719
E02005027,Canterbury 018,502
E02005028,Dartford 001,1834
E02005029,Dartford 002,2331
E02005030,Dartford 003,1817
E02005031,Dartford 004,1120
E02005032,Dartford 005,1515
E02005033,Dartford 006,1070
E02005034,Dartford 007,450
E02005035,Dartford 008,522
E02005036,Dartford 009,727
E02005037,Dartford 010,550
E02005038,Dartford 011,535
E02005039,Dartford 012,628
E02005040,Dartford 013,475
E02005041,Dover 001,807
E02005042,Dover 002,1155
E02005043,Dover 003,936
E02005044,Dover 004,1173
E02005045,Dover 005,1027
E02005046,Dover 006,853
E02005047,Dover 007,994
E02005048,Dover 008,598
E02005049,Dover 009,771
E02005050,Dover 010,1063
E02005051,Dover 011,2142
E02005052,Dover 012,1392
E02005053,Dover 013,1510
E02005054,Dover 014,823
E02005055,Gravesham 001,1184
E02005056,Gravesham 002,1460
E02005057,Gravesham 003,1413
E02005058,Gravesham 004,882
E02005059,Gravesham 005,615
E02005060,Gravesham 006,791
E02005061,Gravesham 007,453
E02005062,Gravesham 008,223
E02005063,Gravesham 009,532
E02005064,Gravesham 010,506
E02005065,Gravesham 011,786
E02005066,Gravesham 012,549
E02005067,Gravesham 013,366
E02005068,Maidstone 001,560
E02005069,Maidstone 002,910
E02005070,Maidstone 003,1226
E02005071,Maidstone 004,2209
E02005072,Maidstone 005,516
E02005073,Maidstone 006,2120
E02005074,Maidstone 007,875
E02005075,Maidstone 008,1311
E02005076,Maidstone 009,1302
E02005077,Maidstone 010,581
E02005078,Maidstone 011,926
E02005079,Maidstone 012,693
E02005080,Maidstone 013,1480
E02005081,Maidstone 014,706
E02005082,Maidstone 015,1027
E02005083,Maidstone 016,700
E02005084,Maidstone 017,657
E02005085,Maidstone 018,668
E02005086,Maidstone 019,538
E02005087,Sevenoaks 001,532
E02005088,Sevenoaks 002,1042
E02005089,Sevenoaks 003,592
E02005090,Sevenoaks 004,372
E02005091,Sevenoaks 005,852
E02005093,Sevenoaks 007,656
E02005094,Sevenoaks 008,1105
E02005095,Sevenoaks 009,502
E02005096,Sevenoaks 010,1093
E02005097,Sevenoaks 011,396
E02005098,Sevenoaks 012,921
E02005099,Sevenoaks 013,839
E02005100,Sevenoaks 014,1112
E02005101,Sevenoaks 015,553
E02005102,Folkestone and Hythe 001,696
E02005103,Folkestone and Hythe 002,1095
E02005104,Folkestone and Hythe 003,902
E02005105,Folkestone and Hythe 004,1183
E02005106,Folkestone and Hythe 005,1417
E02005107,Folkestone and Hythe 006,1390
E02005109,Folkestone and Hythe 008,730
E02005110,Folkestone and Hythe 009,764
E02005111,Folkestone and Hythe 010,1507
E02005112,Folkestone and Hythe 011,958
E02005113,Folkestone and Hythe 012,772
E02005114,Folkestone and Hythe 013,775
E02005115,Swale 001,743
E02005116,Swale 002,801
E02005117,Swale 003,672
E02005118,Swale 004,1231
E02005119,Swale 005,638
E02005120,Swale 006,1038
E02005121,Swale 007,1280
E02005122,Swale 008,654
E02005123,Swale 009,1341
E02005124,Swale 010,1163
E02005125,Swale 011,794
E02005126,Swale 012,787
E02005127,Swale 013,532
E02005128,Swale 014,1070
E02005129,Swale 015,1717
E02005130,Swale 016,951
E02005131,Swale 017,529
E02005132,Thanet 001,2123
E02005133,Thanet 002,1187
E02005134,Thanet 003,1464
E02005135,Thanet 004,1073
E02005136,Thanet 005,653
E02005137,Thanet 006,1047
E02005138,Thanet 007,1520
E02005139,Thanet 008,1709
E02005140,Thanet 009,1064
E02005141,Thanet 010,907
E02005142,Thanet 011,1023
E02005143,Thanet 012,1214
E02005144,Thanet 013,1089
E02005145,Thanet 014,1154
E02005146,Thanet 015,1192
E02005147,Thanet 016,1669
E02005148,Thanet 017,1167
E02005149,Tonbridge and Malling 001,1425
E02005150,Tonbridge and Malling 002,1438
E02005151,Tonbridge and Malling 003,1051
E02005153,Tonbridge and Malling 005,707
E02005154,Tonbridge and Malling 006,856
E02005155,Tonbridge and Malling 007,893
E02005156,Tonbridge and Malling 008,644
E02005157,Tonbridge and Malling 009,508
E02005158,Tonbridge and Malling 010,362
E02005159,Tonbridge and Malling 011,821
E02005160,Tonbridge and Malling 012,1969
E02005161,Tonbridge and Malling 013,903
E02005162,Tunbridge Wells 001,807
E02005163,Tunbridge Wells 002,718
E02005164,Tunbridge Wells 003,1054
E02005165,Tunbridge Wells 004,471
E02005166,Tunbridge Wells 005,890
E02005167,Tunbridge Wells 006,441
E02005168,Tunbridge Wells 007,821
E02005169,Tunbridge Wells 008,1757
E02005170,Tunbridge Wells 009,1306
E02005171,Tunbridge Wells 010,981
E02005172,Tunbridge Wells 011,572
E02005173,Tunbridge Wells 012,896
E02005174,Tunbridge Wells 013,718
E02005175,Tunbridge Wells 014,871
E02005503,Breckland 001,755
E02005504,Breckland 002,996
E02005505,Breckland 003,754
E02005506,Breckland 004,805
E02005507,Breckland 005,1732
E02005508,Breckland 006,678
E02005509,Breckland 007,1341
E02005510,Breckland 008,892
E02005511,Breckland 009,1352
E02005512,Breckland 010,757
E02005513,Breckland 011,1410
E02005514,Breckland 012,872
E02005515,Breckland 013,534
E02005516,Breckland 014,705
E02005517,Breckland 015,452
E02005518,Breckland 016,1118
E02005519,Breckland 017,588
E02005520,Broadland 001,1153
E02005521,Broadland 002,1000
E02005522,Broadland 003,561
E02005523,Broadland 004,765
E02005524,Broadland 005,579
E02005525,Broadland 006,842
E02005526,Broadland 007,611
E02005527,Broadland 008,644
E02005528,Broadland 009,876
E02005529,Broadland 010,689
E02005530,Broadland 011,615
E02005531,Broadland 012,605
E02005532,Broadland 013,1366
E02005533,Broadland 014,817
E02005534,Broadland 015,943
E02005535,Broadland 016,670
E02005536,Broadland 017,534
E02005537,Broadland 018,736
E02005538,Great Yarmouth 001,1270
E02005539,Great Yarmouth 002,849
E02005540,Great Yarmouth 003,1504
E02005541,Great Yarmouth 004,461
E02005542,Great Yarmouth 005,1244
E02005543,Great Yarmouth 006,1421
E02005544,Great Yarmouth 007,1105
E02005545,Great Yarmouth 008,825
E02005546,Great Yarmouth 009,1534
E02005547,Great Yarmouth 010,969
E02005548,Great Yarmouth 011,935
E02005549,Great Yarmouth 012,687
E02005550,Great Yarmouth 013,1086
E02005551,King's Lynn and West Norfolk 001,964
E02005552,King's Lynn and West Norfolk 002,778
E02005553,King's Lynn and West Norfolk 003,1468
E02005554,King's Lynn and West Norfolk 004,1054
E02005555,King's Lynn and West Norfolk 005,442
E02005556,King's Lynn and West Norfolk 006,783
E02005557,King's Lynn and West Norfolk 007,1022
E02005558,King's Lynn and West Norfolk 008,824
E02005559,King's Lynn and West Norfolk 009,752
E02005560,King's Lynn and West Norfolk 010,942
E02005561,King's Lynn and West Norfolk 011,1862
E02005562,King's Lynn and West Norfolk 012,883
E02005563,King's Lynn and West Norfolk 013,630
E02005564,King's Lynn and West Norfolk 014,898
E02005565,King's Lynn and West Norfolk 015,860
E02005566,King's Lynn and West Norfolk 016,1138
E02005567,King's Lynn and West Norfolk 017,1846
E02005568,King's Lynn and West Norfolk 018,902
E02005569,King's Lynn and West Norfolk 019,945
E02005570,North Norfolk 001,955
E02005571,North Norfolk 002,829
E02005572,North Norfolk 003,1527
E02005573,North Norfolk 004,1025
E02005574,North Norfolk 005,1022
E02005575,North Norfolk 006,911
E02005576,North Norfolk 007,1058
E02005577,North Norfolk 008,695
E02005578,North Norfolk 009,808
E02005580,North Norfolk 011,1209
E02005581,North Norfolk 012,1001
E02005582,North Norfolk 013,999
E02005583,North Norfolk 014,1059
E02005584,Norwich 001,1609
E02005585,Norwich 002,1484
E02005586,Norwich 003,1947
E02005587,Norwich 004,1072
E02005588,Norwich 005,1324
E02005589,Norwich 006,1295
E02005592,Norwich 009,1156
E02005593,Norwich 010,653
E02005594,Norwich 011,1853
E02005595,Norwich 012,720
E02005596,Norwich 013,1395
E02005598,South Norfolk 002,736
E02005599,South Norfolk 003,694
E02005600,South Norfolk 004,515
E02005601,South Norfolk 005,845
E02005602,South Norfolk 006,1224
E02005603,South Norfolk 007,1237
E02005604,South Norfolk 008,786
E02005605,South Norfolk 009,869
E02005606,South Norfolk 010,523
E02005607,South Norfolk 011,1078
E02005608,South Norfolk 012,768
E02005609,South Norfolk 013,1043
E02005610,South Norfolk 014,790
E02005611,South Norfolk 015,1679
E02005921,Cherwell 001,576
E02005922,Cherwell 002,928
E02005923,Cherwell 003,521
E02005924,Cherwell 004,1919
E02005925,Cherwell 005,514
E02005926,Cherwell 006,907
E02005927,Cherwell 007,486
E02005928,Cherwell 008,886
E02005929,Cherwell 009,687
E02005930,Cherwell 010,797
E02005931,Cherwell 011,1081
E02005932,Cherwell 012,665
E02005933,Cherwell 013,723
E02005934,Cherwell 014,671
E02005935,Cherwell 015,1159
E02005936,Cherwell 016,934
E02005937,Cherwell 017,662
E02005938,Cherwell 018,379
E02005939,Cherwell 019,740
E02005940,Oxford 001,581
E02005941,Oxford 002,662
E02005942,Oxford 003,602
E02005943,Oxford 004,485
E02005944,Oxford 005,928
E02005945,Oxford 006,869
E02005946,Oxford 007,610
E02005947,Oxford 008,864
E02005948,Oxford 009,931
E02005949,Oxford 010,719
E02005950,Oxford 011,818
E02005951,Oxford 012,633
E02005953,Oxford 014,555
E02005954,Oxford 015,785
E02005955,Oxford 016,1224
E02005956,Oxford 017,486
E02005957,Oxford 018,998
E02005958,South Oxfordshire 001,581
E02005959,South Oxfordshire 002,514
E02005960,South Oxfordshire 003,893
E02005961,South Oxfordshire 004,603
E02005962,South Oxfordshire 005,814
E02005963,South Oxfordshire 006,735
E02005964,South Oxfordshire 007,600
E02005965,South Oxfordshire 008,470
E02005966,South Oxfordshire 009,1269
E02005967,South Oxfordshire 010,1050
E02005968,South Oxfordshire 011,598
E02005969,South Oxfordshire 012,1055
E02005970,South Oxfordshire 013,804
E02005971,South Oxfordshire 014,642
E02005972,South Oxfordshire 015,1179
E02005973,South Oxfordshire 016,877
E02005974,South Oxfordshire 017,774
E02005975,South Oxfordshire 018,492
E02005976,South Oxfordshire 019,313
E02005977,South Oxfordshire 020,447
E02005978,Vale of White Horse 001,558
E02005979,Vale of White Horse 002,748
E02005980,Vale of White Horse 003,897
E02005981,Vale of White Horse 004,501
E02005982,Vale of White Horse 005,563
E02005983,Vale of White Horse 006,1681
E02005984,Vale of White Horse 007,667
E02005985,Vale of White Horse 008,675
E02005986,Vale of White Horse 009,1138
E02005987,Vale of White Horse 010,878
E02005988,Vale of White Horse 011,800
E02005991,Vale of White Horse 014,973
E02005992,Vale of White Horse 015,1322
E02005993,West Oxfordshire 001,974
E02005994,West Oxfordshire 002,546
E02005995,West Oxfordshire 003,608
E02005996,West Oxfordshire 004,897
E02005997,West Oxfordshire 005,542
E02005998,West Oxfordshire 006,551
E02005999,West Oxfordshire 007,607
E02006000,West Oxfordshire 008,1172
E02006001,West Oxfordshire 009,830
E02006002,West Oxfordshire 010,1409
E02006003,West Oxfordshire 011,582
E02006004,West Oxfordshire 012,637
E02006005,West Oxfordshire 013,1154
E02006006,West Oxfordshire 014,634
E02006007,West Oxfordshire 015,621
E02006227,Babergh 001,698
E02006228,Babergh 002,668
E02006229,Babergh 003,728
E02006230,Babergh 004,1060
E02006231,Babergh 005,1044
E02006232,Babergh 006,591
E02006233,Babergh 007,1739
E02006234,Babergh 008,1016
E02006235,Babergh 009,757
E02006236,Babergh 010,798
E02006237,Babergh 011,823
E02006238,West Suffolk 002,1705
E02006239,West Suffolk 001,1001
E02006240,West Suffolk 003,1121
E02006241,West Suffolk 004,1090
E02006242,West Suffolk 007,1098
E02006243,West Suffolk 008,1793
E02006245,Ipswich 001,408
E02006246,Ipswich 002,345
E02006247,Ipswich 003,1313
E02006248,Ipswich 004,588
E02006249,Ipswich 005,936
E02006250,Ipswich 006,1527
E02006251,Ipswich 007,1791
E02006252,Ipswich 008,1129
E02006253,Ipswich 009,604
E02006254,Ipswich 010,1121
E02006255,Ipswich 011,1262
E02006256,Ipswich 012,1465
E02006257,Ipswich 013,334
E02006258,Ipswich 014,929
E02006259,Ipswich 015,743
E02006260,Ipswich 016,805
E02006261,Mid Suffolk 001,785
E02006262,Mid Suffolk 002,856
E02006263,Mid Suffolk 003,632
E02006264,Mid Suffolk 004,865
E02006265,Mid Suffolk 005,756
E02006266,Mid Suffolk 006,893
E02006267,Mid Suffolk 007,669
E02006268,Mid Suffolk 008,901
E02006269,Mid Suffolk 009,679
E02006270,Mid Suffolk 010,1774
E02006271,Mid Suffolk 011,1221
E02006272,Mid Suffolk 012,862
E02006273,West Suffolk 005,869
E02006274,West Suffolk 006,712
E02006275,West Suffolk 009,775
E02006276,West Suffolk 016,751
E02006277,West Suffolk 012,701
E02006278,West Suffolk 011,1679
E02006279,West Suffolk 014,1142
E02006280,West Suffolk 010,799
E02006281,West Suffolk 013,978
E02006282,West Suffolk 017,753
E02006283,West Suffolk 018,630
E02006284,West Suffolk 019,827
E02006285,West Suffolk 021,680
E02006286,West Suffolk 020,1005
E02006287,East Suffolk 016,660
E02006288,East Suffolk 017,944
E02006289,East Suffolk 018,1109
E02006290,East Suffolk 019,999
E02006291,East Suffolk 020,851
E02006292,East Suffolk 021,556
E02006293,East Suffolk 023,1102
E02006294,East Suffolk 022,1008
E02006295,East Suffolk 024,1047
E02006296,East Suffolk 025,1325
E02006297,East Suffolk 026,579
E02006298,East Suffolk 027,1110
E02006299,East Suffolk 028,769
E02006300,East Suffolk 029,1093
E02006301,East Suffolk 030,921
E02006302,East Suffolk 001,695
E02006303,East Suffolk 002,614
E02006304,East Suffolk 003,1191
E02006305,East Suffolk 004,1188
E02006306,East Suffolk 005,845
E02006307,East Suffolk 007,664
E02006308,East Suffolk 006,1025
E02006309,East Suffolk 009,808
E02006310,East Suffolk 008,1128
E02006311,East Suffolk 010,1236
E02006312,East Suffolk 011,873
E02006313,East Suffolk 012,1582
E02006314,East Suffolk 013,879
E02006315,East Suffolk 014,725
E02006316,East Suffolk 015,1099
E02006317,Elmbridge 001,547
E02006318,Elmbridge 002,754
E02006319,Elmbridge 003,790
E02006320,Elmbridge 004,985
E02006321,Elmbridge 005,619
E02006322,Elmbridge 006,538
E02006323,Elmbridge 007,1117
E02006324,Elmbridge 008,521
E02006325,Elmbridge 009,410
E02006326,Elmbridge 010,805
E02006327,Elmbridge 011,783
E02006328,Elmbridge 012,1228
E02006329,Elmbridge 013,612
E02006330,Elmbridge 014,800
E02006331,Elmbridge 015,471
E02006332,Elmbridge 016,673
E02006333,Elmbridge 017,839
E02006334,Elmbridge 018,296
E02006335,Epsom and Ewell 001,612
E02006336,Epsom and Ewell 002,820
E02006337,Epsom and Ewell 003,437
E02006338,Epsom and Ewell 004,514
E02006339,Epsom and Ewell 005,1259
E02006341,Epsom and Ewell 007,1035
E02006342,Epsom and Ewell 008,1474
E02006343,Epsom and Ewell 009,652
E02006344,Guildford 001,674
E02006345,Guildford 002,625
E02006346,Guildford 003,577
E02006347,Guildford 004,952
E02006348,Guildford 005,739
E02006349,Guildford 006,724
E02006350,Guildford 007,534
E02006351,Guildford 008,631
E02006352,Guildford 009,414
E02006353,Guildford 010,681
E02006354,Guildford 011,790
E02006355,Guildford 012,609
E02006356,Guildford 013,1872
E02006357,Guildford 014,779
E02006358,Guildford 015,554
E02006359,Guildford 016,606
E02006360,Guildford 017,735
E02006361,Guildford 018,515
E02006362,Mole Valley 001,449
E02006363,Mole Valley 002,379
E02006364,Mole Valley 003,1163
E02006365,Mole Valley 004,736
E02006366,Mole Valley 005,462
E02006367,Mole Valley 006,465
E02006368,Mole Valley 007,382
E02006369,Mole Valley 008,767
E02006370,Mole Valley 009,755
E02006371,Mole Valley 010,846
E02006372,Mole Valley 011,756
E02006373,Mole Valley 012,626
E02006374,Mole Valley 013,661
E02006375,Reigate and Banstead 001,347
E02006376,Reigate and Banstead 002,837
E02006377,Reigate and Banstead 003,371
E02006378,Reigate and Banstead 004,628
E02006379,Reigate and Banstead 005,958
E02006380,Reigate and Banstead 006,546
E02006381,Reigate and Banstead 007,639
E02006382,Reigate and Banstead 008,682
E02006383,Reigate and Banstead 009,1183
E02006384,Reigate and Banstead 010,1357
E02006385,Reigate and Banstead 011,1566
E02006386,Reigate and Banstead 012,804
E02006387,Reigate and Banstead 013,672
E02006388,Reigate and Banstead 014,1151
E02006389,Reigate and Banstead 015,593
E02006390,Reigate and Banstead 016,956
E02006391,Reigate and Banstead 017,627
E02006392,Reigate and Banstead 018,1423
E02006393,Runnymede 001,833
E02006394,Runnymede 002,733
E02006395,Runnymede 003,959
E02006396,Runnymede 004,707
E02006397,Runnymede 005,504
E02006398,Runnymede 006,1365
E02006399,Runnymede 007,1551
E02006400,Runnymede 008,649
E02006401,Runnymede 009,1389
E02006402,Runnymede 010,707
E02006403,Spelthorne 001,615
E02006404,Spelthorne 002,800
E02006405,Spelthorne 003,1255
E02006406,Spelthorne 004,1256
E02006407,Spelthorne 005,929
E02006408,Spelthorne 006,1252
E02006409,Spelthorne 007,540
E02006410,Spelthorne 008,979
E02006411,Spelthorne 009,828
E02006412,Spelthorne 010,747
E02006413,Spelthorne 011,493
E02006414,Spelthorne 012,528
E02006415,Spelthorne 013,841
E02006416,Surrey Heath 001,588
E02006417,Surrey Heath 002,547
E02006418,Surrey Heath 003,477
E02006419,Surrey Heath 004,646
E02006420,Surrey Heath 005,601
E02006421,Surrey Heath 006,582
E02006422,Surrey Heath 007,286
E02006423,Surrey Heath 008,1395
E02006424,Surrey Heath 009,229
E02006425,Surrey Heath 010,429
E02006426,Surrey Heath 011,427
E02006427,Surrey Heath 012,657
E02006429,Tandridge 002,1220
E02006430,Tandridge 003,1039
E02006431,Tandridge 004,1417
E02006432,Tandridge 005,452
E02006433,Tandridge 006,800
E02006434,Tandridge 007,510
E02006435,Tandridge 008,626
E02006436,Tandridge 009,660
E02006437,Tandridge 010,769
E02006438,Tandridge 011,690
E02006439,Waverley 001,633
E02006440,Waverley 002,506
E02006441,Waverley 003,1220
E02006442,Waverley 004,360
E02006443,Waverley 005,994
E02006444,Waverley 006,647
E02006445,Waverley 007,1020
E02006446,Waverley 008,540
E02006447,Waverley 009,435
E02006448,Waverley 010,689
E02006449,Waverley 011,683
E02006450,Waverley 012,533
E02006451,Waverley 013,960
E02006453,Waverley 015,742
E02006454,Waverley 016,703
E02006455,Waverley 017,519
E02006456,Woking 001,795
E02006457,Woking 002,611
E02006458,Woking 003,554
E02006459,Woking 004,896
E02006460,Woking 005,1198
E02006461,Woking 006,598
E02006462,Woking 007,804
E02006463,Woking 008,1730
E02006464,Woking 009,688
E02006465,Woking 010,443
E02006466,Woking 011,925
E02006467,Woking 012,411
E02006534,Adur 001,874
E02006535,Adur 002,684
E02006536,Adur 003,843
E02006537,Adur 004,1435
E02006538,Adur 005,1496
E02006539,Adur 006,968
E02006540,Adur 007,900
E02006541,Adur 008,1463
E02006542,Arun 001,752
E02006543,Arun 002,693
E02006544,Arun 003,1193
