Middle layer Super Output Areas Code,Middle layer Super Output Areas,Distance travelled to work (11 categories),Observation
E02005165,Tunbridge Wells 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",537
E02005166,Tunbridge Wells 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",569
E02005167,Tunbridge Wells 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",391
E02005168,Tunbridge Wells 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",338
E02005169,Tunbridge Wells 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",549
E02005170,Tunbridge Wells 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",544
E02005171,Tunbridge Wells 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",521
E02005172,Tunbridge Wells 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",519
E02005173,Tunbridge Wells 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",349
E02005174,Tunbridge Wells 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",513
E02005175,Tunbridge Wells 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",663
E02005503,Breckland 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",641
E02005504,Breckland 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",826
E02005505,Breckland 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",523
E02005506,Breckland 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",598
E02005507,Breckland 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",881
E02005508,Breckland 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",610
E02005509,Breckland 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",573
E02005510,Breckland 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",629
E02005511,Breckland 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",682
E02005512,Breckland 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",833
E02005513,Breckland 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",858
E02005514,Breckland 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",647
E02005515,Breckland 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",542
E02005516,Breckland 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",591
E02005517,Breckland 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",341
E02005518,Breckland 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",769
E02005519,Breckland 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",553
E02005520,Broadland 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",629
E02005521,Broadland 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",797
E02005522,Broadland 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",466
E02005523,Broadland 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",787
E02005524,Broadland 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",494
E02005525,Broadland 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",750
E02005526,Broadland 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",351
E02005527,Broadland 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",652
E02005528,Broadland 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",647
E02005529,Broadland 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",432
E02005530,Broadland 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",481
E02005531,Broadland 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",424
E02005532,Broadland 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",753
E02005533,Broadland 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",658
E02005534,Broadland 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",556
E02005535,Broadland 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",495
E02005536,Broadland 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",421
E02005537,Broadland 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",473
E02005538,Great Yarmouth 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",808
E02005539,Great Yarmouth 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",687
E02005540,Great Yarmouth 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",658
E02005541,Great Yarmouth 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",386
E02005542,Great Yarmouth 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",436
E02005543,Great Yarmouth 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",605
E02005544,Great Yarmouth 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",556
E02005545,Great Yarmouth 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",501
E02005546,Great Yarmouth 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",591
E02005547,Great Yarmouth 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",589
E02005548,Great Yarmouth 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",481
E02005549,Great Yarmouth 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",500
E02005550,Great Yarmouth 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",621
E02005551,King's Lynn and West Norfolk 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",296
E02005552,King's Lynn and West Norfolk 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",580
E02005553,King's Lynn and West Norfolk 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",686
E02005554,King's Lynn and West Norfolk 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",555
E02005555,King's Lynn and West Norfolk 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",421
E02005556,King's Lynn and West Norfolk 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",636
E02005557,King's Lynn and West Norfolk 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",518
E02005558,King's Lynn and West Norfolk 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",605
E02005559,King's Lynn and West Norfolk 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",610
E02005560,King's Lynn and West Norfolk 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",635
E02005561,King's Lynn and West Norfolk 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",822
E02005562,King's Lynn and West Norfolk 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",621
E02005563,King's Lynn and West Norfolk 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",725
E02005564,King's Lynn and West Norfolk 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",718
E02005565,King's Lynn and West Norfolk 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",559
E02005566,King's Lynn and West Norfolk 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",964
E02005567,King's Lynn and West Norfolk 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",738
E02005568,King's Lynn and West Norfolk 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",678
E02005569,King's Lynn and West Norfolk 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",777
E02005570,North Norfolk 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",486
E02005571,North Norfolk 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",473
E02005572,North Norfolk 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",462
E02005573,North Norfolk 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",343
E02005574,North Norfolk 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",599
E02005575,North Norfolk 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",585
E02005576,North Norfolk 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",520
E02005577,North Norfolk 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",549
E02005578,North Norfolk 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",590
E02005580,North Norfolk 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",644
E02005581,North Norfolk 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",715
E02005582,North Norfolk 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",570
E02005583,North Norfolk 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",644
E02005584,Norwich 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",920
E02005585,Norwich 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",841
E02005586,Norwich 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",752
E02005587,Norwich 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",731
E02005588,Norwich 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",795
E02005589,Norwich 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",819
E02005592,Norwich 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",397
E02005593,Norwich 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",402
E02005594,Norwich 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",524
E02005595,Norwich 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",405
E02005596,Norwich 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",712
E02005598,South Norfolk 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",530
E02005599,South Norfolk 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",380
E02005600,South Norfolk 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",413
E02005601,South Norfolk 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",377
E02005602,South Norfolk 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",866
E02005603,South Norfolk 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",831
E02005604,South Norfolk 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",614
E02005605,South Norfolk 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",732
E02005606,South Norfolk 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",511
E02005607,South Norfolk 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",917
E02005608,South Norfolk 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",647
E02005609,South Norfolk 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",629
E02005610,South Norfolk 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",744
E02005611,South Norfolk 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",871
E02005921,Cherwell 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",456
E02005922,Cherwell 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",654
E02005923,Cherwell 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",437
E02005924,Cherwell 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",876
E02005925,Cherwell 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",663
E02005926,Cherwell 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",562
E02005927,Cherwell 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",322
E02005928,Cherwell 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",645
E02005929,Cherwell 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",514
E02005930,Cherwell 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",588
E02005931,Cherwell 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",726
E02005932,Cherwell 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",453
E02005933,Cherwell 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",556
E02005934,Cherwell 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",641
E02005935,Cherwell 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",496
E02005936,Cherwell 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",844
E02005937,Cherwell 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",394
E02005938,Cherwell 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",431
E02005939,Cherwell 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",491
E02005940,Oxford 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",212
E02005941,Oxford 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",180
E02005942,Oxford 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",121
E02005943,Oxford 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",346
E02005944,Oxford 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",497
E02005945,Oxford 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",303
E02005946,Oxford 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",417
E02005947,Oxford 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",199
E02005948,Oxford 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",139
E02005949,Oxford 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",314
E02005950,Oxford 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",382
E02005951,Oxford 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",197
E02005953,Oxford 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",202
E02005954,Oxford 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",623
E02005955,Oxford 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",756
E02005956,Oxford 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",463
E02005957,Oxford 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",396
E02005958,South Oxfordshire 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",405
E02005959,South Oxfordshire 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",402
E02005960,South Oxfordshire 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",461
E02005961,South Oxfordshire 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",468
E02005962,South Oxfordshire 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",827
E02005963,South Oxfordshire 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",591
E02005964,South Oxfordshire 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",533
E02005965,South Oxfordshire 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",380
E02005966,South Oxfordshire 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",511
E02005967,South Oxfordshire 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",587
E02005968,South Oxfordshire 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",513
E02005969,South Oxfordshire 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",592
E02005970,South Oxfordshire 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",419
E02005971,South Oxfordshire 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",510
E02005972,South Oxfordshire 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",717
E02005973,South Oxfordshire 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",353
E02005974,South Oxfordshire 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",324
E02005975,South Oxfordshire 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",446
E02005976,South Oxfordshire 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",295
E02005977,South Oxfordshire 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",372
E02005978,Vale of White Horse 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",355
E02005979,Vale of White Horse 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",558
E02005980,Vale of White Horse 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",724
E02005981,Vale of White Horse 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",519
E02005982,Vale of White Horse 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",324
E02005983,Vale of White Horse 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",633
E02005984,Vale of White Horse 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",550
E02005985,Vale of White Horse 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",563
E02005986,Vale of White Horse 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",663
E02005987,Vale of White Horse 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",692
E02005988,Vale of White Horse 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",658
E02005991,Vale of White Horse 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",670
E02005992,Vale of White Horse 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",755
E02005993,West Oxfordshire 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",557
E02005994,West Oxfordshire 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",452
E02005995,West Oxfordshire 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",437
E02005996,West Oxfordshire 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",522
E02005997,West Oxfordshire 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",429
E02005998,West Oxfordshire 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",447
E02005999,West Oxfordshire 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",556
E02006000,West Oxfordshire 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",760
E02006001,West Oxfordshire 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",568
E02006002,West Oxfordshire 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",740
E02006003,West Oxfordshire 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",416
E02006004,West Oxfordshire 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",842
E02006005,West Oxfordshire 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",749
E02006006,West Oxfordshire 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",434
E02006007,West Oxfordshire 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",515
E02006227,Babergh 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",490
E02006228,Babergh 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",590
E02006229,Babergh 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",523
E02006230,Babergh 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",771
E02006231,Babergh 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",674
E02006232,Babergh 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",523
E02006233,Babergh 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",974
E02006234,Babergh 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",869
E02006235,Babergh 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",639
E02006236,Babergh 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",726
E02006237,Babergh 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",510
E02006238,West Suffolk 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",785
E02006239,West Suffolk 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",906
E02006240,West Suffolk 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",928
E02006241,West Suffolk 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",703
E02006242,West Suffolk 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",840
E02006243,West Suffolk 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",796
E02006245,Ipswich 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",599
E02006246,Ipswich 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",581
E02006247,Ipswich 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",792
E02006248,Ipswich 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",575
E02006249,Ipswich 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",446
E02006250,Ipswich 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",846
E02006251,Ipswich 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",714
E02006252,Ipswich 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",696
E02006253,Ipswich 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",506
E02006254,Ipswich 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",717
E02006255,Ipswich 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",548
E02006256,Ipswich 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",786
E02006257,Ipswich 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",579
E02006258,Ipswich 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",734
E02006259,Ipswich 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",518
E02006260,Ipswich 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",712
E02006261,Mid Suffolk 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",581
E02006262,Mid Suffolk 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",804
E02006263,Mid Suffolk 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",675
E02006264,Mid Suffolk 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",669
E02006265,Mid Suffolk 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",619
E02006266,Mid Suffolk 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",749
E02006267,Mid Suffolk 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",662
E02006268,Mid Suffolk 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",453
E02006269,Mid Suffolk 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",561
E02006270,Mid Suffolk 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",1019
E02006271,Mid Suffolk 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",819
E02006272,Mid Suffolk 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",612
E02006273,West Suffolk 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",553
E02006274,West Suffolk 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",519
E02006275,West Suffolk 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",531
E02006276,West Suffolk 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",576
E02006277,West Suffolk 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",530
E02006278,West Suffolk 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",474
E02006279,West Suffolk 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",526
E02006280,West Suffolk 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",664
E02006281,West Suffolk 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",420
E02006282,West Suffolk 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",499
E02006283,West Suffolk 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",634
E02006284,West Suffolk 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",566
E02006285,West Suffolk 021,"Works mainly at an offshore installation, in no fixed place, or outside the UK",619
E02006286,West Suffolk 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",921
E02006287,East Suffolk 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",475
E02006288,East Suffolk 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",687
E02006289,East Suffolk 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",753
E02006290,East Suffolk 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",660
E02006291,East Suffolk 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",430
E02006292,East Suffolk 021,"Works mainly at an offshore installation, in no fixed place, or outside the UK",447
E02006293,East Suffolk 023,"Works mainly at an offshore installation, in no fixed place, or outside the UK",898
E02006294,East Suffolk 022,"Works mainly at an offshore installation, in no fixed place, or outside the UK",448
E02006295,East Suffolk 024,"Works mainly at an offshore installation, in no fixed place, or outside the UK",568
E02006296,East Suffolk 025,"Works mainly at an offshore installation, in no fixed place, or outside the UK",692
E02006297,East Suffolk 026,"Works mainly at an offshore installation, in no fixed place, or outside the UK",424
E02006298,East Suffolk 027,"Works mainly at an offshore installation, in no fixed place, or outside the UK",598
E02006299,East Suffolk 028,"Works mainly at an offshore installation, in no fixed place, or outside the UK",412
E02006300,East Suffolk 029,"Works mainly at an offshore installation, in no fixed place, or outside the UK",505
E02006301,East Suffolk 030,"Works mainly at an offshore installation, in no fixed place, or outside the UK",409
E02006302,East Suffolk 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",495
E02006303,East Suffolk 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",575
E02006304,East Suffolk 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",623
E02006305,East Suffolk 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",660
E02006306,East Suffolk 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",590
E02006307,East Suffolk 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",570
E02006308,East Suffolk 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",561
E02006309,East Suffolk 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",435
E02006310,East Suffolk 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",612
E02006311,East Suffolk 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",525
E02006312,East Suffolk 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",663
E02006313,East Suffolk 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",736
E02006314,East Suffolk 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",590
E02006315,East Suffolk 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",459
E02006316,East Suffolk 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",554
E02006317,Elmbridge 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",409
E02006318,Elmbridge 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",306
E02006319,Elmbridge 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",635
E02006320,Elmbridge 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",609
E02006321,Elmbridge 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",243
E02006322,Elmbridge 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",270
E02006323,Elmbridge 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",426
E02006324,Elmbridge 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",446
E02006325,Elmbridge 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",304
E02006326,Elmbridge 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",398
E02006327,Elmbridge 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",255
E02006328,Elmbridge 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",508
E02006329,Elmbridge 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",304
E02006330,Elmbridge 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",568
E02006331,Elmbridge 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",296
E02006332,Elmbridge 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",285
E02006333,Elmbridge 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",504
E02006334,Elmbridge 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",244
E02006335,Epsom and Ewell 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",565
E02006336,Epsom and Ewell 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",693
E02006337,Epsom and Ewell 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",610
E02006338,Epsom and Ewell 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",485
E02006339,Epsom and Ewell 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",860
E02006341,Epsom and Ewell 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",628
