Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers,2_Professional,3_Associate,4_Administrative,5_Skilled,6_Caring,7_Sales,8_Process,9_Elementary,0_notapply,total,1_%,2_%,3_%,4_%,5_%,6_%,7_%,8_%,9_%
E02005998,West Oxfordshire 006,576,963,517,346,336,230,164,148,205,3545,7030,8.193456615,13.69843528,7.354196302,4.921763869,4.779516358,3.271692745,2.332859175,2.105263158,2.916073969
E02005999,West Oxfordshire 007,645,674,436,308,442,258,177,189,246,3168,6543,9.857863365,10.30108513,6.663609965,4.707320801,6.755311019,3.943145346,2.70518111,2.888583219,3.759743237
E02006000,West Oxfordshire 008,965,1347,881,580,632,578,410,321,461,5598,11773,8.196721311,11.44143379,7.483224327,4.926526799,5.368215408,4.909538775,3.482544806,2.726577763,3.915739404
E02006001,West Oxfordshire 009,469,708,594,375,495,319,264,255,350,3259,7088,6.616817156,9.988713318,8.380361174,5.290632054,6.983634312,4.500564334,3.724604966,3.597629797,4.937923251
E02006002,West Oxfordshire 010,671,1007,765,464,655,519,425,402,575,5283,10766,6.232584061,9.353520342,7.10570314,4.309864388,6.083968048,4.820731934,3.947612855,3.733977336,5.340887981
E02006003,West Oxfordshire 011,407,665,420,270,341,265,174,184,217,2985,5928,6.865721997,11.21794872,7.085020243,4.55465587,5.752361673,4.470310391,2.935222672,3.10391363,3.660593792
E02006004,West Oxfordshire 012,790,669,905,543,430,295,174,148,245,3137,7336,10.76881134,9.119411123,12.33642312,7.401853871,5.861504907,4.021264995,2.371864776,2.017448201,3.339694656
E02006005,West Oxfordshire 013,675,818,1070,674,643,594,365,391,485,4317,10032,6.7284689,8.153907496,10.66586922,6.718500797,6.409489633,5.921052632,3.638357257,3.897527911,4.834529506
E02006006,West Oxfordshire 014,365,408,437,318,371,285,233,259,284,2689,5649,6.461320588,7.22251726,7.735882457,5.629314923,6.567534077,5.045140733,4.124623827,4.58488228,5.027438485
E02006007,West Oxfordshire 015,715,791,522,301,402,277,180,158,266,3698,7310,9.781121751,10.82079343,7.140902873,4.117647059,5.499316005,3.789329685,2.462380301,2.161422709,3.638850889
E02006227,Babergh 001,512,487,345,277,435,230,168,119,251,3610,6434,7.957724588,7.569163817,5.362138638,4.305253342,6.760957414,3.574759092,2.61112838,1.84954927,3.90115014
E02006228,Babergh 002,384,488,394,287,455,269,198,206,282,3195,6158,6.235790841,7.924650861,6.398181228,4.660604092,7.388762585,4.368301397,3.215329652,3.345241962,4.579408899
E02006229,Babergh 003,425,434,371,261,396,239,192,180,233,3449,6180,6.877022654,7.022653722,6.003236246,4.223300971,6.40776699,3.867313916,3.106796117,2.912621359,3.770226537
E02006230,Babergh 004,708,803,701,487,678,493,396,258,458,6030,11012,6.4293498,7.292045042,6.365782782,4.422448238,6.156919724,4.476934254,3.596077007,2.342898656,4.159099165
E02006231,Babergh 005,668,828,661,506,524,385,326,286,381,4065,8630,7.740440324,9.594438007,7.659327926,5.863267671,6.07184241,4.461181924,3.777520278,3.314020857,4.414831981
E02006232,Babergh 006,485,426,371,306,369,256,195,179,222,3312,6121,7.923541905,6.959647116,6.061101127,4.99918314,6.028426728,4.18232315,3.185753962,2.924358765,3.626858356
E02006233,Babergh 007,552,767,634,392,713,604,484,467,658,6352,11623,4.749204164,6.598984772,5.454701884,3.372623247,6.134388712,5.196592962,4.164157274,4.017895552,5.661189022
E02006234,Babergh 008,484,603,567,416,677,550,449,428,541,5234,9949,4.864810534,6.060910644,5.699065233,4.181324756,6.80470399,5.528193788,4.513016384,4.301939893,5.437732435
E02006235,Babergh 009,774,829,498,354,460,288,181,154,262,4400,8200,9.43902439,10.1097561,6.073170732,4.317073171,5.609756098,3.512195122,2.207317073,1.87804878,3.195121951
E02006236,Babergh 010,839,979,757,525,563,330,310,210,345,5580,10438,8.037938302,9.379191416,7.252347193,5.029699176,5.393753593,3.161525196,2.969917609,2.01187967,3.305230887
E02006237,Babergh 011,540,715,483,332,418,302,187,185,277,4157,7596,7.109004739,9.412848868,6.358609795,4.370721432,5.502896261,3.975776725,2.461822012,2.435492364,3.646656135
E02006238,West Suffolk 002,448,442,479,357,703,464,321,565,713,5200,9692,4.622368964,4.560462237,4.942220388,3.683450268,7.25340487,4.78745357,3.312009905,5.829550144,7.356582749
E02006239,West Suffolk 001,460,500,1022,368,698,365,196,302,471,4344,8726,5.271602109,5.730002292,11.71212468,4.217281687,7.9990832,4.182901673,2.246160898,3.460921384,5.397662159
E02006240,West Suffolk 003,691,746,993,501,861,486,263,349,479,4863,10232,6.753322909,7.290852228,9.704847537,4.89640344,8.41477717,4.749804535,2.570367475,3.410867866,4.681391712
E02006241,West Suffolk 004,447,473,713,376,600,447,306,370,530,4581,8843,5.054845641,5.348863508,8.06287459,4.251950695,6.785027706,5.054845641,3.46036413,4.184100418,5.99344114
E02006242,West Suffolk 007,855,1144,944,557,650,570,327,353,442,4799,10641,8.03495912,10.75086928,8.871346678,5.234470445,6.108448454,5.356639414,3.073019453,3.317357391,4.153744949
E02006243,West Suffolk 008,571,845,668,417,546,705,366,472,588,4153,9331,6.11938699,9.055835387,7.15893259,4.468974386,5.851462866,7.555460294,3.922409174,5.058407459,6.301575394
E02006245,Ipswich 001,304,423,346,336,441,420,385,395,527,4709,8286,3.668839006,5.104996379,4.175718079,4.055032585,5.322230268,5.068790731,4.646391504,4.767076997,6.360125513
E02006246,Ipswich 002,387,629,514,419,444,307,335,265,357,3775,7432,5.207212056,8.463401507,6.916038751,5.637782562,5.97416577,4.130785791,4.507534984,3.565662002,4.803552207
E02006247,Ipswich 003,337,524,508,422,530,504,515,517,631,4616,9104,3.701669596,5.755711775,5.579964851,4.635325132,5.821616872,5.53602812,5.65685413,5.678822496,6.931019332
E02006248,Ipswich 004,415,870,547,407,432,369,328,255,344,4515,8482,4.892713983,10.25701485,6.448950719,4.798396605,5.093138411,4.350389059,3.867012497,3.006366423,4.055647253
E02006249,Ipswich 005,606,1123,600,357,250,346,251,197,336,4323,8389,7.223745381,13.38657766,7.152223149,4.255572774,2.980092979,4.124448683,2.992013351,2.348313267,4.005244964
E02006250,Ipswich 006,447,682,547,385,426,554,491,715,918,5035,10200,4.382352941,6.68627451,5.362745098,3.774509804,4.176470588,5.431372549,4.81372549,7.009803922,9
E02006251,Ipswich 007,510,1354,762,509,420,628,520,460,770,4760,10693,4.769475358,12.66248948,7.126157299,4.760123445,3.927803236,5.873001029,4.862994482,4.301879734,7.200972599
E02006252,Ipswich 008,420,1177,645,535,534,524,456,340,486,4584,9701,4.329450572,12.13276982,6.648799093,5.514895372,5.504587156,5.401504999,4.700546335,3.50479332,5.009792805
E02006253,Ipswich 009,424,772,425,383,399,314,252,188,289,3999,7445,5.695097381,10.36937542,5.708529214,5.14439221,5.359301545,4.217595702,3.384822028,2.525184688,3.881799866
E02006254,Ipswich 010,325,568,439,353,424,534,422,574,729,5030,9398,3.458182592,6.043839115,4.67120664,3.756118323,4.511598212,5.682060013,4.490317089,6.107682486,7.756969568
E02006255,Ipswich 011,374,872,536,412,391,423,396,344,507,3870,8125,4.603076923,10.73230769,6.596923077,5.070769231,4.812307692,5.206153846,4.873846154,4.233846154,6.24
E02006256,Ipswich 012,374,654,501,408,462,537,438,589,697,5179,9839,3.801199309,6.647016973,5.091980892,4.146762882,4.695599146,5.457871735,4.451671918,5.98638073,7.084053257
E02006257,Ipswich 013,222,303,308,301,383,343,349,318,441,3808,6776,3.276269185,4.471664699,4.545454545,4.44214876,5.652302243,5.061983471,5.150531287,4.693034238,6.508264463
E02006258,Ipswich 014,395,621,544,414,478,479,460,417,660,5184,9652,4.09241608,6.43389971,5.636137588,4.289266473,4.952341484,4.962702031,4.765851637,4.320348114,6.837961044
E02006259,Ipswich 015,249,334,334,308,312,380,299,296,485,4282,7279,3.42079956,4.588542382,4.588542382,4.23135046,4.286303064,5.220497321,4.107707103,4.06649265,6.66300316
E02006260,Ipswich 016,279,429,347,306,507,471,474,476,609,4951,8849,3.152898633,4.848005424,3.921347045,3.458017855,5.729460956,5.322635326,5.356537462,5.379138886,6.882133574
E02006261,Mid Suffolk 001,584,630,468,301,516,305,182,220,320,4430,7956,7.340372046,7.918552036,5.882352941,3.783308195,6.485671192,3.833584716,2.287581699,2.765208648,4.022121669
E02006262,Mid Suffolk 002,728,729,508,397,621,318,267,272,377,4773,8990,8.097886541,8.109010011,5.650723026,4.416017798,6.907675195,3.537263626,2.96996663,3.025583982,4.193548387
E02006263,Mid Suffolk 003,590,544,398,331,574,264,183,245,323,4084,7536,7.829087049,7.218683652,5.281316348,4.392250531,7.616772824,3.503184713,2.428343949,3.251061571,4.286093418
E02006264,Mid Suffolk 004,663,964,603,467,494,358,264,295,369,4392,8869,7.475476378,10.8693201,6.798962679,5.265531627,5.569962792,4.03653174,2.976660277,3.326192355,4.160559251
E02006265,Mid Suffolk 005,529,575,453,344,492,302,221,234,339,3887,7376,7.171908894,7.795553145,6.14154013,4.663774403,6.670281996,4.094360087,2.996203905,3.172451193,4.595986985
E02006266,Mid Suffolk 006,704,848,575,388,588,359,268,279,317,5110,9436,7.46078847,8.986858838,6.093683764,4.111911827,6.231454006,3.804578211,2.84018652,2.95676134,3.359474354
E02006267,Mid Suffolk 007,749,842,508,423,556,303,217,212,284,4252,8346,8.974358974,10.08866523,6.086748143,5.06829619,6.661873952,3.630481668,2.600047927,2.540138989,3.402827702
E02006268,Mid Suffolk 008,252,317,283,242,337,320,249,249,351,3560,6160,4.090909091,5.146103896,4.594155844,3.928571429,5.470779221,5.194805195,4.042207792,4.042207792,5.698051948
E02006269,Mid Suffolk 009,527,702,552,381,473,342,273,283,314,3892,7739,6.809665331,9.070939398,7.132704484,4.923116682,6.111900762,4.419175604,3.527587544,3.656803205,4.057371753
E02006270,Mid Suffolk 010,833,1286,988,727,789,672,550,516,714,5719,12794,6.510864468,10.05158668,7.722369861,5.682351102,6.166953259,5.252462092,4.298890105,4.033140535,5.580740972
E02006271,Mid Suffolk 011,689,865,980,527,638,450,312,349,437,4596,9843,6.999898405,8.787971147,9.956314132,5.354058722,6.48176369,4.571776897,3.169765315,3.545666971,4.439703342
E02006272,Mid Suffolk 012,554,643,461,415,475,347,244,249,280,3980,7648,7.243723849,8.407426778,6.027719665,5.42625523,6.210774059,4.537133891,3.190376569,3.255753138,3.661087866
E02006273,West Suffolk 005,466,475,384,300,472,317,203,217,285,3723,6842,6.810874013,6.942414499,5.612394037,4.384682841,6.89856767,4.633148202,2.966968723,3.171587255,4.165448699
E02006274,West Suffolk 006,583,503,757,327,393,304,182,179,240,3132,6600,8.833333333,7.621212121,11.46969697,4.954545455,5.954545455,4.606060606,2.757575758,2.712121212,3.636363636
E02006275,West Suffolk 009,259,382,326,248,399,473,334,379,601,3598,6999,3.700528647,5.45792256,4.657808258,3.543363338,5.700814402,6.758108301,4.772110301,5.415059294,8.586940992
E02006276,West Suffolk 016,615,829,515,365,430,338,200,233,274,4431,8230,7.472660996,10.07290401,6.257594168,4.434993925,5.224787363,4.106925881,2.430133657,2.831105711,3.329283111
E02006277,West Suffolk 012,585,945,666,446,389,382,268,235,326,3445,7687,7.610251073,12.2934825,8.663978145,5.802003382,5.060491739,4.969428906,3.48640562,3.057109405,4.240926239
E02006278,West Suffolk 011,570,1022,707,342,374,409,310,244,430,3969,8377,6.804345231,12.20007162,8.439775576,4.082607139,4.464605467,4.882416139,3.70060881,2.912737257,5.133102543
E02006279,West Suffolk 014,451,743,530,372,408,409,307,286,452,4791,8749,5.154874843,8.492399131,6.057835181,4.251914505,4.663390102,4.674819979,3.508972454,3.268945022,5.166304721
E02006280,West Suffolk 010,821,929,616,434,525,378,254,244,334,5194,9729,8.438688457,9.548771713,6.33158598,4.460890122,5.396238051,3.885291397,2.610751362,2.507965875,3.433035255
E02006281,West Suffolk 013,429,959,479,323,334,360,244,232,374,4586,8320,5.15625,11.52644231,5.757211538,3.882211538,4.014423077,4.326923077,2.932692308,2.788461538,4.495192308
E02006282,West Suffolk 017,542,594,359,304,385,224,162,157,187,3607,6521,8.311608649,9.109032357,5.5052906,4.661861678,5.904002454,3.435055973,2.484281552,2.407606195,2.867658335
E02006283,West Suffolk 018,621,640,485,362,475,316,225,239,348,4542,8253,7.524536532,7.754755846,5.876650915,4.386283776,5.755482855,3.828910699,2.726281352,2.895916636,4.216648491
