Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers,2_Professional,3_Associate,4_Administrative,5_Skilled,6_Caring,7_Sales,8_Process,9_Elementary,0_notapply,total,1_%,2_%,3_%,4_%,5_%,6_%,7_%,8_%,9_%
E02003557,Southampton 009,307,1124,376,205,105,242,169,129,213,3930,6800,4.514705882,16.52941176,5.529411765,3.014705882,1.544117647,3.558823529,2.485294118,1.897058824,3.132352941
E02003558,Southampton 010,211,872,320,253,338,443,236,316,574,3686,7249,2.91074631,12.02924541,4.414401986,3.490136571,4.662712098,6.11118775,3.255621465,4.359221962,7.918333563
E02003559,Southampton 011,466,1301,506,348,304,291,196,217,328,3880,7837,5.946152865,16.60074008,6.456552252,4.440474671,3.879035345,3.713155544,2.500956999,2.768916677,4.185274978
E02003560,Southampton 012,214,272,284,257,447,462,317,386,637,4191,7467,2.865943485,3.642694523,3.803401634,3.441810633,5.986339896,6.187223785,4.24534619,5.16941208,8.530869158
E02003561,Southampton 013,250,737,357,245,321,355,318,277,529,4534,7923,3.15537044,9.302032059,4.505868989,3.092263032,4.051495646,4.480626025,4.0136312,3.496150448,6.676763852
E02003562,Southampton 014,446,977,640,446,474,435,301,330,424,3845,8318,5.361865833,11.74561193,7.694157249,5.361865833,5.698485213,5.229622505,3.618658331,3.967299832,5.097379178
E02003563,Southampton 015,357,798,458,358,421,458,314,340,553,3962,8019,4.451926674,9.951365507,5.711435341,4.464397057,5.250031176,5.711435341,3.915700212,4.239930166,6.896121711
E02003564,Southampton 016,355,556,425,359,489,446,347,312,450,4348,8087,4.389761345,6.875231854,5.25534809,4.439223445,6.046741684,5.515024113,4.290837146,3.858043774,5.564486212
E02003565,Southampton 017,205,821,380,212,230,304,282,269,525,3530,6758,3.033441847,12.14856466,5.622965374,3.137022788,3.403373779,4.498372299,4.172832199,3.980467594,7.768570583
E02003566,Southampton 018,255,415,347,290,369,359,268,283,373,3446,6405,3.981264637,6.479313037,5.417642467,4.527712724,5.761124122,5.604996097,4.184231069,4.418423107,5.823575332
E02003567,Southampton 019,366,551,422,368,427,443,360,378,550,4198,8063,4.53925338,6.833684733,5.233783951,4.564058043,5.29579561,5.494232916,4.46483939,4.688081359,6.821282401
E02003568,Southampton 020,429,1372,662,373,333,385,312,323,558,3519,8266,5.189934672,16.59811275,8.00871038,4.512460682,4.02855069,4.65763368,3.774497943,3.907573191,6.750544399
E02003569,Southampton 021,349,848,564,306,408,476,376,414,680,3397,7818,4.464057304,10.84676388,7.214121259,3.914044513,5.218726017,6.088513686,4.809414172,5.295471988,8.697876695
E02003570,Southampton 022,260,674,453,243,366,482,522,723,1064,6819,11606,2.240220576,5.807341031,3.903153541,2.093744615,3.153541272,4.153024298,4.497673617,6.229536447,9.167671894
E02003571,Southampton 023,257,912,506,257,252,388,479,270,679,4968,8968,2.865744871,10.16949153,5.642283675,2.865744871,2.809991079,4.326494202,5.341213202,3.010704728,7.571364853
E02003572,Southampton 024,359,571,446,290,351,334,211,236,290,3088,6176,5.812823834,9.245466321,7.221502591,4.695595855,5.683290155,5.408031088,3.416450777,3.821243523,4.695595855
E02003573,Southampton 025,249,363,323,306,447,464,342,370,498,4510,7872,3.163109756,4.611280488,4.103150407,3.887195122,5.678353659,5.894308943,4.344512195,4.700203252,6.326219512
E02003574,Southampton 026,351,563,473,381,592,401,332,354,382,3829,7658,4.583442152,7.351788979,6.176547401,4.975189344,7.730477932,5.236354139,4.335335597,4.622616871,4.988247584
E02003575,Southampton 027,215,272,249,237,374,382,300,275,440,3787,6531,3.291992038,4.164752718,3.812586128,3.628847037,5.726534987,5.849027714,4.593477262,4.21068749,6.737099985
E02003576,Southampton 028,377,578,514,408,550,508,357,365,493,3976,8126,4.639428993,7.112970711,6.325375338,5.020920502,6.768397736,6.251538272,4.393305439,4.491754861,6.066945607
E02003578,Southampton 030,290,485,442,331,481,372,275,294,357,3010,6337,4.576297933,7.653463784,6.974909263,5.223291778,7.590342433,5.870285624,4.339592867,4.639419284,5.633580559
E02003579,Southampton 031,561,987,742,502,603,543,391,392,508,4356,9585,5.852895149,10.29733959,7.741262389,5.237350026,6.291079812,5.665101721,4.079290558,4.089723526,5.299947835
E02003580,Southampton 032,194,236,257,188,344,369,258,270,409,3673,6198,3.130041949,3.807679897,4.146498871,3.033236528,5.550177477,5.953533398,4.162633107,4.35624395,6.598902872
E02003581,Isle of Wight 001,473,724,460,275,453,459,327,230,360,4040,7801,6.063325215,9.280861428,5.896679913,3.525189078,5.806947827,5.883861043,4.191770286,2.948339956,4.614792975
E02003582,Isle of Wight 002,516,808,484,352,512,382,280,228,296,4724,8582,6.012584479,9.415054766,5.639711023,4.101608017,5.965975297,4.451176882,3.262642741,2.656723375,3.449079469
E02003583,Isle of Wight 003,330,454,387,254,403,437,309,233,305,4592,7704,4.283489097,5.893042575,5.023364486,3.296988577,5.231048806,5.672377985,4.010903427,3.024402908,3.958982347
E02003584,Isle of Wight 004,293,413,282,194,295,425,283,181,311,3452,6129,4.780551477,6.738456518,4.601076848,3.165279817,4.813183227,6.934247022,4.617392723,2.953173438,5.074237233
E02003585,Isle of Wight 005,380,466,316,252,336,324,192,120,201,4012,6599,5.75844825,7.061676012,4.788604334,3.818760418,5.091680558,4.909834823,2.909531747,1.818457342,3.045916048
E02003586,Isle of Wight 006,406,490,355,282,453,447,237,175,314,4532,7691,5.278897413,6.371083084,4.615784683,3.666623326,5.8900013,5.811988038,3.081523859,2.275386816,4.082694058
E02003587,Isle of Wight 007,337,420,392,282,480,578,365,279,416,5023,8572,3.931404573,4.899673355,4.573028465,3.289780681,5.599626692,6.742883808,4.258049463,3.254783014,4.853009799
E02003588,Isle of Wight 008,364,547,421,322,557,531,347,276,488,5414,9267,3.927916262,5.902665372,4.54300205,3.474695155,6.010575159,5.730009712,3.744469623,2.978310133,5.265997626
E02003589,Isle of Wight 009,297,531,387,256,492,486,399,275,457,3830,7410,4.008097166,7.165991903,5.222672065,3.454790823,6.639676113,6.558704453,5.384615385,3.71120108,6.16734143
E02003590,Isle of Wight 010,449,496,333,252,364,252,165,114,198,4701,7324,6.130529765,6.772255598,4.546695795,3.440742764,4.96996177,3.440742764,2.252867286,1.556526488,2.703440743
E02003591,Isle of Wight 011,444,718,482,390,566,499,399,274,417,5227,9416,4.71537808,7.625318607,5.118946474,4.141886151,6.01104503,5.299490229,4.237468139,2.909940527,4.428632116
E02003592,Isle of Wight 012,480,486,379,288,548,481,241,169,356,6267,9695,4.951005673,5.012893244,3.909231563,2.970603404,5.652398143,4.961320268,2.485817432,1.743166581,3.671995874
E02003593,Isle of Wight 013,367,401,266,188,341,235,132,104,169,3058,5261,6.975860103,7.622125071,5.05607299,3.573465121,6.48165748,4.466831401,2.509028702,1.976810492,3.21231705
E02003594,Isle of Wight 014,461,450,390,279,544,579,403,241,448,5509,9304,4.954858126,4.836629407,4.191745486,2.998710232,5.846947549,6.223129837,4.331470335,2.590283749,4.815133276
E02003595,Isle of Wight 015,404,426,370,297,474,385,297,181,266,4922,8022,5.036150586,5.31039641,4.612316131,3.702318624,5.908750935,4.79930192,3.702318624,2.256295188,3.315881326
E02003596,Isle of Wight 016,498,385,314,265,431,486,341,224,417,5351,8712,5.716253444,4.419191919,3.604224059,3.041781451,4.947199265,5.578512397,3.914141414,2.571166208,4.786501377
E02003597,Isle of Wight 017,357,395,261,220,412,238,148,132,179,3358,5700,6.263157895,6.929824561,4.578947368,3.859649123,7.228070175,4.175438596,2.596491228,2.315789474,3.140350877
E02003598,Isle of Wight 018,391,371,327,203,422,363,241,148,272,4537,7275,5.374570447,5.099656357,4.494845361,2.790378007,5.800687285,4.989690722,3.312714777,2.034364261,3.738831615
E02003599,Central Bedfordshire 001,329,501,419,298,348,270,239,210,306,2828,5748,5.723729993,8.716075157,7.289491997,5.184411969,6.054279749,4.697286013,4.157967989,3.653444676,5.323590814
E02003600,Central Bedfordshire 002,480,480,454,320,397,288,234,240,313,3222,6428,7.467330429,7.467330429,7.062850031,4.978220286,6.176104543,4.480398258,3.640323584,3.733665215,4.869321717
E02003601,Central Bedfordshire 003,710,825,667,421,489,310,236,250,277,3971,8156,8.70524767,10.11525257,8.178028445,5.161844041,5.995586072,3.800882786,2.893575282,3.065228053,3.396272683
E02003602,Central Bedfordshire 004,663,618,461,311,396,259,192,153,238,3276,6567,10.09593422,9.410689813,7.019948226,4.735800213,6.030150754,3.943962235,2.923709456,2.329830973,3.624181514
E02003603,Central Bedfordshire 005,743,1142,975,571,719,528,411,381,575,5269,11314,6.567085027,10.09368923,8.61764186,5.046844617,6.354958459,4.666784515,3.632667492,3.367509281,5.082199045
E02003604,Central Bedfordshire 006,873,1244,1005,626,610,471,444,341,460,5153,11227,7.77589739,11.0804311,8.951634453,5.575843948,5.433330364,4.195243609,3.954751937,3.037320745,4.097265521
E02003605,Central Bedfordshire 007,827,1121,777,492,473,330,301,225,372,5378,10296,8.032245532,10.88772339,7.546620047,4.778554779,4.594017094,3.205128205,2.923465423,2.185314685,3.613053613
E02003606,Central Bedfordshire 008,869,963,737,466,526,368,235,213,292,4652,9321,9.323034009,10.33150949,7.906876945,4.999463577,5.643171334,3.948074241,2.521188714,2.285162536,3.132711083
E02003607,Central Bedfordshire 009,1039,1301,903,587,623,412,334,276,436,5294,11205,9.27264614,11.610888,8.058902276,5.238732709,5.560017849,3.676929942,2.980812137,2.463186078,3.891120036
E02003608,Central Bedfordshire 010,955,1269,991,677,787,600,379,347,491,5689,12185,7.837505129,10.41444399,8.132950349,5.55601149,6.458760771,4.924086992,3.110381617,2.847763644,4.029544522
E02003609,Central Bedfordshire 011,933,1279,1148,713,671,513,326,295,444,5524,11846,7.876076313,10.79689347,9.691034949,6.018909336,5.664359277,4.330575722,2.751983792,2.490292082,3.748100625
E02003610,Central Bedfordshire 012,874,1165,785,438,425,326,219,174,270,4298,8974,9.739246713,12.98194785,8.747492757,4.880766659,4.735903722,3.632716737,2.44038333,1.9389347,3.008691776
E02003611,Central Bedfordshire 013,859,1061,859,524,485,433,288,256,334,4789,9888,8.687297735,10.73017799,8.687297735,5.299352751,4.904935275,4.379045307,2.912621359,2.588996764,3.377831715
E02003612,Central Bedfordshire 014,1114,1436,1088,655,640,490,412,275,400,5910,12420,8.969404187,11.56199678,8.760064412,5.273752013,5.152979066,3.945249597,3.317230274,2.214170692,3.220611916
E02003613,Central Bedfordshire 015,419,535,435,280,358,252,189,192,277,2774,5711,7.336718613,9.367886535,7.616879706,4.902819121,6.268604448,4.412537209,3.309402907,3.361933112,4.850288916
E02003614,Central Bedfordshire 016,688,961,725,508,459,379,260,239,301,3624,8144,8.447937132,11.80009823,8.902259332,6.237721022,5.636051081,4.653732809,3.192534381,2.934675835,3.695972495
E02003615,Central Bedfordshire 017,1077,1146,845,524,501,351,243,235,319,5267,10508,10.24933384,10.9059764,8.041492196,4.986676818,4.767795965,3.340312143,2.312523791,2.236391321,3.035782261
E02003616,Bedford 001,558,617,387,270,296,202,106,111,178,2948,5673,9.836065574,10.87607968,6.821787414,4.759386568,5.217697867,3.560726247,1.868499912,1.9566367,3.137669663
E02003617,Bedford 002,895,1008,598,411,470,248,230,153,250,4772,9035,9.905921417,11.15661317,6.618705036,4.548976204,5.201992252,2.744881018,2.545655783,1.693414499,2.767017156
E02003618,Bedford 003,703,839,623,457,501,394,224,195,322,4499,8757,8.027863424,9.580906703,7.114308553,5.218682197,5.721137376,4.499257737,2.557953637,2.226789997,3.677058353
E02003619,Bedford 004,1125,1198,873,598,624,435,403,296,370,5933,11855,9.489666807,10.10544074,7.363981442,5.044285112,5.263601856,3.669337832,3.399409532,2.496836778,3.121045972
E02003620,Bedford 005,473,856,491,347,367,323,238,224,356,4487,8162,5.795148248,10.48762558,6.015682431,4.251408968,4.496446949,3.957363391,2.915951973,2.744425386,4.36167606
E02003621,Bedford 006,513,786,492,446,351,321,272,168,342,4370,8061,6.363974693,9.750651284,6.103461109,5.532812306,4.354298474,3.982136211,3.374271182,2.084108671,4.242649795
E02003622,Bedford 007,394,640,490,380,496,461,401,327,622,4999,9210,4.27795874,6.948968512,5.320304017,4.125950054,5.385450597,5.005428882,4.353963084,3.550488599,6.753528773
E02003623,Bedford 008,1215,1826,1099,647,460,421,372,248,369,6173,12830,9.469992206,14.23226812,8.565861263,5.042868277,3.585346843,3.281371785,2.899454404,1.932969602,2.876071707
E02003624,Bedford 009,320,678,388,237,230,258,197,163,302,3162,5935,5.391743892,11.42375737,6.537489469,3.99326032,3.875315922,4.347093513,3.319292334,2.746419545,5.088458298
E02003625,Bedford 010,411,925,567,356,346,426,282,330,681,4547,8871,4.633074062,10.42723481,6.391613121,4.013076316,3.900349453,4.802164356,3.178897531,3.719986473,7.676699357
E02003626,Bedford 011,331,603,463,289,277,256,230,198,306,2657,5610,5.900178253,10.7486631,8.25311943,5.151515152,4.937611408,4.563279857,4.099821747,3.529411765,5.454545455
E02003627,Bedford 012,669,1299,732,367,471,501,364,359,902,4985,10649,6.282280026,12.19832848,6.873884872,3.446332989,4.422950512,4.704667105,3.41816133,3.371208564,8.470278899
E02003628,Bedford 013,346,580,403,293,351,399,405,507,806,5688,9778,3.538555942,5.931683371,4.121497239,2.996522806,3.589691143,4.080589078,4.141951319,5.185109429,8.242994477
E02003629,Bedford 014,411,654,510,397,600,536,456,553,947,5620,10684,3.84687383,6.121302883,4.773493074,3.715836765,5.615874204,5.016847623,4.268064395,5.175964058,8.863721453
E02003630,Bedford 015,357,918,490,388,501,591,492,604,1288,5744,11373,3.139013453,8.071748879,4.308449837,3.411588851,4.40517014,5.196518069,4.326035347,5.310823881,11.32506814
E02003631,Bedford 016,273,414,344,262,270,291,229,204,412,2808,5507,4.957327038,7.517704739,6.246595242,4.75758126,4.902850917,5.284183766,4.158343926,3.704376248,7.481387325
E02003632,Bedford 017,279,484,369,274,346,353,265,279,530,3028,6207,4.494925085,7.797647817,5.944900918,4.414370872,5.574351539,5.687127437,4.269373288,4.494925085,8.538746576
E02003633,Bedford 018,576,880,743,495,553,522,450,450,760,5131,10560,5.454545455,8.333333333,7.035984848,4.6875,5.236742424,4.943181818,4.261363636,4.261363636,7.196969697
E02003635,Bedford 020,789,1188,871,498,533,448,338,250,397,5036,10348,7.62466177,11.48047932,8.417085427,4.812524159,5.150753769,4.329339003,3.266331658,2.415925783,3.836490143
E02003636,Central Bedfordshire 018,569,757,566,412,441,322,173,221,267,3555,7283,7.812714541,10.39406838,7.771522724,5.657009474,6.055197034,4.421254977,2.375394755,3.03446382,3.666071674
E02003637,Central Bedfordshire 019,1008,1144,912,526,627,407,338,285,350,5101,10698,9.422321929,10.69358759,8.524957936,4.91680688,5.860908581,3.80444943,3.15946906,2.664049355,3.271639559
E02003638,Central Bedfordshire 020,596,676,530,406,391,279,241,244,328,3996,7687,7.753349811,8.794067907,6.894757383,5.281644335,5.086509692,3.629504358,3.135163263,3.174190191,4.266944191
E02003639,Central Bedfordshire 021,631,949,763,420,517,358,379,355,499,4712,9583,6.584576855,9.902953146,7.96201607,4.38276114,5.39497026,3.735782114,3.954920171,3.704476677,5.20713764
E02003640,Central Bedfordshire 022,456,696,496,308,294,220,199,155,249,2974,6047,7.540929386,11.50983959,8.20241442,5.093434761,4.861914999,3.638167686,3.290888044,2.563254506,4.117744336
E02003641,Central Bedfordshire 023,401,649,475,292,231,197,187,124,210,2593,5359,7.482739317,12.11046837,8.863593954,5.448777757,4.310505691,3.676058966,3.489456988,2.313864527,3.918641538
E02003642,Central Bedfordshire 025,381,566,428,415,567,507,357,549,760,5077,9607,3.965858228,5.891537421,4.455084834,4.319766837,5.901946497,5.277401894,3.716040387,5.714583116,7.910898303
E02003643,Central Bedfordshire 024,1055,1535,1196,793,761,593,483,423,532,6353,13724,7.687263189,11.18478578,8.714660449,5.778198776,5.545030603,4.320897697,3.519382104,3.082191781,3.876420869
E02003644,Central Bedfordshire 026,596,740,647,525,646,522,386,464,624,4908,10058,5.925631338,7.3573275,6.432690396,5.219725592,6.422748061,5.189898588,3.837741102,4.61324319,6.204016703
E02003645,Central Bedfordshire 027,427,556,426,368,468,357,271,291,400,3419,6983,6.114850351,7.962193899,6.100529858,5.269941286,6.701990548,5.112415867,3.880853501,4.167263354,5.72819705
E02003646,Central Bedfordshire 028,618,862,702,527,661,488,405,467,624,5313,10667,5.793568951,8.080997469,6.581044342,4.94047061,6.196681354,4.574857036,3.796756351,4.377988188,5.849817193
E02003647,Central Bedfordshire 029,646,895,696,555,674,483,438,507,734,4875,10503,6.150623631,8.521374845,6.626678092,5.284204513,6.417214129,4.59868609,4.170237075,4.827192231,6.988479482
E02003648,Central Bedfordshire 030,263,361,304,267,325,265,219,265,352,2901,5522,4.762767113,6.537486418,5.50525172,4.835204636,5.885548714,4.798985875,3.965954364,4.798985875,6.374501992
E02003649,Central Bedfordshire 031,451,656,471,358,441,267,236,212,299,3215,6606,6.827126854,9.930366334,7.129881926,5.419315774,6.675749319,4.0417802,3.57250984,3.209203754,4.526188314
E02003650,Central Bedfordshire 032,665,657,434,355,386,214,154,186,195,3753,6999,9.501357337,9.387055294,6.200885841,5.072153165,5.515073582,3.057579654,2.200314331,2.657522503,2.786112302
E02003651,Central Bedfordshire 033,616,641,485,359,402,327,199,192,267,3510,6998,8.802515004,9.159759931,6.930551586,5.130037153,5.744498428,4.672763647,2.84366962,2.74364104,3.815375822
E02003652,Buckinghamshire 001,887,1224,774,459,444,364,320,219,329,5536,10556,8.402804092,11.59530125,7.33232285,4.348237969,4.206138689,3.448275862,3.031451307,2.074649488,3.116710875
E02003653,Buckinghamshire 002,454,725,498,270,326,291,257,190,288,3453,6752,6.723933649,10.73755924,7.375592417,3.998815166,4.828199052,4.309834123,3.806279621,2.813981043,4.265402844
E02003654,Buckinghamshire 003,657,650,432,293,277,181,147,118,134,2900,5789,11.34911038,11.2281914,7.462428744,5.061323199,4.784936949,3.126619451,2.53929867,2.038348592,2.314734842
E02003655,Buckinghamshire 004,1041,1135,820,488,596,399,278,240,338,5027,10362,10.0463231,10.95348388,7.913530207,4.709515538,5.75178537,3.850607991,2.682879753,2.316155182,3.261918549
E02003656,Buckinghamshire 005,542,708,546,343,341,299,185,121,207,3348,6640,8.162650602,10.6626506,8.222891566,5.165662651,5.135542169,4.503012048,2.786144578,1.822289157,3.11746988
E02003657,Buckinghamshire 006,852,836,543,347,378,256,161,142,216,3738,7469,11.40714955,11.19293078,7.270049538,4.645869594,5.060918463,3.427500335,2.155576382,1.901191592,2.891953407
E02003658,Buckinghamshire 007,975,1212,778,477,562,349,247,199,283,4929,10011,9.739286785,12.10668265,7.771451403,4.764758765,5.613824793,3.486165218,2.467285985,1.987813405,2.826890421
E02003659,Buckinghamshire 009,919,1071,756,465,522,432,262,211,321,4829,9788,9.389047814,10.94196976,7.723743359,4.750715161,5.333060891,4.413567634,2.676747037,2.155700858,3.27952595
E02003660,Buckinghamshire 008,1143,1293,917,507,523,339,256,214,260,5349,10801,10.58235349,11.97111379,8.489954634,4.694009814,4.842144246,3.138598278,2.370150912,1.981298028,2.40718452
E02003661,Buckinghamshire 010,630,640,420,266,398,203,137,126,184,2884,5888,10.69972826,10.86956522,7.133152174,4.517663043,6.75951087,3.447690217,2.326766304,2.139945652,3.125
E02003662,Buckinghamshire 012,391,582,439,332,328,354,285,257,330,2916,6214,6.292243322,9.36594786,7.06469263,5.34277438,5.278403605,5.696813647,4.586417766,4.135822337,5.310588993
E02003663,Buckinghamshire 011,905,1500,1114,682,688,731,545,524,661,6757,14107,6.415254838,10.63301907,7.896788828,4.834479336,4.877011413,5.181824626,3.863330262,3.714467995,4.68561707
E02003664,Buckinghamshire 013,374,693,510,371,450,452,352,337,472,4111,8122,4.604777148,8.532381187,6.279241566,4.567840433,5.540507264,5.565131741,4.333907904,4.149224329,5.811376508
E02003665,Buckinghamshire 014,377,542,491,303,336,336,245,194,261,3097,6182,6.098350049,8.767389194,7.942413458,4.901326432,5.435134261,5.435134261,3.963118732,3.138142996,4.221934649
E02003666,Buckinghamshire 015,464,812,570,334,385,410,326,305,461,3531,7598,6.106870229,10.6870229,7.501974204,4.395893656,5.067122927,5.396156883,4.29060279,4.014214267,6.067386154
E02003667,Buckinghamshire 016,648,1037,878,549,565,499,404,349,467,3996,9392,6.899488927,11.04131175,9.348381601,5.845400341,6.015758092,5.313032368,4.30153322,3.71592845,4.972316865
E02003668,Buckinghamshire 018,660,966,636,456,386,371,255,190,259,4592,8771,7.524797629,11.01356744,7.251168624,5.198951089,4.400866492,4.229848364,2.907308175,2.16622962,2.952913009
E02003669,Buckinghamshire 017,294,474,353,253,401,442,327,396,544,3929,7413,3.966005666,6.3941724,4.761904762,3.412923243,5.409415891,5.962498314,4.411169567,5.341966815,7.338459463
E02003670,Buckinghamshire 019,569,1089,721,513,512,548,357,272,341,4238,9160,6.211790393,11.88864629,7.871179039,5.600436681,5.589519651,5.982532751,3.897379913,2.969432314,3.722707424
E02003671,Buckinghamshire 020,297,478,372,278,342,398,284,287,345,2883,5964,4.979879276,8.014755198,6.237424547,4.66130114,5.734406439,6.673373575,4.761904762,4.812206573,5.784708249
E02003672,Buckinghamshire 021,1283,1455,1001,646,541,430,293,225,291,6294,12459,10.29777671,11.67830484,8.034352677,5.185006822,4.342242556,3.451320331,2.351713621,1.805923429,2.335660968
E02003673,Buckinghamshire 022,951,1193,707,391,446,322,216,141,257,4827,9451,10.06242726,12.62300286,7.480689874,4.137128346,4.719077346,3.407046873,2.285472437,1.491905618,2.719288964
E02003674,Buckinghamshire 023,656,687,402,204,253,155,126,87,122,2867,5559,11.80068358,12.35833783,7.23151646,3.669724771,4.551178269,2.788271272,2.266594711,1.565029682,2.194639324
E02003675,Buckinghamshire 024,978,1024,948,672,422,308,243,160,274,4623,9652,10.132615,10.60920017,9.821798591,6.962287609,4.37215085,3.191048487,2.51761293,1.657687526,2.838789888
E02003676,Buckinghamshire 029,1046,899,546,325,330,239,189,95,169,4308,8146,12.84065799,11.03609133,6.70267616,3.989688191,4.051068009,2.933955315,2.320157132,1.166216548,2.074637859
E02003677,Buckinghamshire 027,737,1013,709,455,520,419,346,297,401,5508,10405,7.083133109,9.735703988,6.814031716,4.372897645,4.997597309,4.026910139,3.325324363,2.854396925,3.853916386
E02003678,Buckinghamshire 028,483,715,447,287,240,232,185,156,165,2909,5819,8.300395257,12.28733459,7.681732256,4.932118921,4.124420003,3.986939337,3.179240419,2.680873002,2.835538752
E02003679,Buckinghamshire 030,485,788,591,312,358,316,250,152,264,3354,6870,7.059679767,11.47016012,8.602620087,4.541484716,5.211062591,4.599708879,3.639010189,2.212518195,3.84279476
E02003680,Buckinghamshire 031,1091,1130,723,462,407,317,236,105,216,5138,9825,11.1043257,11.50127226,7.358778626,4.702290076,4.142493639,3.226463104,2.402035623,1.06870229,2.198473282
E02003681,Buckinghamshire 032,1124,1569,719,377,250,263,219,95,230,5719,10565,10.63890204,14.85092286,6.805489825,3.568386181,2.366303833,2.489351633,2.072882158,0.899195457,2.176999527
E02003682,Buckinghamshire 034,801,1128,573,315,227,246,200,89,166,3828,7573,10.57705005,14.89502179,7.566354153,4.159514063,2.997491087,3.248382411,2.64096131,1.175227783,2.191997887
E02003683,Buckinghamshire 035,827,995,424,293,182,203,154,60,165,3864,7167,11.53899819,13.88307521,5.916003907,4.088181945,2.539416771,2.832426399,2.148737268,0.837170364,2.302218501
E02003685,Buckinghamshire 047,1001,985,538,317,277,243,164,68,181,4232,8006,12.50312266,12.30327255,6.71996003,3.959530352,3.459905071,3.035223582,2.048463652,0.849362978,2.260804397
E02003686,Buckinghamshire 050,861,903,561,360,250,243,165,87,162,3968,7560,11.38888889,11.94444444,7.420634921,4.761904762,3.306878307,3.214285714,2.182539683,1.150793651,2.142857143
E02003687,Buckinghamshire 054,639,675,444,255,223,189,141,78,124,3048,5816,10.9869326,11.60591472,7.634112792,4.384456671,3.834250344,3.249656121,2.42434663,1.341127923,2.132049519
E02003688,Buckinghamshire 053,1567,1470,873,438,346,338,279,119,241,6565,12236,12.8064727,12.01372998,7.134684537,3.579601177,2.827721478,2.762340634,2.280156914,0.972540046,1.969597908
E02003689,Buckinghamshire 058,1356,1200,638,367,173,202,160,78,113,4975,9262,14.64046642,12.95616498,6.888361045,3.962427122,1.867847117,2.180954437,1.727488663,0.842150723,1.220038868
E02003690,Buckinghamshire 059,731,823,523,371,345,257,160,203,268,3795,7476,9.777956126,11.00856073,6.995719636,4.962546816,4.614767255,3.437667202,2.140181915,2.715355805,3.584804708
E02003691,Buckinghamshire 063,872,835,512,350,251,198,180,76,142,3879,7295,11.95339273,11.44619602,7.018505826,4.797806717,3.440712817,2.7141878,2.467443454,1.041809459,1.946538725
E02003692,Buckinghamshire 064,891,1056,598,470,370,289,234,193,231,4558,8890,10.02249719,11.87851519,6.726659168,5.286839145,4.161979753,3.250843645,2.632170979,2.170978628,2.598425197
E02003693,Buckinghamshire 065,878,907,528,363,278,212,160,126,145,3620,7217,12.16571983,12.56754884,7.316059304,5.029790772,3.852016073,2.93750866,2.216987668,1.745877789,2.009145074
E02003694,Buckinghamshire 066,624,858,632,479,474,353,248,242,315,4217,8442,7.391613362,10.16346837,7.486377636,5.674010898,5.614783227,4.181473584,2.93769249,2.866619285,3.731343284
E02003695,Buckinghamshire 067,1029,1287,828,626,526,355,304,328,338,5186,10807,9.521606366,11.9089479,7.66170075,5.792541871,4.867215694,3.28490793,2.81299158,3.035069862,3.12760248
E02003696,Buckinghamshire 026,796,881,623,368,401,310,224,123,222,4598,8546,9.314299087,10.30891645,7.289960215,4.306108121,4.692253686,3.627428037,2.621109291,1.439269834,2.597706529
E02003697,Buckinghamshire 025,786,756,501,315,263,187,140,105,94,3161,6308,12.46036779,11.98478123,7.942295498,4.993658846,4.169308814,2.964489537,2.219403932,1.664552949,1.490171211
E02003698,Buckinghamshire 033,881,972,713,427,412,278,196,122,168,4101,8270,10.65296252,11.75332527,8.621523579,5.163240629,4.981862152,3.361547763,2.370012092,1.475211608,2.031438936
E02003699,Buckinghamshire 037,524,561,432,331,404,238,147,145,169,2899,5850,8.957264957,9.58974359,7.384615385,5.658119658,6.905982906,4.068376068,2.512820513,2.478632479,2.888888889
E02003701,Buckinghamshire 038,806,1293,815,543,534,489,430,334,478,6578,12300,6.552845528,10.51219512,6.62601626,4.414634146,4.341463415,3.975609756,3.495934959,2.715447154,3.886178862
E02003702,Buckinghamshire 040,1132,905,743,504,416,249,180,138,183,3733,8183,13.83355738,11.05951363,9.079799585,6.159110351,5.083710131,3.042893804,2.199682268,1.686423072,2.236343639
E02003703,Buckinghamshire 041,721,1191,706,391,373,375,363,211,374,4261,8966,8.041490074,13.2835155,7.87419139,4.360919027,4.160160607,4.182467098,4.048628151,2.35333482,4.171313852
E02003704,Buckinghamshire 045,627,658,492,294,264,211,141,105,113,2906,5811,10.78988126,11.32335226,8.466701084,5.05937016,4.543107899,3.631044571,2.426432628,1.806917914,1.944587851
E02003705,Buckinghamshire 042,399,696,461,306,322,311,302,314,369,3627,7107,5.6141832,9.793161672,6.486562544,4.305614183,4.530744337,4.375967356,4.249331645,4.41817926,5.192064162
E02003706,Buckinghamshire 043,414,655,445,294,399,337,292,250,325,3357,6768,6.117021277,9.677895981,6.575059102,4.343971631,5.895390071,4.979314421,4.314420804,3.693853428,4.802009456
E02003707,Buckinghamshire 044,404,682,488,304,388,366,306,261,370,3181,6750,5.985185185,10.1037037,7.22962963,4.503703704,5.748148148,5.422222222,4.533333333,3.866666667,5.481481481
E02003708,Buckinghamshire 046,337,550,399,301,478,498,516,549,789,5358,9775,3.447570332,5.626598465,4.081841432,3.079283887,4.890025575,5.094629156,5.278772379,5.616368286,8.071611253
