Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_car
E02006391,Reigate and Banstead 017,1194
E02006392,Reigate and Banstead 018,1771
E02006393,Runnymede 001,1176
E02006394,Runnymede 002,1357
E02006395,Runnymede 003,1577
E02006396,Runnymede 004,933
E02006397,Runnymede 005,935
E02006398,Runnymede 006,1714
E02006399,Runnymede 007,2085
E02006400,Runnymede 008,861
E02006401,Runnymede 009,1924
E02006402,Runnymede 010,1398
E02006403,Spelthorne 001,1203
E02006404,Spelthorne 002,1154
E02006405,Spelthorne 003,1910
E02006406,Spelthorne 004,1882
E02006407,Spelthorne 005,1410
E02006408,Spelthorne 006,1573
E02006409,Spelthorne 007,1095
E02006410,Spelthorne 008,1383
E02006411,Spelthorne 009,1287
E02006412,Spelthorne 010,1298
E02006413,Spelthorne 011,1136
E02006414,Spelthorne 012,886
E02006415,Spelthorne 013,1343
E02006416,Surrey Heath 001,1144
E02006417,Surrey Heath 002,983
E02006418,Surrey Heath 003,881
E02006419,Surrey Heath 004,1241
E02006420,Surrey Heath 005,913
E02006421,Surrey Heath 006,1143
E02006422,Surrey Heath 007,793
E02006423,Surrey Heath 008,1892
E02006424,Surrey Heath 009,661
E02006425,Surrey Heath 010,914
E02006426,Surrey Heath 011,768
E02006427,Surrey Heath 012,1014
E02006429,Tandridge 002,1755
E02006430,Tandridge 003,1550
E02006431,Tandridge 004,1897
E02006432,Tandridge 005,838
E02006433,Tandridge 006,1564
E02006434,Tandridge 007,1043
E02006435,Tandridge 008,934
E02006436,Tandridge 009,931
E02006437,Tandridge 010,1294
E02006438,Tandridge 011,1056
E02006439,Waverley 001,1008
E02006440,Waverley 002,1055
E02006441,Waverley 003,1642
E02006442,Waverley 004,745
E02006443,Waverley 005,1489
E02006444,Waverley 006,1045
E02006445,Waverley 007,1754
E02006446,Waverley 008,950
E02006447,Waverley 009,894
E02006448,Waverley 010,1158
E02006449,Waverley 011,1114
E02006450,Waverley 012,855
E02006451,Waverley 013,1900
E02006453,Waverley 015,1094
E02006454,Waverley 016,1128
E02006455,Waverley 017,1093
E02006456,Woking 001,1282
E02006457,Woking 002,1393
E02006458,Woking 003,1341
E02006459,Woking 004,1420
E02006460,Woking 005,1789
E02006461,Woking 006,1177
E02006462,Woking 007,1381
E02006463,Woking 008,2498
E02006464,Woking 009,1206
E02006465,Woking 010,1019
E02006466,Woking 011,1812
E02006467,Woking 012,988
E02006534,Adur 001,1521
E02006535,Adur 002,1383
E02006536,Adur 003,1161
E02006537,Adur 004,1932
E02006538,Adur 005,2100
E02006539,Adur 006,1318
E02006540,Adur 007,1149
E02006541,Adur 008,1711
E02006542,Arun 001,1069
E02006543,Arun 002,1005
E02006544,Arun 003,1783
E02006545,Arun 004,1977
E02006546,Arun 005,1922
E02006547,Arun 006,1146
E02006548,Arun 007,1903
E02006549,Arun 008,1373
E02006550,Arun 009,1910
E02006551,Arun 010,1969
E02006552,Arun 011,1734
E02006553,Arun 012,1697
E02006554,Arun 013,1334
E02006555,Arun 014,1358
E02006556,Arun 015,1824
E02006557,Arun 016,1214
E02006558,Arun 017,2252
E02006559,Arun 018,1638
E02006560,Arun 019,1952
E02006561,Chichester 001,915
E02006562,Chichester 002,693
E02006563,Chichester 003,744
E02006564,Chichester 004,1622
E02006565,Chichester 005,1322
E02006566,Chichester 006,1555
E02006567,Chichester 007,1227
E02006568,Chichester 008,2525
E02006569,Chichester 009,1598
E02006570,Chichester 010,2074
E02006571,Chichester 011,1544
E02006572,Chichester 012,2021
E02006573,Chichester 013,2018
E02006574,Chichester 014,2263
E02006575,Crawley 001,1261
E02006576,Crawley 002,1726
E02006577,Crawley 003,1445
E02006578,Crawley 004,2247
E02006579,Crawley 005,1475
E02006580,Crawley 006,1320
E02006581,Crawley 007,1816
E02006582,Crawley 008,1163
E02006583,Crawley 009,1581
E02006584,Crawley 010,1251
E02006585,Crawley 011,1259
E02006586,Crawley 012,1143
E02006587,Crawley 013,1537
E02006588,Horsham 001,1810
E02006589,Horsham 002,1803
E02006590,Horsham 003,1629
E02006591,Horsham 004,1678
E02006592,Horsham 005,716
E02006593,Horsham 006,2445
E02006594,Horsham 007,1827
E02006595,Horsham 008,1183
E02006596,Horsham 009,1297
E02006597,Horsham 010,1931
E02006598,Horsham 011,718
E02006599,Horsham 012,992
E02006600,Horsham 013,1939
E02006601,Horsham 014,1509
E02006602,Horsham 015,964
E02006603,Horsham 016,1516
E02006604,Mid Sussex 001,2668
E02006605,Mid Sussex 002,820
E02006606,Mid Sussex 003,1381
E02006607,Mid Sussex 004,1277
E02006608,Mid Sussex 005,903
E02006609,Mid Sussex 006,922
E02006610,Mid Sussex 007,1182
E02006611,Mid Sussex 008,2110
E02006612,Mid Sussex 009,2789
E02006613,Mid Sussex 010,1587
E02006614,Mid Sussex 011,2320
E02006615,Mid Sussex 012,1100
E02006616,Mid Sussex 013,1745
E02006617,Mid Sussex 014,1731
E02006618,Mid Sussex 015,1031
E02006619,Mid Sussex 016,1253
E02006620,Mid Sussex 017,1825
E02006621,Worthing 001,1262
E02006622,Worthing 002,1400
E02006623,Worthing 003,1518
E02006624,Worthing 004,1031
E02006625,Worthing 005,1418
E02006626,Worthing 006,1680
E02006627,Worthing 007,1927
E02006628,Worthing 008,1876
E02006629,Worthing 009,1583
E02006630,Worthing 010,2158
E02006631,Worthing 011,2442
E02006632,Worthing 012,1883
E02006633,Worthing 013,1657
E02006782,Bromley 040,1547
E02006783,Lewisham 037,1336
E02006784,Lewisham 038,1388
E02006785,Bexley 029,1218
E02006786,Greenwich 033,1278
E02006787,Bromley 041,1578
E02006788,Croydon 045,1391
E02006789,Bromley 042,981
E02006790,Tandridge 012,1180
E02006791,Ealing 040,1567
E02006792,Hounslow 029,1678
E02006793,Enfield 037,1358
E02006794,Haringey 037,1035
E02006795,Harrow 032,1219
E02006796,Hillingdon 033,1739
E02006798,Lewisham 039,1136
E02006799,Barking and Dagenham 023,1871
E02006800,Redbridge 034,2035
E02006801,Lambeth 036,871
E02006802,Southwark 034,923
E02006821,Portsmouth 026,987
E02006822,Havant 018,1491
E02006823,Buckinghamshire 039,1038
E02006824,Buckinghamshire 036,1242
E02006825,East Cambridgeshire 011,974
E02006826,West Suffolk 015,2215
E02006829,East Hampshire 016,1164
E02006830,Havant 019,1133
E02006831,Havant 020,965
E02006832,Sevenoaks 016,966
E02006833,Tonbridge and Malling 014,1917
E02006836,Sutton 025,1314
E02006837,Epsom and Ewell 010,1875
E02006838,East Hampshire 017,984
E02006839,Waverley 018,1049
E02006853,Tower Hamlets 032,1073
E02006854,Tower Hamlets 033,797
E02006855,Canterbury 019,1144
E02006856,Canterbury 020,2160
E02006857,Eastbourne 013,1789
E02006858,Eastbourne 014,1726
E02006859,Thurrock 019,1331
E02006873,South Cambridgeshire 020,1495
E02006874,South Cambridgeshire 021,1413
E02006877,Peterborough 022,1914
E02006878,Peterborough 023,2008
E02006879,Folkestone and Hythe 014,1368
E02006880,Folkestone and Hythe 015,1687
E02006882,Harrow 033,1912
E02006886,Vale of White Horse 016,2013
E02006907,Norwich 014,1896
E02006908,Norwich 015,1481
E02006918,Hackney 028,1064
E02006921,Hackney 029,913
E02006922,Colchester 022,2448
E02006924,Redbridge 035,1692
E02006925,Redbridge 036,1703
E02006926,Thurrock 020,1174
E02006927,Greenwich 034,2383
E02006928,Greenwich 035,1649
E02006930,Greenwich 037,1780
E02006931,Greenwich 038,1780
E02006937,Luton 022,1810
E02006938,Luton 023,883
E02006939,Reading 019,1233
E02006940,Reading 020,1433
E02006941,Southwark 035,840
E02006942,Southwark 036,773
E02006953,Barnet 042,1728
E02006954,Barnet 043,1640
E02006955,Brent 035,765
E02006956,Brent 036,990
E02006968,Ealing 041,1538
E02006969,Ealing 042,1206
E02006970,Ealing 043,741
E02006971,Ealing 044,887
E02006972,Hounslow 030,1115
E02006973,Hounslow 031,1757
E02006975,Portsmouth 027,875
E02006976,Portsmouth 028,776
E02006978,Chelmsford 022,1753
E02006979,Chelmsford 023,1746
E02006980,Rochford 011,1146
E02006981,Rochford 012,1246
E02006987,Croydon 046,1105
E02006988,Croydon 047,1432
E02006991,Greenwich 039,1052
E02006992,Greenwich 040,1378
E02006993,Greenwich 041,1180
E02006994,Greenwich 042,1093
E02006995,Newham 038,916
E02006996,Newham 039,924
E02006997,Newham 040,841
E02006998,Newham 041,1119
E02006999,Newham 042,1768
E02007004,Thurrock 021,1412
E02007005,Thurrock 022,1599
E02007008,Lewisham 040,641
E02007009,Lewisham 041,1309
E02007010,Bedford 021,1358
E02007011,Bedford 022,1011
E02007012,Milton Keynes 033,1394
E02007013,Milton Keynes 034,1595
E02007014,Milton Keynes 035,1307
E02007015,Milton Keynes 036,1737
E02007016,Milton Keynes 037,1416
E02007017,Redbridge 037,1307
E02007018,Redbridge 038,1202
E02007019,Redbridge 039,867
E02007020,Redbridge 040,1162
E02007021,Oxford 020,1181
E02007032,North Norfolk 015,1416
E02007033,North Norfolk 016,1332
E02007046,Ashford 015,1238
E02007047,Ashford 016,1517
E02007052,Norwich 016,1499
E02007053,Norwich 017,1151
E02007054,South Norfolk 016,1509
E02007055,South Norfolk 017,1520
E02007056,Colchester 023,1509
E02007057,Colchester 024,1563
E02007068,Slough 015,1026
E02007069,Slough 016,971
E02007074,Southampton 033,1197
E02007075,Southampton 034,1592
E02007076,Test Valley 016,1154
E02007077,Test Valley 017,1109
E02007078,Test Valley 018,1033
E02007083,Wandsworth 038,1101
E02007084,Wandsworth 039,1258
E02007085,South Cambridgeshire 022,2258
E02007086,Cambridge 015,2382
E02007087,Cambridge 014,1019
E02007088,North Hertfordshire 016,1012
E02007089,North Hertfordshire 017,1062
E02007090,St Albans 021,932
E02007091,Stevenage 013,1061
E02007092,Welwyn Hatfield 017,994
E02007093,East Hertfordshire 019,998
E02007108,Hackney 030,627
E02007109,Hackney 031,1058
E02007110,Hackney 032,635
E02007111,Hackney 033,481
E02007112,Tower Hamlets 034,600
E02007113,Tower Hamlets 035,866
E02007114,Tower Hamlets 036,840
E02007115,Camden 029,838
E02007116,Oxford 019,1255
