Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does not apply,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,outside the UK,Works mainly from home,Total,% work from home
E02005586,Norwich 003,4422,1140,959,496,277,163,111,28,64,752,1940,10352,18.74034003
E02005587,Norwich 004,6019,613,1036,476,225,156,65,25,70,731,920,10336,8.900928793
E02005588,Norwich 005,7767,824,1389,688,234,110,115,50,132,795,928,13032,7.120933088
E02005589,Norwich 006,7145,608,1625,329,249,124,123,40,93,819,1110,12265,9.050142682
E02005592,Norwich 009,4255,859,776,185,145,106,111,43,62,397,2246,9185,24.45291236
E02005593,Norwich 010,7832,394,856,179,120,87,69,34,186,402,709,10868,6.523739418
E02005594,Norwich 011,5496,1059,798,307,164,143,100,42,97,524,2206,10936,20.17190929
E02005595,Norwich 012,5493,330,898,253,137,85,86,32,68,405,1591,9378,16.96523779
E02005596,Norwich 013,5501,831,689,611,171,140,67,32,68,712,1149,9971,11.52341791
E02005598,South Norfolk 002,5160,482,558,705,344,154,156,71,88,530,1707,9955,17.14716223
E02005599,South Norfolk 003,3805,137,499,606,277,123,104,45,51,380,1173,7200,16.29166667
E02005600,South Norfolk 004,3710,125,108,301,496,172,55,64,50,413,913,6407,14.25003902
E02005601,South Norfolk 005,3069,353,80,288,413,78,45,47,28,377,684,5462,12.52288539
E02005602,South Norfolk 006,6579,214,258,987,887,333,76,65,86,866,2357,12708,18.54737173
E02005603,South Norfolk 007,6262,669,323,762,1204,257,141,115,107,831,2146,12817,16.74338769
E02005604,South Norfolk 008,4892,237,100,316,824,293,80,52,70,614,1373,8851,15.51237148
E02005605,South Norfolk 009,5552,149,239,909,775,208,119,70,69,732,1865,10687,17.45110882
E02005606,South Norfolk 010,2985,90,159,291,467,323,114,36,47,511,817,5840,13.98972603
E02005607,South Norfolk 011,5909,311,152,470,1378,257,119,107,84,917,1853,11557,16.03357273
E02005608,South Norfolk 012,4136,204,180,278,573,347,57,52,45,647,1109,7628,14.53854221
E02005609,South Norfolk 013,4216,354,132,151,628,378,129,41,48,629,840,7546,11.13172542
E02005610,South Norfolk 014,4262,95,296,399,402,392,212,61,69,744,1158,8090,14.31396786
E02005611,South Norfolk 015,5701,1023,388,391,399,478,382,86,70,871,1130,10919,10.34893305
E02005921,Cherwell 001,3216,114,410,372,205,225,164,117,94,456,1528,6901,22.14171859
E02005922,Cherwell 002,3876,851,998,164,274,312,234,127,64,654,1284,8838,14.52817379
E02005923,Cherwell 003,3001,927,477,92,158,157,130,56,38,437,541,6014,8.995676754
E02005924,Cherwell 004,5285,2736,521,168,405,475,374,130,120,876,1508,12598,11.97015399
E02005925,Cherwell 005,4852,887,1041,135,208,238,185,45,54,663,575,8883,6.473038388
E02005926,Cherwell 006,4679,841,707,117,185,239,193,82,89,562,1328,9022,14.71957437
E02005927,Cherwell 007,2570,739,461,57,175,198,166,45,62,322,854,5649,15.11771995
E02005928,Cherwell 008,5584,293,812,423,397,317,265,106,108,645,2156,11106,19.41292995
E02005929,Cherwell 009,3812,148,150,388,364,224,117,60,72,514,1492,7341,20.32420651
E02005930,Cherwell 010,4550,161,121,539,808,363,117,77,136,588,2004,9464,21.17497887
E02005931,Cherwell 011,4981,251,793,417,798,457,132,143,157,726,2402,11257,21.33783424
E02005932,Cherwell 012,2697,606,379,130,522,338,84,70,80,453,1364,6723,20.28856165
E02005933,Cherwell 013,3441,1081,215,170,589,359,59,46,81,556,1116,7713,14.46907818
E02005934,Cherwell 014,4303,881,404,207,734,321,58,66,83,641,1148,8846,12.977617
E02005935,Cherwell 015,3546,1137,179,165,752,324,98,72,82,496,1728,8579,20.14220772
E02005936,Cherwell 016,6371,321,339,528,989,408,112,116,142,844,2890,13060,22.12863706
E02005937,Cherwell 017,3314,349,105,531,377,202,8,32,40,394,1189,6541,18.17764868
E02005938,Cherwell 018,2710,311,185,488,318,159,13,32,31,431,1003,5681,17.65534237
E02005939,Cherwell 019,3254,235,259,599,398,195,26,36,57,491,1232,6782,18.16573282
E02005940,Oxford 001,3240,137,424,290,117,55,22,35,57,212,1564,6153,25.41849504
E02005941,Oxford 002,4002,255,527,157,104,45,29,18,51,180,1716,7084,24.22360248
E02005942,Oxford 003,3597,294,288,94,55,35,17,27,57,121,1665,6250,26.64
E02005943,Oxford 004,3753,770,506,227,134,35,41,31,46,346,1439,7328,19.63700873
E02005944,Oxford 005,4264,964,965,266,275,55,64,33,79,497,929,8391,11.07138601
E02005945,Oxford 006,5962,1543,707,125,177,85,74,57,118,303,1964,11115,17.66981556
E02005946,Oxford 007,3887,659,1031,255,193,72,72,35,91,417,1754,8466,20.71816678
E02005947,Oxford 008,14366,535,293,96,70,30,29,26,176,199,2656,18476,14.37540593
E02005948,Oxford 009,3405,480,324,149,102,29,34,18,72,139,1865,6617,28.18497809
E02005949,Oxford 010,4300,1034,800,115,160,39,39,26,76,314,715,7618,9.385665529
E02005950,Oxford 011,6344,908,805,139,181,31,65,31,108,382,2146,11140,19.26391382
E02005951,Oxford 012,2598,333,545,90,143,22,44,17,48,197,1542,5579,27.63936189
E02005953,Oxford 014,2780,367,763,121,157,16,41,24,39,202,1504,6014,25.00831393
E02005954,Oxford 015,4985,882,1307,319,262,71,74,50,70,623,1839,10482,17.54436176
E02005955,Oxford 016,5732,889,1480,339,320,69,90,31,77,756,1451,11234,12.91614741
E02005956,Oxford 017,3434,786,685,449,159,46,29,21,33,463,451,6556,6.879194631
E02005957,Oxford 018,3583,598,592,694,232,88,35,25,37,396,633,6913,9.156661363
E02005958,South Oxfordshire 001,2515,450,84,113,407,193,52,60,31,405,1070,5380,19.88847584
E02005959,South Oxfordshire 002,2917,145,436,358,224,90,58,24,43,402,1198,5895,20.32230704
E02005960,South Oxfordshire 003,4105,508,111,137,471,263,78,56,52,461,1647,7889,20.87717074
E02005961,South Oxfordshire 004,3296,203,205,427,335,151,76,50,50,468,1473,6734,21.87407187
E02005962,South Oxfordshire 005,4923,180,111,524,662,482,123,132,60,827,2142,10166,21.07023411
E02005963,South Oxfordshire 006,3985,222,297,684,490,148,68,31,57,591,1460,8033,18.17502801
E02005964,South Oxfordshire 007,3611,184,147,352,572,167,58,67,52,533,1555,7298,21.30720745
E02005965,South Oxfordshire 008,2718,162,57,166,396,175,46,65,39,380,1314,5518,23.81297572
E02005966,South Oxfordshire 009,3059,560,397,553,515,281,72,38,70,511,2061,8117,25.39115437
E02005967,South Oxfordshire 010,4172,810,349,485,630,257,84,66,98,587,1999,9537,20.96046975
E02005968,South Oxfordshire 011,3843,454,187,211,615,189,71,59,106,513,1765,8013,22.0267066
E02005969,South Oxfordshire 012,4812,638,210,310,730,208,73,59,53,592,2013,9698,20.75685708
E02005970,South Oxfordshire 013,2364,397,374,393,294,136,38,27,43,419,1027,5512,18.63207547
E02005971,South Oxfordshire 014,3001,442,360,358,344,173,45,23,42,510,1059,6357,16.65880132
E02005972,South Oxfordshire 015,5808,300,488,425,735,404,91,79,94,717,2872,12013,23.90743361
E02005973,South Oxfordshire 016,3094,417,97,124,196,135,89,66,20,353,1323,5914,22.37064592
E02005974,South Oxfordshire 017,3177,435,35,144,199,100,86,57,23,324,1693,6273,26.98868165
E02005975,South Oxfordshire 018,4421,201,138,277,422,173,47,46,70,446,1995,8236,24.22292375
E02005976,South Oxfordshire 019,3444,69,206,199,163,113,71,68,30,295,1682,6340,26.52996845
E02005977,South Oxfordshire 020,3346,131,125,397,172,137,51,32,37,372,1361,6161,22.09056971
E02005978,Vale of White Horse 001,3836,112,320,670,347,67,56,35,50,355,1749,7597,23.02224562
E02005979,Vale of White Horse 002,4965,262,773,631,361,103,75,25,70,558,2454,10277,23.87856378
E02005980,Vale of White Horse 003,6324,459,502,785,466,127,89,50,100,724,2137,11763,18.16713423
E02005981,Vale of White Horse 004,3874,414,466,775,294,107,91,27,38,519,1948,8553,22.77563428
E02005982,Vale of White Horse 005,2782,359,202,502,244,61,38,25,28,324,1174,5739,20.45652553
E02005983,Vale of White Horse 006,5101,897,222,854,595,108,72,41,64,633,2395,10982,21.80841377
E02005984,Vale of White Horse 007,4438,129,115,449,974,141,52,46,88,550,2174,9156,23.74399301
E02005985,Vale of White Horse 008,4115,622,293,366,492,93,41,34,43,563,1243,7905,15.72422517
E02005986,Vale of White Horse 009,4790,447,98,270,838,558,88,58,74,663,1806,9690,18.6377709
E02005987,Vale of White Horse 010,4990,188,593,555,573,164,83,60,69,692,2328,10295,22.61291889
E02005988,Vale of White Horse 011,4368,473,336,293,701,483,88,57,46,658,1626,9129,17.81137036
E02005991,Vale of White Horse 014,4868,748,206,305,679,542,56,39,52,670,1902,10067,18.89341413
E02005992,Vale of White Horse 015,6790,424,547,611,757,489,104,73,100,755,3266,13916,23.46938776
E02005993,West Oxfordshire 001,3681,576,76,235,410,300,139,34,52,557,1191,7251,16.42532065
E02005994,West Oxfordshire 002,3134,170,139,189,460,291,69,36,93,452,1236,6269,19.71606317
E02005995,West Oxfordshire 003,3300,155,106,240,401,217,92,21,70,437,1333,6372,20.91964846
E02005996,West Oxfordshire 004,4401,202,162,370,854,159,48,57,72,522,2084,8931,23.33445303
E02005997,West Oxfordshire 005,3116,116,116,305,379,147,29,27,55,429,1236,5955,20.75566751
E02005998,West Oxfordshire 006,3545,154,142,497,509,110,33,42,56,447,1493,7028,21.24359704
E02005999,West Oxfordshire 007,3168,163,417,304,401,202,52,34,53,556,1192,6542,18.22072761
E02006000,West Oxfordshire 008,5598,973,449,430,977,186,76,49,73,760,2202,11773,18.70381381
E02006001,West Oxfordshire 009,3259,769,274,290,473,254,56,30,45,568,1069,7087,15.08395654
E02006002,West Oxfordshire 010,5283,1256,294,518,752,234,78,41,49,740,1527,10772,14.17564055
E02006003,West Oxfordshire 011,2985,194,118,583,430,70,36,23,53,416,1022,5930,17.23440135
E02006004,West Oxfordshire 012,3137,353,156,309,373,267,120,49,72,842,1663,7341,22.65358943
E02006005,West Oxfordshire 013,4317,1400,217,833,346,630,97,42,106,749,1294,10031,12.90000997
E02006006,West Oxfordshire 014,2689,704,87,485,193,288,58,26,52,434,636,5652,11.25265393
E02006007,West Oxfordshire 015,3698,130,148,568,428,213,50,38,68,515,1453,7309,19.87960049
E02006227,Babergh 001,3610,128,83,293,405,217,57,48,66,490,1032,6429,16.05226318
E02006228,Babergh 002,3195,99,89,438,507,176,141,62,43,590,818,6158,13.28353361
E02006229,Babergh 003,3449,280,313,120,327,239,90,56,44,523,740,6181,11.97217279
E02006230,Babergh 004,6030,811,155,392,956,263,54,62,113,771,1405,11012,12.75880857
E02006231,Babergh 005,4065,271,547,574,470,217,112,55,92,674,1551,8628,17.97635605
E02006232,Babergh 006,3312,86,384,185,309,250,69,42,67,523,894,6121,14.60545662
E02006233,Babergh 007,6352,1374,267,150,452,555,180,73,97,974,1148,11622,9.877817932
E02006234,Babergh 008,5234,875,504,224,498,525,167,59,89,869,906,9950,9.105527638
E02006235,Babergh 009,4400,94,135,379,559,235,56,53,75,639,1574,8199,19.19746311
E02006236,Babergh 010,5580,185,190,430,899,237,88,94,130,726,1881,10440,18.01724138
E02006237,Babergh 011,4157,210,148,473,477,160,88,74,76,510,1222,7595,16.08953259
E02006238,West Suffolk 002,5200,581,72,724,452,728,112,236,103,785,696,9689,7.18340386
E02006239,West Suffolk 001,4344,723,383,641,384,303,204,89,80,906,668,8725,7.656160458
E02006240,West Suffolk 003,4863,579,753,417,671,434,225,92,140,928,1129,10231,11.03508943
E02006241,West Suffolk 004,4581,796,434,315,753,164,240,79,82,703,694,8841,7.849790748
E02006242,West Suffolk 007,4799,111,263,953,1032,626,145,139,132,840,1601,10641,15.04557842
E02006243,West Suffolk 008,4153,1022,493,204,819,438,49,76,102,796,1178,9330,12.62593783
E02006245,Ipswich 001,4709,389,877,447,328,101,91,30,52,599,663,8286,8.001448226
E02006246,Ipswich 002,3775,495,648,323,316,99,73,28,50,581,1044,7432,14.04736276
E02006247,Ipswich 003,4616,706,776,465,430,219,102,55,73,792,869,9103,9.546303416
E02006248,Ipswich 004,4515,633,785,314,251,74,65,37,54,575,1179,8482,13.90002358
E02006249,Ipswich 005,4323,580,675,199,238,87,74,42,82,446,1642,8388,19.57558417
E02006250,Ipswich 006,5035,955,713,430,484,232,158,120,92,846,1134,10199,11.11873713
E02006251,Ipswich 007,4760,1268,968,350,434,139,99,82,105,714,1774,10693,16.59029271
E02006252,Ipswich 008,4584,1145,934,390,349,104,80,39,80,696,1299,9700,13.39175258
E02006253,Ipswich 009,3999,641,571,331,220,67,46,16,42,506,1010,7449,13.55886696
E02006254,Ipswich 010,5030,850,704,363,377,168,113,85,87,717,903,9397,9.609449824
E02006255,Ipswich 011,3870,724,831,241,303,116,95,43,67,548,1283,8121,15.79854698
E02006256,Ipswich 012,5179,836,931,245,377,193,109,77,92,786,1014,9839,10.3059254
E02006257,Ipswich 013,3808,409,572,346,303,75,52,40,45,579,548,6777,8.086173823
E02006258,Ipswich 014,5184,691,874,409,400,131,63,61,83,734,1024,9654,10.60700228
E02006259,Ipswich 015,4282,323,716,319,271,84,61,30,46,518,628,7278,8.62874416
E02006260,Ipswich 016,4951,521,1016,324,381,123,71,38,59,712,651,8847,7.358426585
E02006261,Mid Suffolk 001,4430,215,228,295,308,284,221,72,62,581,1260,7956,15.83710407
E02006262,Mid Suffolk 002,4773,129,171,407,576,380,168,88,69,804,1427,8992,15.86966192
E02006263,Mid Suffolk 003,4084,141,146,288,442,276,180,85,81,675,1136,7534,15.07831165
E02006264,Mid Suffolk 004,4392,126,194,625,695,301,187,135,69,669,1479,8872,16.67042381
E02006265,Mid Suffolk 005,3887,155,236,323,423,398,86,55,64,619,1131,7377,15.33143554
E02006266,Mid Suffolk 006,5110,146,189,428,768,349,140,104,49,749,1402,9434,14.86114056
E02006267,Mid Suffolk 007,4252,146,166,279,742,311,130,72,81,662,1507,8348,18.05222808
E02006268,Mid Suffolk 008,3560,552,157,168,405,231,78,40,37,453,480,6161,7.790943029
E02006269,Mid Suffolk 009,3892,322,399,265,672,280,107,76,65,561,1099,7738,14.20263634
E02006270,Mid Suffolk 010,5719,1068,365,441,1033,756,206,109,107,1019,1970,12793,15.39904635
E02006271,Mid Suffolk 011,4596,390,294,687,710,410,86,272,96,819,1485,9845,15.08379888
E02006272,Mid Suffolk 012,3980,208,313,545,397,210,107,56,73,612,1151,7652,15.04181913
E02006273,West Suffolk 005,3723,143,138,165,778,171,131,123,50,553,863,6838,12.62064931
E02006274,West Suffolk 006,3132,213,94,416,675,191,131,108,59,519,1060,6598,16.06547439
E02006275,West Suffolk 009,3598,762,815,94,249,228,120,71,37,531,494,6999,7.058151164
E02006276,West Suffolk 016,4431,164,551,438,327,253,132,127,50,576,1179,8228,14.32912008
E02006277,West Suffolk 012,3445,590,853,122,206,399,101,140,63,530,1241,7690,16.13784135
E02006278,West Suffolk 011,3969,1250,423,87,319,427,150,101,54,474,1123,8377,13.40575385
E02006279,West Suffolk 014,4791,888,692,120,261,277,162,63,42,526,925,8747,10.5750543
E02006280,West Suffolk 010,5194,131,313,754,551,257,176,115,65,664,1510,9730,15.51901336
E02006281,West Suffolk 013,4586,1105,491,82,220,311,101,98,48,420,861,8323,10.34482759
E02006282,West Suffolk 017,3607,122,46,225,473,251,129,53,62,499,1056,6523,16.18887015
E02006283,West Suffolk 018,4542,209,319,239,387,564,111,67,63,634,1120,8255,13.56753483
E02006284,West Suffolk 019,3895,829,284,95,388,711,77,96,55,566,734,7730,9.495472186
E02006285,West Suffolk 021,3515,637,365,130,370,797,98,92,58,619,867,7548,11.48648649
E02006286,West Suffolk 020,5588,1484,279,127,501,1065,134,110,86,921,859,11154,7.701273086
E02006287,East Suffolk 016,3637,73,135,212,283,176,160,69,64,475,979,6263,15.63148651
E02006288,East Suffolk 017,5546,374,208,245,642,397,106,125,91,687,1631,10052,16.22562674
E02006289,East Suffolk 018,5622,400,171,512,464,313,213,72,65,753,1114,9699,11.48572018
E02006290,East Suffolk 019,4734,545,247,370,232,224,247,68,63,660,719,8109,8.866691331
E02006291,East Suffolk 020,4316,316,179,324,627,138,62,134,75,430,1070,7671,13.94863773
E02006292,East Suffolk 021,3677,86,232,531,294,76,70,107,64,447,1199,6783,17.6765443
E02006293,East Suffolk 023,5985,464,174,544,889,253,99,171,138,898,1542,11157,13.8209196
E02006294,East Suffolk 022,4627,457,206,305,422,77,41,147,103,448,1047,7880,13.28680203
E02006295,East Suffolk 024,4966,300,828,593,347,102,73,116,103,568,1329,9325,14.25201072
E02006296,East Suffolk 025,6742,516,621,911,558,163,90,243,203,692,2349,13088,17.94773839
E02006297,East Suffolk 026,4171,375,548,415,274,104,67,70,98,424,1499,8045,18.63269111
E02006298,East Suffolk 027,4686,529,740,394,610,81,51,114,137,598,1202,9142,13.14810764
E02006299,East Suffolk 028,4994,490,380,33,511,69,60,108,128,412,1049,8234,12.73985912
E02006300,East Suffolk 029,4275,1041,380,48,585,90,52,87,139,505,736,7938,9.271856891
E02006301,East Suffolk 030,3552,613,241,17,431,87,41,65,98,409,751,6305,11.9111816
E02006302,East Suffolk 001,3847,196,398,379,175,89,126,104,98,495,733,6640,11.03915663
E02006303,East Suffolk 002,4858,656,469,278,290,74,142,95,109,575,436,7982,5.462290153
E02006304,East Suffolk 003,4831,398,617,292,329,60,170,78,121,623,629,8148,7.719685812
E02006305,East Suffolk 004,5697,1171,488,226,358,161,211,111,122,660,528,9733,5.424843317
E02006306,East Suffolk 005,4291,517,474,153,344,62,127,108,87,590,539,7292,7.391662095
E02006307,East Suffolk 007,4257,276,617,189,333,58,131,105,67,570,721,7324,9.844347351
E02006308,East Suffolk 006,4603,639,449,89,301,118,135,104,98,561,533,7630,6.985583224
E02006309,East Suffolk 009,4329,440,425,74,335,59,115,77,85,435,371,6745,5.500370645
E02006310,East Suffolk 008,4248,401,791,452,456,91,138,129,73,612,687,8078,8.504580342
E02006311,East Suffolk 010,4888,730,164,202,498,224,97,140,69,525,676,8213,8.230853525
E02006312,East Suffolk 011,4595,445,305,350,636,230,142,151,78,663,889,8484,10.47854785
E02006313,East Suffolk 012,5867,395,604,396,589,131,154,197,71,736,789,9929,7.946419579
E02006314,East Suffolk 013,4040,403,122,303,349,388,61,107,51,590,847,7261,11.66505991
E02006315,East Suffolk 014,3576,237,72,149,368,99,63,141,55,459,623,5842,10.66415611
E02006316,East Suffolk 015,4238,497,163,118,489,174,149,89,44,554,560,7075,7.915194346
E02006317,Elmbridge 001,3275,226,326,390,259,101,19,10,19,409,1320,6354,20.77431539
E02006318,Elmbridge 002,3387,202,265,219,288,132,18,13,19,306,2116,6965,30.3804738
E02006319,Elmbridge 003,3660,272,477,453,284,117,15,5,19,635,1276,7213,17.69028144
E02006320,Elmbridge 004,3582,256,467,525,320,128,18,4,15,609,1325,7249,18.27838323
E02006321,Elmbridge 005,3361,171,249,191,248,95,10,3,12,243,2025,6608,30.64467312
E02006322,Elmbridge 006,3178,180,230,229,280,96,19,10,12,270,1985,6489,30.59022962
E02006323,Elmbridge 007,3812,262,288,366,283,167,24,10,25,426,1864,7527,24.76418228
E02006324,Elmbridge 008,3906,370,399,366,267,183,34,17,19,446,1908,7915,24.10612761
E02006325,Elmbridge 009,4699,207,282,325,305,199,20,7,18,304,2804,9170,30.57797165
E02006326,Elmbridge 010,3721,251,260,324,250,165,38,9,11,398,2105,7532,27.94742432
E02006327,Elmbridge 011,3598,204,203,189,194,106,28,6,14,255,1899,6696,28.36021505
E02006328,Elmbridge 012,4627,365,380,320,379,210,53,10,31,508,2714,9597,28.27967073
E02006329,Elmbridge 013,3893,167,198,256,196,170,10,4,15,304,1884,7097,26.54642807
E02006330,Elmbridge 014,5217,307,452,413,329,229,34,13,25,568,2341,9928,23.57977438
E02006331,Elmbridge 015,3863,140,244,310,221,162,17,6,11,296,1990,7260,27.41046832
E02006332,Elmbridge 016,3452,138,230,203,237,146,45,10,15,285,1891,6652,28.42754059
E02006333,Elmbridge 017,5685,354,265,370,342,209,44,21,27,504,2123,9944,21.34955752
E02006334,Elmbridge 018,4855,77,179,225,240,233,52,18,11,244,2414,8548,28.2405241
E02006335,Epsom and Ewell 001,3991,188,429,395,445,108,21,14,28,565,1725,7909,21.81059552
E02006336,Epsom and Ewell 002,3544,219,595,451,393,93,18,17,18,693,1127,7168,15.72265625
E02006337,Epsom and Ewell 003,4490,212,514,411,413,113,26,10,18,610,2055,8872,23.16275924
E02006338,Epsom and Ewell 004,3438,235,379,308,294,132,19,17,11,485,1469,6787,21.64432002
E02006339,Epsom and Ewell 005,5378,469,578,610,436,226,38,19,19,860,2278,10911,20.87801301
E02006341,Epsom and Ewell 007,5196,718,352,473,350,214,19,20,15,628,2265,10250,22.09756098
E02006342,Epsom and Ewell 008,4193,577,211,324,284,210,22,16,16,374,1972,8199,24.05171362
E02006343,Epsom and Ewell 009,4661,374,347,399,332,204,40,12,22,469,2195,9055,24.24075097
E02006344,Guildford 001,4444,137,220,497,392,204,101,24,37,543,1919,8518,22.52876262
E02006345,Guildford 002,3525,366,144,498,252,102,58,68,93,655,1916,7677,24.95766575
E02006346,Guildford 003,5430,143,160,324,483,203,107,33,22,495,2522,9922,25.41826245
E02006347,Guildford 004,3348,151,307,467,445,159,63,98,24,582,1482,7126,20.79708111
E02006348,Guildford 005,4297,436,520,335,286,130,66,76,26,619,1671,8462,19.7471047
E02006349,Guildford 006,3863,436,626,231,298,135,81,76,26,526,1706,8004,21.31434283
E02006350,Guildford 007,3173,479,523,216,260,98,55,53,18,599,904,6378,14.17372217
E02006351,Guildford 008,4106,311,551,377,310,146,86,39,22,510,1913,8371,22.85270577
E02006352,Guildford 009,3111,530,376,176,243,87,60,46,41,440,1037,6147,16.87001789
E02006353,Guildford 010,3065,162,231,476,375,128,67,56,26,542,985,6113,16.11320137
E02006354,Guildford 011,5069,362,481,226,289,144,75,82,28,346,2518,9620,26.17463617
E02006355,Guildford 012,6321,1045,446,153,213,96,56,59,70,487,805,9751,8.255563532
E02006356,Guildford 013,4924,1155,588,268,416,149,119,130,36,567,3102,11454,27.08224201
E02006357,Guildford 014,3311,167,276,543,476,159,112,98,34,614,1425,7215,19.75051975
E02006358,Guildford 015,5499,722,178,136,193,92,64,108,33,257,1690,8972,18.83637985
E02006359,Guildford 016,3175,299,202,89,162,67,35,82,22,166,1830,6129,29.85805188
E02006360,Guildford 017,4239,127,437,313,317,99,71,79,20,426,1998,8126,24.58774305
E02006361,Guildford 018,2979,71,92,287,281,122,39,49,13,340,1386,5659,24.49195971
E02006362,Mole Valley 001,3744,224,287,240,229,152,18,13,16,333,1651,6907,23.90328652
E02006363,Mole Valley 002,3257,192,208,206,207,130,21,16,17,317,1482,6053,24.48372708
E02006364,Mole Valley 003,3609,549,280,473,452,202,41,28,19,594,1457,7704,18.91225337
E02006365,Mole Valley 004,3296,281,174,277,260,118,27,22,11,311,1483,6260,23.69009585
E02006366,Mole Valley 005,4196,272,285,319,335,150,71,16,16,566,1798,8024,22.40777667
E02006367,Mole Valley 006,3334,148,202,207,272,98,45,4,17,336,1306,5969,21.87971184
E02006368,Mole Valley 007,3168,153,165,198,244,116,58,8,16,363,1190,5679,20.95439338
E02006369,Mole Valley 008,3311,71,233,321,307,103,47,9,16,498,1343,6259,21.45710177
E02006370,Mole Valley 009,3024,309,102,197,378,126,70,24,14,426,1669,6339,26.32907399
E02006371,Mole Valley 010,3630,508,76,262,413,127,90,13,20,449,1736,7324,23.70289459
E02006372,Mole Valley 011,3246,280,265,266,447,137,68,24,10,603,1066,6412,16.62507798
E02006373,Mole Valley 012,3753,111,177,249,492,163,105,60,25,641,1735,7511,23.09945413
E02006374,Mole Valley 013,3478,82,154,403,352,185,91,37,23,683,1463,6951,21.04733132
E02006375,Reigate and Banstead 001,3427,148,295,362,338,172,14,21,15,496,1487,6775,21.94833948
E02006376,Reigate and Banstead 002,5456,271,341,460,364,168,18,17,27,635,1468,9225,15.91327913
E02006377,Reigate and Banstead 003,3266,113,303,316,287,153,20,14,16,452,1227,6167,19.89622183
E02006378,Reigate and Banstead 004,4359,85,347,668,412,210,33,45,20,688,1983,8850,22.40677966
E02006379,Reigate and Banstead 005,3632,249,392,485,379,171,32,11,14,622,983,6970,14.10329986
E02006380,Reigate and Banstead 006,3790,167,160,457,324,152,21,19,16,420,1569,7095,22.1141649
E02006381,Reigate and Banstead 007,3806,83,209,437,398,189,35,27,21,530,1520,7255,20.95106823
E02006382,Reigate and Banstead 008,3459,242,426,313,377,149,68,19,13,518,1280,6864,18.64801865
E02006383,Reigate and Banstead 009,5253,391,307,271,393,194,115,30,31,420,2711,10116,26.79913009
E02006384,Reigate and Banstead 010,5417,666,677,311,508,193,132,34,30,587,2366,10921,21.66468272
E02006385,Reigate and Banstead 011,4896,686,740,336,595,244,193,66,25,680,2862,11323,25.27598693
E02006386,Reigate and Banstead 012,4197,497,256,196,319,114,121,37,22,332,2286,8377,27.28900561
E02006387,Reigate and Banstead 013,3527,324,321,220,303,97,100,32,15,437,1413,6789,20.81307998
E02006388,Reigate and Banstead 014,4235,855,561,303,452,190,169,39,31,624,1867,9326,20.01930088
E02006389,Reigate and Banstead 015,3768,218,505,291,332,133,106,31,24,639,1319,7366,17.90659788
E02006390,Reigate and Banstead 016,5131,430,571,686,406,267,194,62,30,836,1894,10507,18.02607785
E02006391,Reigate and Banstead 017,3590,295,375,480,271,169,177,49,23,544,1776,7749,22.91908633
E02006392,Reigate and Banstead 018,4509,610,375,623,294,191,157,59,25,748,1579,9170,17.21919302
E02006393,Runnymede 001,3717,348,228,387,261,121,61,28,43,369,1383,6946,19.91073999
E02006394,Runnymede 002,7641,350,366,458,441,157,84,39,101,477,1707,11821,14.44040267
E02006395,Runnymede 003,4673,542,408,668,474,167,69,37,41,814,1862,9755,19.08764736
E02006396,Runnymede 004,3082,202,364,326,282,104,51,15,26,461,1054,5967,17.66381766
E02006397,Runnymede 005,3382,103,176,243,273,70,67,13,19,312,1677,6335,26.47198106
E02006398,Runnymede 006,3967,452,559,601,432,144,75,18,17,719,1671,8655,19.3067591
E02006399,Runnymede 007,5910,625,762,665,687,234,98,19,39,933,2298,12270,18.72860636
E02006400,Runnymede 008,2906,337,259,266,284,95,58,7,19,402,1054,5687,18.53349745
E02006401,Runnymede 009,5392,462,780,632,506,184,62,28,39,843,1780,10708,16.62308554
E02006402,Runnymede 010,4951,478,563,438,435,164,95,18,30,722,2044,9938,20.56751862
E02006403,Spelthorne 001,3416,278,548,545,347,142,26,22,27,545,845,6741,12.53523216
E02006404,Spelthorne 002,4029,340,668,568,382,129,31,11,27,636,936,7757,12.06652056
E02006405,Spelthorne 003,5526,443,841,809,571,244,46,25,35,829,2061,11430,18.03149606
E02006406,Spelthorne 004,4002,362,365,597,379,210,58,16,32,648,2286,8955,25.52763819
E02006407,Spelthorne 005,4652,305,749,731,411,186,38,19,24,700,1491,9306,16.02192134
E02006408,Spelthorne 006,4186,321,624,852,384,152,29,17,27,795,1465,8852,16.54993222
E02006409,Spelthorne 007,3465,249,456,490,297,112,21,19,18,535,1116,6778,16.46503393
E02006410,Spelthorne 008,4321,371,498,799,328,171,40,21,30,683,1249,8511,14.67512631
E02006411,Spelthorne 009,3564,231,318,459,306,123,37,16,16,504,1616,7190,22.47566064
E02006412,Spelthorne 010,3928,187,302,566,303,158,18,15,25,457,1783,7742,23.03022475
E02006413,Spelthorne 011,3395,228,270,542,272,104,14,14,21,476,1138,6474,17.57800432
E02006414,Spelthorne 012,3201,140,398,487,265,87,26,16,10,525,1085,6240,17.38782051
E02006415,Spelthorne 013,3737,217,268,419,272,125,26,11,20,466,1425,6986,20.39793873
